date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,block_size,exp_name
2020-02-08,2.7571727535084243,3.1078555138515793,2.4064899931652692,1,2.5,94,7,TRUE,TRUE,8,8
2020-02-09,2.6656108763969253,3.0173157770769863,2.3139059757168643,1,2.5,135,9,TRUE,TRUE,8,8
2020-02-10,2.703530078520982,3.076729531554846,2.3303306254871177,1,2.5,165,10,TRUE,TRUE,8,8
2020-02-11,2.8058626317088753,3.2126506005431024,2.399074662874648,1,2.5,194,69,TRUE,TRUE,8,8
2020-02-12,2.879765168262552,3.2952879275108073,2.4642424090142963,1,2.5,248,35,TRUE,TRUE,8,8
2020-02-13,2.8771700018362174,3.2521800667405683,2.5021599369318666,1,2.5,295,68,FALSE,TRUE,8,8
2020-02-14,2.8122174031285723,3.1271132633068444,2.4973215429503,1,2.5,358,33,TRUE,TRUE,8,8
2020-02-15,2.717912802810636,2.9793489988806425,2.456476606740629,1,2.5,485,60,TRUE,TRUE,8,8
2020-02-16,2.6139108576103633,2.838130772744282,2.3896909424764448,1,2.5,557,55,TRUE,TRUE,8,8
2020-02-17,2.507822025953129,2.7363058382411447,2.2793382136651132,1,2.5,647,73,TRUE,TRUE,8,8
2020-02-18,2.4102952594775715,2.6674588925856386,2.1531316263695044,1,2.5,866,168,TRUE,TRUE,8,8
2020-02-19,2.3250923839843574,2.594711500435452,2.0554732675332628,1,2.5,1103,168,TRUE,TRUE,8,8
2020-02-20,2.245472746832772,2.515296738591655,1.9756487550738888,1,2.5,1288,225,TRUE,TRUE,8,8
2020-02-21,2.1701501325339603,2.430580702974762,1.9097195620931584,1,2.5,1594,270,FALSE,TRUE,8,8
2020-02-22,2.1077891916908578,2.344886503771336,1.8706918796103795,1,2.435483870967742,1984,416,FALSE,TRUE,8,8
2020-02-23,2.066412199867639,2.2880194329787966,1.8448049667564814,1,2.370967741935484,2414,340,FALSE,TRUE,8,8
2020-02-24,2.057616061774049,2.2837710682578285,1.8314610552902693,1,2.306451612903226,2765,195,FALSE,TRUE,8,8
2020-02-25,2.082501938110015,2.315017046723608,1.8499868294964221,1,2.241935483870968,3343,681,TRUE,TRUE,8,8
2020-02-26,2.1257390655572457,2.364840675964493,1.8866374551499987,1,2.1774193548387095,3943,868,TRUE,TRUE,8,8
2020-02-27,2.1439962025551282,2.3871228673025775,1.900869537807679,1,2.1129032258064515,4541,1583,TRUE,TRUE,8,8
2020-02-28,2.1089365931019066,2.3405395682401786,1.8773336179636346,1,2.0483870967741935,5476,1480,TRUE,TRUE,8,8
2020-02-29,2.0344490162891122,2.2439583478233445,1.8249396847548798,1,1.9838709677419355,6050,1950,TRUE,TRUE,8,8
2020-03-01,1.952995358601405,2.1427340218376902,1.76325669536512,1,1.9193548387096775,6878,1115,TRUE,TRUE,8,8
2020-03-02,1.8805105864122993,2.0548188448308085,1.7062023279937903,1,1.8548387096774195,7866,548,TRUE,TRUE,8,8
2020-03-03,1.8136376585006662,1.9809845651709017,1.6462907518304306,1,1.7903225806451613,8849,2693,TRUE,TRUE,8,8
