date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,block_size,exp_name
2020-02-08,2.7571727535084243,3.150977980441267,2.3633675265755816,1,2.5,94,7,TRUE,TRUE,12,12
2020-02-09,2.6656108763969253,3.0406372825458456,2.290584470248005,1,2.5,135,9,TRUE,TRUE,12,12
2020-02-10,2.703530078520982,3.0722363570816396,2.3348237999603243,1,2.5,165,10,TRUE,TRUE,12,12
2020-02-11,2.8058626317088753,3.1829016874296077,2.428823575988143,1,2.5,194,69,TRUE,TRUE,12,12
2020-02-12,2.879765168262552,3.258065461183739,2.5014648753413646,1,2.5,248,35,FALSE,TRUE,12,12
2020-02-13,2.8771700018362174,3.226849269683152,2.527490733989283,1,2.5,295,68,FALSE,TRUE,12,12
2020-02-14,2.8122174031285723,3.124330523405054,2.5001042828520905,1,2.5,358,33,FALSE,TRUE,12,12
2020-02-15,2.717912802810636,2.998602845489994,2.4372227601312777,1,2.5,485,60,TRUE,TRUE,12,12
2020-02-16,2.6139108576103633,2.8705949741869734,2.3572267410337533,1,2.5,557,55,TRUE,TRUE,12,12
2020-02-17,2.507822025953129,2.767590552409443,2.248053499496815,1,2.5,647,73,TRUE,TRUE,12,12
2020-02-18,2.4102952594775715,2.6921835243815444,2.1284069945735986,1,2.5,866,168,TRUE,TRUE,12,12
2020-02-19,2.3250923839843574,2.617748147632187,2.0324366203365276,1,2.5,1103,168,TRUE,TRUE,12,12
2020-02-20,2.245472746832772,2.5377218810961444,1.9532236125693996,1,2.5,1288,225,TRUE,TRUE,12,12
2020-02-21,2.1701501325339603,2.44731709935813,1.8929831657097902,1,2.5,1594,270,FALSE,TRUE,12,12
2020-02-22,2.1077891916908578,2.351249148388129,1.8643292349935865,1,2.435483870967742,1984,416,FALSE,TRUE,12,12
2020-02-23,2.066412199867639,2.285665939986517,1.847158459748761,1,2.370967741935484,2414,340,FALSE,TRUE,12,12
2020-02-24,2.057616061774049,2.2798980763406576,1.83533404720744,1,2.306451612903226,2765,195,FALSE,TRUE,12,12
2020-02-25,2.082501938110015,2.3153231118345707,1.8496807643854596,1,2.241935483870968,3343,681,TRUE,TRUE,12,12
2020-02-26,2.1257390655572457,2.374662497710188,1.8768156334043036,1,2.1774193548387095,3943,868,TRUE,TRUE,12,12
2020-02-27,2.1439962025551282,2.4060431442536294,1.8819492608566273,1,2.1129032258064515,4541,1583,TRUE,TRUE,12,12
2020-02-28,2.1089365931019066,2.3616901923247107,1.8561829938791026,1,2.0483870967741935,5476,1480,TRUE,TRUE,12,12
2020-02-29,2.0344490162891122,2.2621899885458134,1.8067080440324108,1,1.9838709677419355,6050,1950,TRUE,TRUE,12,12
2020-03-01,1.952995358601405,2.154707647899572,1.7512830693032382,1,1.9193548387096775,6878,1115,TRUE,TRUE,12,12
2020-03-02,1.8805105864122993,2.05740250182533,1.7036186709992687,1,1.8548387096774195,7866,548,TRUE,TRUE,12,12
2020-03-03,1.8136376585006662,1.9740731416264212,1.653202175374911,1,1.7903225806451613,8849,2693,TRUE,TRUE,12,12
2020-03-04,1.7424435029364607,1.9025679169251393,1.582319088947782,1,1.7258064516129032,9683,2931,TRUE,TRUE,12,12
2020-03-05,1.6620033143848163,1.8255060471490847,1.4985005816205479,1,1.6612903225806452,10585,4151,TRUE,TRUE,12,12
2020-03-06,1.5721863079597789,1.7356853503027547,1.408687265616803,1,1.596774193548387,11464,3667,TRUE,TRUE,12,12
2020-03-07,1.4766272693457514,1.6386141588641798,1.314640379827323,1,1.532258064516129,12645,5268,TRUE,TRUE,12,12
2020-03-08,1.3819133797626895,1.5379877353771314,1.2258390241482475,1,1.467741935483871,13252,2814,TRUE,TRUE,12,12
2020-03-09,1.29495585360291,1.439766370768924,1.1501453364368959,1,1.403225806451613,14033,2229,TRUE,TRUE,12,12
2020-03-10,1.221669788885006,1.3554106549570155,1.0879289228129967,1,1.338709677419355,14426,9345,TRUE,TRUE,12,12
2020-03-11,1.162268550855147,1.286701101752424,1.03783599995787,1,1.2741935483870968,15065,8022,TRUE,TRUE,12,12
2020-03-12,1.1115141348628892,1.226111319002205,0.9969169507235734,1,1.2096774193548387,15301,15578,TRUE,TRUE,12,12
2020-03-13,1.0643433218030822,1.1695953309684848,0.9590913126376795,1,1.1451612903225807,15071,10999,TRUE,TRUE,12,12
2020-03-14,1.020319720590772,1.1184700419706517,0.922169399210892,1,1.0806451612903225,14973,10943,TRUE,TRUE,12,12
2020-03-15,0.9810590386747421,1.0739826886887323,0.8881353886607518,1,1.0161290322580645,14587,4856,TRUE,FALSE,12,12
2020-03-16,0.9486198279842395,1.0388756162544461,0.8583640397140329,1,0.9516129032258065,13921,6104,TRUE,FALSE,12,12
2020-03-17,0.9240695601729554,1.0148712782158908,0.8332678421300199,1,0.8870967741935485,13222,17613,TRUE,FALSE,12,12
2020-03-18,0.9081128332981045,0.9992431167616617,0.8169825498345474,1,0.8225806451612905,12052,14642,TRUE,FALSE,12,12
