date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,block_size,exp_name
2020-02-26,2.1257390655572457,2.351735947281915,1.8997421838325765,1,2.1774193548387095,3943,868,TRUE,TRUE,9,9
2020-02-27,2.1439962025551282,2.3801357518414434,1.9078566532688128,1,2.1129032258064515,4541,1583,TRUE,TRUE,9,9
2020-02-28,2.1089365931019066,2.3356088880051495,1.8822642981986635,1,2.0483870967741935,5476,1480,TRUE,TRUE,9,9
2020-02-29,2.0344490162891122,2.23795567585558,1.8309423567226446,1,1.9838709677419355,6050,1950,TRUE,TRUE,9,9
2020-03-01,1.952995358601405,2.133894706810236,1.7720960103925743,1,1.9193548387096775,6878,1115,TRUE,TRUE,9,9
2020-03-02,1.8805105864122993,2.045311112058377,1.7157100607662217,1,1.8548387096774195,7866,548,TRUE,TRUE,9,9
2020-03-03,1.8136376585006662,1.9743783553206018,1.6528969616807305,1,1.7903225806451613,8849,2693,TRUE,TRUE,9,9
2020-03-04,1.7424435029364607,1.9085727924355307,1.5763142134373906,1,1.7258064516129032,9683,2931,TRUE,TRUE,9,9
2020-03-05,1.6620033143848163,1.8288495082073832,1.4951571205622494,1,1.6612903225806452,10585,4151,TRUE,TRUE,9,9
2020-03-06,1.5721863079597789,1.732945794037606,1.4114268218819517,1,1.596774193548387,11464,3667,TRUE,TRUE,9,9
2020-03-07,1.4766272693457514,1.6292823295248453,1.3239722091666575,1,1.532258064516129,12645,5268,TRUE,TRUE,9,9
2020-03-08,1.3819133797626895,1.523650755767668,1.240176003757711,1,1.467741935483871,13252,2814,TRUE,TRUE,9,9
2020-03-09,1.29495585360291,1.4239397187697524,1.1659719884360675,1,1.403225806451613,14033,2229,TRUE,TRUE,9,9
2020-03-10,1.221669788885006,1.3427856853093574,1.1005538924606548,1,1.338709677419355,14426,9345,TRUE,TRUE,9,9
2020-03-11,1.162268550855147,1.280995794700775,1.0435413070095187,1,1.2741935483870968,15065,8022,TRUE,TRUE,9,9
2020-03-12,1.1115141348628892,1.2295657066448802,0.9934625630808982,1,1.2096774193548387,15301,15578,TRUE,TRUE,9,9
2020-03-13,1.0643433218030822,1.1827519310736718,0.9459347125324927,1,1.1451612903225807,15071,10999,TRUE,TRUE,9,9
2020-03-14,1.020319720590772,1.1385358620995734,0.9021035790819706,1,1.0806451612903225,14973,10943,TRUE,TRUE,9,9
2020-03-15,0.9810590386747421,1.0963473407125028,0.8657707366369812,1,1.0161290322580645,14587,4856,TRUE,FALSE,9,9
2020-03-16,0.9486198279842395,1.0603002945488347,0.8369393614196442,1,0.9516129032258065,13921,6104,TRUE,FALSE,9,9
2020-03-17,0.9240695601729554,1.033631739067225,0.8145073812786857,1,0.8870967741935485,13222,17613,TRUE,FALSE,9,9
2020-03-18,0.9081128332981045,1.0145183792561214,0.8017072873400877,1,0.8225806451612905,12052,14642,TRUE,FALSE,9,9
2020-03-19,0.8972023059420614,0.9981231807045989,0.7962814311795239,1,0.7580645161290323,10900,16195,FALSE,FALSE,9,9
2020-03-20,0.8846691376759517,0.9796770653740775,0.7896612099778259,1,0.6935483870967742,9706,17006,FALSE,FALSE,9,9
2020-03-21,0.86559142273172,0.9551597499116622,0.7760230955517777,1,0.6290322580645162,8251,11507,FALSE,FALSE,9,9
2020-03-22,0.8384406521013538,0.9240621490831242,0.7528191551195833,1,0.564516129032258,7075,11563,FALSE,FALSE,9,9
2020-03-23,0.8042010816776954,0.8892980746211122,0.7191040887342787,1,0.5,5724,5347,FALSE,FALSE,9,9
2020-03-24,0.764473633005492,0.8505530283543745,0.6783942376566094,1,0.5,4976,12297,FALSE,FALSE,9,9
2020-03-25,0.723448181639291,0.8087418050200019,0.6381545582585801,1,0.5,4506,20097,FALSE,FALSE,9,9
2020-03-26,0.683940093875841,0.7671079748302231,0.6007722129214589,1,0.5,4054,14482,FALSE,FALSE,9,9
2020-03-27,0.6426339162362448,0.7235150768764398,0.5617527555960498,1,0.5,3512,10987,FALSE,FALSE,9,9
2020-03-28,0.5947086719036208,0.6733433612066818,0.5160739826005597,1,0.5,3023,10692,FALSE,FALSE,9,9
2020-03-29,0.5418100063647705,0.6192203830706566,0.46439962965888437,1,0.5,2723,6208,TRUE,FALSE,9,9
2020-03-30,0.49189911332021957,0.569655473191464,0.4141427534489751,1,0.5,2354,5778,TRUE,FALSE,9,9
2020-03-31,0.4519517374318655,0.530019476119429,0.373883998744302,1,0.5,2065,16470,TRUE,FALSE,9,9
2020-04-01,0.4229763402285852,0.5007850294447977,0.3451676510123727,1,0.5,1796,17236,TRUE,FALSE,9,9
2020-04-02,0.40594433284627074,0.4830922139670606,0.3287964517254809,1,0.5095238095238095,1607,7178,FALSE,FALSE,9,9
2020-04-03,0.4001903021173338,0.4758741918307893,0.32450641240387834,1,0.5190476190476191,1455,8739,FALSE,FALSE,9,9
2020-04-04,0.40358358838951686,0.478032542217835,0.32913463456119874,1,0.5285714285714286,1343,12345,FALSE,FALSE,9,9
2020-04-05,0.4148719013426251,0.4908105101579498,0.33893329252730037,1,0.5380952380952381,1172,2632,FALSE,FALSE,9,9
2020-04-06,0.43552544321653625,0.5163605853112424,0.35469030112183014,1,0.5476190476190476,1003,1950,FALSE,FALSE,9,9
2020-04-07,0.46708843739694383,0.5558330851096293,0.37834378968425847,1,0.5571428571428572,949,9433,FALSE,FALSE,9,9
2020-04-08,0.5068840735067398,0.6044220608474018,0.40934608616607787,1,0.5666666666666667,852,3797,TRUE,FALSE,9,9
2020-04-09,0.5513368535838564,0.6548404229131823,0.44783328425453056,1,0.5761904761904761,785,3457,TRUE,FALSE,9,9
2020-04-10,0.5984047949816396,0.7036286012555358,0.4931809887077433,1,0.5857142857142856,696,2567,TRUE,FALSE,9,9
2020-04-11,0.6412915153742066,0.7446521216591753,0.5379309090892379,1,0.5952380952380952,676,2458,TRUE,FALSE,9,9
2020-04-12,0.6687576357338713,0.7680838612651455,0.569431410202597,1,0.6047619047619047,627,1472,TRUE,FALSE,9,9
2020-04-13,0.6754725814721041,0.7720937536548568,0.5788514092893514,1,0.6142857142857142,502,879,TRUE,FALSE,9,9
2020-04-14,0.6696782348351316,0.7675256968821581,0.571830772788105,1,0.6238095238095238,534,2454,TRUE,FALSE,9,9
2020-04-15,0.665006184342219,0.7655770628634037,0.5644353058210344,1,0.6333333333333333,483,2912,TRUE,FALSE,9,9
2020-04-16,0.6660471688986409,0.7688061800884112,0.5632881577088706,1,0.6428571428571428,478,1912,TRUE,FALSE,9,9
2020-04-17,0.6705990592954367,0.7750540840609903,0.5661440345298832,1,0.6523809523809523,421,1650,TRUE,FALSE,9,9
2020-04-18,0.6761287248218361,0.7818339425448396,0.5704235070988325,1,0.6619047619047619,368,1698,TRUE,FALSE,9,9
2020-04-19,0.6836205388574995,0.7906362969916069,0.5766047807233922,1,0.6714285714285714,367,802,TRUE,FALSE,9,9
2020-04-20,0.6903563011193362,0.799045872442992,0.5816667297956805,1,0.6809523809523809,335,477,TRUE,FALSE,9,9
2020-04-21,0.6920659019285249,0.8019761045314345,0.5821556993256153,1,0.6904761904761905,320,941,TRUE,FALSE,9,9
2020-04-22,0.6877682637252355,0.7986362419467317,0.5769002855037393,1,0.7,291,843,TRUE,FALSE,9,9
2020-04-23,0.6801954221515535,0.7910903551878821,0.5693004891152249,1,0.7,289,707,TRUE,FALSE,9,9
2020-04-24,0.6721149894577305,0.7805262500019975,0.5637037289134635,1,0.7,247,740,TRUE,FALSE,9,9
2020-04-25,0.6635132052292712,0.7678090171958373,0.559217393262705,1,0.7,240,1136,TRUE,FALSE,9,9
2020-04-26,0.6548746053340346,0.7557355579265591,0.5540136527415102,1,0.7,256,536,TRUE,FALSE,9,9
2020-04-27,0.6497194438912581,0.749532277873047,0.5499066099094693,1,0.7,203,177,TRUE,FALSE,9,9
2020-04-28,0.6528181699082074,0.7557725460386583,0.5498637937777565,1,0.7,234,856,TRUE,FALSE,9,9
2020-04-29,0.6657742873902737,0.7750461784021394,0.5565023963784079,1,0.7,166,498,TRUE,FALSE,9,9
2020-04-30,0.6861047679739191,0.801064609719746,0.5711449262280921,1,0.7,154,352,TRUE,FALSE,9,9
2020-05-01,0.7103594339713861,0.8283957690244081,0.5923230989183641,1,0.7,179,399,TRUE,FALSE,9,9
2020-05-02,0.7361569625989224,0.8541578128938452,0.6181561123039996,1,0.7363636363636363,138,464,TRUE,FALSE,9,9
2020-05-03,0.7608719323959978,0.8770295250775685,0.6447143397144272,1,0.7727272727272727,159,232,TRUE,FALSE,9,9
2020-05-04,0.7824621859311365,0.897550323981732,0.667374047880541,1,0.8090909090909091,142,121,TRUE,FALSE,9,9
2020-05-05,0.8033673427024496,0.9185998305246827,0.6881348548802164,1,0.8454545454545455,160,423,TRUE,FALSE,9,9
2020-05-06,0.8298120636755968,0.9451806788919099,0.7144434484592836,1,0.8818181818181818,129,350,TRUE,FALSE,9,9
2020-05-07,0.8637347038342261,0.9791898604985854,0.7482795471698669,1,0.9181818181818182,136,238,TRUE,FALSE,9,9
2020-05-08,0.8983863430348716,1.0138327996383956,0.7829398864313477,1,0.9545454545454546,152,286,TRUE,FALSE,9,9
2020-05-09,0.9249094033511583,1.0409019795695236,0.8089168271327931,1,0.990909090909091,161,157,TRUE,FALSE,9,9
2020-05-10,0.9417720890534759,1.060307367907666,0.8232368101992856,1,1.0272727272727273,145,172,TRUE,FALSE,9,9
2020-05-11,0.952300744125734,1.0752455222474846,0.8293559660039833,1,1.0636363636363637,149,108,TRUE,FALSE,9,9
2020-05-12,0.9607488313186372,1.0885408195559017,0.8329568430813727,1,1.1,144,166,FALSE,FALSE,9,9
2020-05-13,0.9693221047058396,1.1007004941360252,0.8379437152756539,1,1.1,161,140,TRUE,FALSE,9,9
2020-05-14,0.9806509388492243,1.1134006118319235,0.847901265866525,1,1.1,162,312,TRUE,FALSE,9,9
2020-05-15,0.995935785368017,1.1282917018806247,0.8635798688554093,1,1.1,165,193,TRUE,FALSE,9,9
2020-05-16,1.0139573520580478,1.1446345449946023,0.8832801591214934,1,1.1,152,243,TRUE,TRUE,9,9
2020-05-17,1.0324966441248487,1.1617736872394953,0.903219601010202,1,1.1,182,85,TRUE,TRUE,9,9
2020-05-18,1.051469043978827,1.1826304124465006,0.9203076755111534,1,1.1,173,58,TRUE,TRUE,9,9
2020-05-19,1.0727006286800056,1.2080145694559006,0.9373866879041105,1,1.1,174,220,TRUE,TRUE,9,9
2020-05-20,1.0965008398727203,1.2344401031938401,0.9585615765516005,1,1.1,157,154,TRUE,TRUE,9,9
2020-05-21,1.1188034128735032,1.2571263100233006,0.9804805157237058,1,1.1,175,169,TRUE,TRUE,9,9
2020-05-22,1.134249838313366,1.2706493016355414,0.9978503749911904,1,1.1,175,112,TRUE,TRUE,9,9
2020-05-23,1.1411019198466394,1.2732166082499068,1.008987231443372,1,1.1,191,256,TRUE,TRUE,9,9
2020-05-24,1.1433703842935696,1.2721926071666698,1.0145481614204694,1,1.1,188,99,TRUE,TRUE,9,9
2020-05-25,1.1464285581318694,1.2751958535447405,1.0176612627189983,1,1.1,188,80,TRUE,TRUE,9,9
2020-05-26,1.1524416663827404,1.2828503813820527,1.022032951383428,1,1.1,211,210,TRUE,TRUE,9,9
2020-05-27,1.158621631526851,1.290988656377009,1.0262546066766929,1,1.1,186,123,TRUE,TRUE,9,9
2020-05-28,1.1602605437022115,1.292765055534157,1.027756031870266,1,1.1,187,235,TRUE,TRUE,9,9
2020-05-29,1.154213502348163,1.283652679783927,1.024774324912399,1,1.1,220,206,TRUE,TRUE,9,9
2020-05-30,1.1399085783585026,1.2656726329778167,1.0141445237391884,1,1.1,185,152,TRUE,TRUE,9,9
2020-05-31,1.119849702693685,1.2430859828757042,0.9966134225116656,1,1.1,224,127,TRUE,TRUE,9,9
2020-06-01,1.0986802575385262,1.2197088483995258,0.9776516666775266,1,1.1,225,95,TRUE,TRUE,9,9
2020-06-02,1.0827285647183813,1.2034464194542116,0.9620107099825511,1,1.1,251,235,TRUE,TRUE,9,9
2020-06-03,1.0746269757512135,1.1988099225468793,0.9504440289555476,1,1.1,227,277,TRUE,TRUE,9,9
2020-06-04,1.0709250241075536,1.2024510696887203,0.939398978526387,1,1.1,231,256,TRUE,TRUE,9,9
2020-06-05,1.067197351390075,1.2075796601804392,0.9268150425997109,1,1.1,249,157,TRUE,TRUE,9,9
2020-06-06,1.0640852486943073,1.2091724302212408,0.918998067167374,1,1.1,218,223,TRUE,TRUE,9,9
2020-06-07,1.0655719570726914,1.208745335933988,0.9223985782113949,1,1.1,268,139,TRUE,TRUE,9,9
2020-06-08,1.0739532139436894,1.2127778919121197,0.935128535975259,1,1.1,252,107,TRUE,TRUE,9,9
2020-06-09,1.087856007831851,1.2232336764655163,0.9524783391981858,1,1.1,273,411,TRUE,TRUE,9,9
2020-06-10,1.1059342382503277,1.2380566239005877,0.9738118526000676,1,1.1,293,204,TRUE,TRUE,9,9
2020-06-11,1.1226927296076292,1.2511036920222716,0.9942817671929869,1,1.1,270,275,TRUE,TRUE,9,9
2020-06-12,1.1308126002098673,1.2533671115635021,1.0082580888562325,1,1.1,280,275,TRUE,TRUE,9,9
2020-06-13,1.1272927969910156,1.241439916643352,1.013145677338679,1,1.1,277,231,TRUE,TRUE,9,9
2020-06-14,1.1208353564405016,1.2290003305177413,1.012670382363262,1,1.1,292,183,TRUE,TRUE,9,9
2020-06-15,1.1228094861091658,1.231112093829792,1.0145068783885396,1,1.1,304,153,TRUE,TRUE,9,9
2020-06-16,1.1349690550062839,1.2476547149018862,1.0222833951106816,1,1.1,347,281,TRUE,TRUE,9,9
2020-06-17,1.1497728689399738,1.2676625176197076,1.03188322026024,1,1.1,323,233,TRUE,TRUE,9,9
2020-06-18,1.15989804565422,1.2799315344125155,1.0398645568959246,1,1.1,303,377,TRUE,TRUE,9,9
2020-06-19,1.1633180465497268,1.2815900416540638,1.0450460514453899,1,1.1,344,255,TRUE,TRUE,9,9
2020-06-20,1.1575844523992098,1.2735508938880002,1.0416180109104194,1,1.1,330,236,TRUE,TRUE,9,9
2020-06-21,1.141296296068047,1.2557486816562025,1.0268439104798917,1,1.1,342,223,TRUE,TRUE,9,9
2020-06-22,1.120102295072003,1.232647930083897,1.007556660060109,1,1.1,373,184,TRUE,TRUE,9,9
2020-06-23,1.1039640704794726,1.2153586996824717,0.9925694412764736,1,1.1,353,488,TRUE,TRUE,9,9
2020-06-24,1.095614336211606,1.20760980343321,0.9836188689900021,1,1.1,376,367,TRUE,TRUE,9,9
2020-06-25,1.0873945504802471,1.2023088676809837,0.9724802332795106,1,1.1,361,395,TRUE,TRUE,9,9
2020-06-26,1.073081519436393,1.1939303035694024,0.9522327353033835,1,1.1,358,311,TRUE,TRUE,9,9
2020-06-27,1.0557731023498504,1.1824403192116648,0.9291058854880361,1,1.1,387,267,TRUE,TRUE,9,9
2020-06-28,1.0407011911597508,1.1696297128341502,0.9117726694853515,1,1.1,400,176,TRUE,TRUE,9,9
2020-06-29,1.0346693371179767,1.1637498279254577,0.9055888463104957,1,1.1,420,171,TRUE,TRUE,9,9
2020-06-30,1.0438883853131349,1.1738441543716163,0.9139326162546536,1,1.1,398,507,TRUE,TRUE,9,9
2020-07-01,1.0726357520945782,1.2053933961665533,0.9398781080226031,1,1.1,422,372,TRUE,TRUE,9,9
2020-07-02,1.1114919313723721,1.2487990775090594,0.9741847852356849,1,1.1,408,568,TRUE,TRUE,9,9
2020-07-03,1.1441567523384586,1.2839169592996922,1.004396545377225,1,1.1,443,536,TRUE,TRUE,9,9
2020-07-04,1.1639173156156093,1.3020067543808016,1.025827876850417,1,1.1,431,460,TRUE,TRUE,9,9
2020-07-05,1.174366846069431,1.3097818998333712,1.0389517923054907,1,1.1,447,174,TRUE,TRUE,9,9
2020-07-06,1.1796264387937379,1.3135188494632613,1.0457340281242145,1,1.1,462,220,TRUE,TRUE,9,9
2020-07-07,1.1793555562500078,1.312522614958597,1.0461884975414186,1,1.1,479,464,TRUE,TRUE,9,9
2020-07-08,1.1753555212295603,1.310025997788008,1.0406850446711127,1,1.1,460,440,TRUE,TRUE,9,9
2020-07-09,1.1698300353587172,1.3072158754742866,1.0324441952431478,1,1.1,506,504,TRUE,TRUE,9,9
2020-07-10,1.1585119122610674,1.2975175168350968,1.019506307687038,1,1.1,547,438,TRUE,TRUE,9,9
2020-07-11,1.1387026799244642,1.2787590623332985,0.9986462975156297,1,1.1095238095238096,541,319,TRUE,TRUE,9,9
2020-07-12,1.1167086265736479,1.2569788985644739,0.9764383545828219,1,1.119047619047619,583,251,TRUE,TRUE,9,9
2020-07-13,1.1032313551335,1.2426311379377029,0.9638315723292972,1,1.1285714285714286,568,251,TRUE,TRUE,9,9
2020-07-14,1.1030895062898958,1.2435972711001197,0.9625817414796717,1,1.1380952380952383,579,690,TRUE,TRUE,9,9
2020-07-15,1.1131084812366008,1.257517286377806,0.9686996760953958,1,1.1476190476190478,586,526,TRUE,TRUE,9,9
2020-07-16,1.1305239454095681,1.2793905017461935,0.9816573890729428,1,1.1571428571428573,641,849,TRUE,TRUE,9,9
2020-07-17,1.1505371099431594,1.3018190932050624,0.9992551266812564,1,1.1666666666666667,628,858,TRUE,TRUE,9,9
2020-07-18,1.1671888179592327,1.3155674980698895,1.0188101378485759,1,1.1761904761904762,645,466,TRUE,TRUE,9,9
2020-07-19,1.1769309116722235,1.31878235319001,1.035079470154437,1,1.1857142857142857,705,278,TRUE,TRUE,9,9
2020-07-20,1.1839313511211385,1.3219132392333914,1.0459494630088855,1,1.1952380952380952,720,263,TRUE,TRUE,9,9
2020-07-21,1.194044200560969,1.3319746705375621,1.056113730584376,1,1.204761904761905,760,742,TRUE,TRUE,9,9
2020-07-22,1.2065824836018995,1.3453814083849562,1.0677835588188427,1,1.2142857142857144,771,653,TRUE,TRUE,9,9
2020-07-23,1.2179139678315267,1.3565249586345003,1.0793029770285532,1,1.223809523809524,820,567,TRUE,TRUE,9,9
2020-07-24,1.2248676521752364,1.3617995365462465,1.0879357678042263,1,1.2333333333333334,891,769,TRUE,TRUE,9,9
2020-07-25,1.2277171601035024,1.3620083534483458,1.093425966758659,1,1.2428571428571429,891,650,TRUE,TRUE,9,9
2020-07-26,1.22984819915092,1.3615487122704877,1.0981476860313524,1,1.2523809523809524,935,373,TRUE,TRUE,9,9
2020-07-27,1.2356948364298854,1.3676580474493092,1.1037316254104617,1,1.2619047619047619,1022,397,TRUE,TRUE,9,9
2020-07-28,1.2460917617927807,1.3826295056717428,1.1095540179138186,1,1.2714285714285714,1080,1274,TRUE,TRUE,9,9
2020-07-29,1.2559009407406738,1.3990241428311254,1.1127777386502222,1,1.280952380952381,1114,795,TRUE,TRUE,9,9
2020-07-30,1.2611911395606663,1.4102422350425383,1.1121400440787943,1,1.2904761904761906,1251,985,TRUE,TRUE,9,9
2020-07-31,1.2628237886772602,1.4158612532335648,1.1097863241209556,1,1.3,1294,717,TRUE,TRUE,9,9
2020-08-01,1.2634978422597636,1.4146972534735076,1.1122984310460196,1,1.3,1337,982,TRUE,TRUE,9,9
2020-08-02,1.2631156784533246,1.4063347008865463,1.119896656020103,1,1.3,1484,851,TRUE,TRUE,9,9
2020-08-03,1.2635487007041366,1.3987961736483634,1.1283012277599098,1,1.3,1495,374,TRUE,TRUE,9,9
2020-08-04,1.2682280871216185,1.3996047474466198,1.1368514267966172,1,1.3,1571,1174,TRUE,TRUE,9,9
2020-08-05,1.2774985189535546,1.4093490100130874,1.1456480278940218,1,1.3,1740,1095,TRUE,TRUE,9,9
2020-08-06,1.2845429027887243,1.4204982882155566,1.148587517361892,1,1.3,1805,985,TRUE,TRUE,9,9
2020-08-07,1.283115592262144,1.421830089685969,1.144401094838319,1,1.3,1886,1353,TRUE,TRUE,9,9
2020-08-08,1.2753005553902228,1.4138945440249104,1.1367065667555352,1,1.3,2013,1493,TRUE,TRUE,9,9
2020-08-09,1.2689514378745577,1.4088173961654236,1.1290854795836918,1,1.3,2104,1015,TRUE,TRUE,9,9
2020-08-10,1.2689763307164164,1.413273943793971,1.1246787176388617,1,1.280952380952381,2287,589,TRUE,TRUE,9,9
2020-08-11,1.2747555612368453,1.4254898873332886,1.124021235140402,1,1.2619047619047619,2392,2266,TRUE,TRUE,9,9
2020-08-12,1.2816945291458886,1.4377032873021183,1.1256857709896588,1,1.2428571428571429,2407,1971,TRUE,TRUE,9,9
2020-08-13,1.284874520248049,1.439974668900423,1.129774371595675,1,1.223809523809524,2458,1193,TRUE,TRUE,9,9
2020-08-14,1.2803996974933523,1.428887727561369,1.1319116674253356,1,1.2047619047619047,2602,1429,TRUE,TRUE,9,9
2020-08-15,1.264933859986481,1.4060178652637716,1.1238498547091904,1,1.1857142857142857,2715,2054,TRUE,TRUE,9,9
2020-08-16,1.238604428783273,1.37208150983571,1.1051273477308359,1,1.1666666666666667,2796,1111,TRUE,TRUE,9,9
2020-08-17,1.2062986997105465,1.331265406181377,1.081331993239716,1,1.1476190476190475,2917,993,TRUE,TRUE,9,9
2020-08-18,1.1753835312822316,1.294902615650802,1.0558644469136613,1,1.1285714285714286,2924,3117,TRUE,TRUE,9,9
2020-08-19,1.1486129377211507,1.267630480773317,1.0295953946689844,1,1.1095238095238096,2964,2374,TRUE,TRUE,9,9
2020-08-20,1.122604028584827,1.243456900005945,1.0017511571637092,1,1.0904761904761906,2930,2455,TRUE,TRUE,9,9
2020-08-21,1.0934666107619484,1.2168793750778597,0.9700538464460372,1,1.0714285714285714,2964,2595,TRUE,TRUE,9,9
2020-08-22,1.0617699614214913,1.1863397752944143,0.9372001475485683,1,1.0523809523809524,3006,2692,TRUE,TRUE,9,9
2020-08-23,1.0300154268852841,1.1525554231980688,0.9074754305724995,1,1.0333333333333332,2961,1479,TRUE,TRUE,9,9
2020-08-24,1.0017455454990523,1.1212991833207542,0.8821919076773502,1,1.0142857142857142,2951,1412,TRUE,TRUE,9,9
2020-08-25,0.9797439583154917,1.0982312372155296,0.8612566794154538,1,0.9952380952380953,2901,4753,TRUE,FALSE,9,9
2020-08-26,0.9657008458928237,1.0846354379533616,0.8467662538322859,1,0.9761904761904763,2984,2565,TRUE,FALSE,9,9
2020-08-27,0.957621742047183,1.0770681175917862,0.8381753665025796,1,0.9571428571428572,2894,2576,TRUE,FALSE,9,9
2020-08-28,0.9513341621303978,1.0692705710627846,0.8333977531980111,1,0.9380952380952381,2766,4358,TRUE,FALSE,9,9
2020-08-29,0.9442007581538872,1.0575467200043784,0.8308547963033958,1,0.9190476190476191,2670,3601,TRUE,FALSE,9,9
2020-08-30,0.9357314512082213,1.044080071361659,0.8273828310547838,1,0.9,2614,2400,TRUE,FALSE,9,9
2020-08-31,0.9267333130601642,1.0325219159078014,0.8209447102125268,1,0.9,2641,1677,TRUE,FALSE,9,9
2020-09-01,0.9183764273055968,1.0236894136621149,0.8130634409490787,1,0.9,2478,3187,TRUE,FALSE,9,9
2020-09-02,0.9117584182315518,1.0188930346730536,0.80462380179005,1,0.9,2493,3536,TRUE,FALSE,9,9
2020-09-03,0.9063289472801039,1.0172105986315867,0.7954472959286213,1,0.9,2333,3625,TRUE,FALSE,9,9
2020-09-04,0.8993809928903252,1.0131849110454805,0.78557707473517,1,0.9,2375,3015,TRUE,FALSE,9,9
2020-09-05,0.8917478834012894,1.0075631567227628,0.7759326100798161,1,0.9,2403,3377,TRUE,FALSE,9,9
2020-09-06,0.8891222566708947,1.007513612692638,0.7707309006491515,1,0.9,2294,1597,TRUE,FALSE,9,9
2020-09-07,0.896634342086804,1.0166452810298572,0.7766234031437508,1,0.9,2177,1286,TRUE,FALSE,9,9
2020-09-08,0.9128723818670866,1.0324146767021953,0.7933300870319779,1,0.9,2183,4792,TRUE,FALSE,9,9
2020-09-09,0.9323751626705388,1.0507614756509651,0.8139888496901124,1,0.9,2155,2901,TRUE,FALSE,9,9
2020-09-10,0.9530547916521499,1.0697437150689055,0.8363658682353942,1,0.9,2034,2660,TRUE,FALSE,9,9
2020-09-11,0.9713137581822668,1.0857688467406148,0.8568586696239189,1,0.9,2040,3629,TRUE,FALSE,9,9
2020-09-12,0.9810980924288167,1.0941104344055934,0.86808575045204,1,0.9,2066,2811,TRUE,FALSE,9,9
2020-09-13,0.9798564254905799,1.0931198873959893,0.8665929635851707,1,0.9,1953,1489,TRUE,FALSE,9,9
2020-09-14,0.9730630861707794,1.0883008374500576,0.8578253348915011,1,0.9,1996,1229,TRUE,FALSE,9,9
2020-09-15,0.9657745816464474,1.0836038296344448,0.8479453336584499,1,0.9,1936,4268,TRUE,FALSE,9,9
2020-09-16,0.9534692516189319,1.0719338549999344,0.8350046482379294,1,0.9,1833,2539,TRUE,FALSE,9,9
2020-09-17,0.9301908440130552,1.0466552177265904,0.8137264702995199,1,0.9,1820,2022,TRUE,FALSE,9,9
2020-09-18,0.8972806760146209,1.0101096808899888,0.7844516711392531,1,0.9,1743,2165,TRUE,FALSE,9,9
2020-09-19,0.8592514979726745,0.9674019525894049,0.7511010433559442,1,0.9,1782,1797,TRUE,FALSE,9,9
2020-09-20,0.8198824153728207,0.9239974504211835,0.7157673803244579,1,0.9,1684,1146,TRUE,FALSE,9,9
2020-09-21,0.7823077719663746,0.8851822693912005,0.6794332745415487,1,0.9,1693,1263,FALSE,FALSE,9,9
2020-09-22,0.7529731676283579,0.8567538940479579,0.6491924412087579,1,0.9,1628,5947,FALSE,FALSE,9,9
2020-09-23,0.7373327649935257,0.8429468158245389,0.6317187141625126,1,0.9,1582,2680,FALSE,FALSE,9,9
