date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,block_size,exp_name
2020-02-08,2.7571727535084243,3.063272314292689,2.466976597324531,1,2.5,94,7,TRUE,TRUE,11,11
2020-02-09,2.6656108763969253,2.9393436312482475,2.391878121545603,1,2.5,135,9,TRUE,TRUE,11,11
2020-02-10,2.703530078520982,3.004121341412987,2.402938815628977,1,2.5,165,10,TRUE,TRUE,11,11
2020-02-11,2.8058626317088753,3.1663277827370524,2.445397480680698,1,2.5,194,69,TRUE,TRUE,11,11
2020-02-12,2.879765168262552,3.280417126249791,2.4791132102753126,1,2.5,248,35,TRUE,TRUE,11,11
2020-02-13,2.8771700018362174,3.2641148379729756,2.490225165699459,1,2.5,295,68,TRUE,TRUE,11,11
2020-02-14,2.8122174031285723,3.1539978017278907,2.470437004529254,1,2.5,358,33,TRUE,TRUE,11,11
2020-02-15,2.717912802810636,3.002473474303055,2.433352131318217,1,2.5,485,60,TRUE,TRUE,11,11
2020-02-16,2.6139108576103633,2.8430901453854855,2.384731569835241,1,2.5,557,55,TRUE,TRUE,11,11
2020-02-17,2.507822025953129,2.7254101654309086,2.2902338864753493,1,2.5,647,73,TRUE,TRUE,11,11
2020-02-18,2.4102952594775715,2.6554520858407797,2.1651384331143633,1,2.5,866,168,TRUE,TRUE,11,11
2020-02-19,2.3250923839843574,2.5871824812540156,2.063002286714699,1,2.5,1103,168,TRUE,TRUE,11,11
2020-02-20,2.245472746832772,2.513257577557076,1.9776879161084682,1,2.5,1288,225,TRUE,TRUE,11,11
2020-02-21,2.1701501325339603,2.433432854478867,1.9068674105890535,1,2.5,1594,270,FALSE,TRUE,11,11
2020-02-22,2.1077891916908578,2.348558004530953,1.8670203788507622,1,2.435483870967742,1984,416,FALSE,TRUE,11,11
2020-02-23,2.066412199867639,2.283760302088168,1.8490640976471102,1,2.370967741935484,2414,340,FALSE,TRUE,11,11
2020-02-24,2.057616061774049,2.266696712179617,1.8485354113684807,1,2.306451612903226,2765,195,FALSE,TRUE,11,11
2020-02-25,2.082501938110015,2.2908891630371127,1.8741147131829174,1,2.241935483870968,3343,681,TRUE,TRUE,11,11
