date,median_R_mean,median_R_highHPD,median_R_lowHPD,est_infections,sd_infections,replicate,Re,infections,observations,in_CI,above_1,below_1,R1,init,exp_name
2020-02-07,1.6356705952914468,2.0511045268839196,1.2666844519409257,21.15527125614198,1.8235588717400921,1,1,20,7,FALSE,TRUE,FALSE,1,100,1_100
2020-02-08,1.490254902213883,1.8594157110560243,1.1614527651769815,22.279729331237192,1.9336636147560669,1,1,23,10,FALSE,TRUE,FALSE,1,100,1_100
2020-02-09,1.3792723489071788,1.7146789452690852,1.079929094198266,23.297031915535104,1.9876595363607341,1,1,17,12,FALSE,TRUE,FALSE,1,100,1_100
2020-02-10,1.2917616877725993,1.6017391543143058,1.0147165699969245,24.17713465701669,2.0101930664251983,1,1,29,4,FALSE,TRUE,FALSE,1,100,1_100
2020-02-11,1.2260824750124018,1.5170751955653619,0.965699431619031,24.920804276297165,2.0436960333113245,1,1,25,24,TRUE,FALSE,FALSE,1,100,1_100
2020-02-12,1.1802086841608506,1.457348690732457,0.9319424182491083,25.541592300452017,2.0548539387440945,1,1,25,21,TRUE,FALSE,FALSE,1,100,1_100
2020-02-13,1.1466259204215983,1.4134090444039569,0.9074069259351691,26.03241165000844,2.0277301701114876,1,1,22,16,TRUE,FALSE,FALSE,1,100,1_100
2020-02-14,1.1151972123150544,1.3733734216085418,0.8835755078404347,26.38648172879139,1.981922082596297,1,1,21,25,TRUE,FALSE,FALSE,1,100,1_100
2020-02-15,1.082262448116727,1.3327493426961106,0.8575331650988248,26.684409325553037,1.981175565588069,1,1,28,17,TRUE,FALSE,FALSE,1,100,1_100
2020-02-16,1.050395439757308,1.2941891653641564,0.8317346882333264,26.977510137726892,2.0266477048826532,1,1,25,6,TRUE,FALSE,FALSE,1,100,1_100
2020-02-17,1.0232543043418127,1.2617040841339853,0.8094759691573382,27.215781802371346,2.082264520775002,1,1,20,11,TRUE,FALSE,FALSE,1,100,1_100
2020-02-18,1.0024319862905715,1.2370352540545837,0.7921966017069199,27.402381816069852,2.129610457110427,1,1,18,34,TRUE,FALSE,FALSE,1,100,1_100
2020-02-19,0.9880126834636864,1.2201926147828583,0.7800385335463063,27.56262999970369,2.1514869412741215,1,1,37,28,TRUE,FALSE,FALSE,1,100,1_100
2020-02-20,0.9814262094152769,1.2126315139704273,0.7743791690648434,27.681046237337263,2.155392957261244,1,1,29,39,TRUE,FALSE,FALSE,1,100,1_100
2020-02-21,0.9837467010584481,1.2153906072303977,0.7762966964430643,27.742085167689602,2.1736229872689794,1,1,21,23,TRUE,FALSE,FALSE,1,100,1_100
2020-02-22,0.9940803699300017,1.2272930044963049,0.7851442147215885,27.78617125854898,2.2082992044022443,1,1,21,38,TRUE,FALSE,FALSE,1,100,1_100
2020-02-23,1.0100720260204483,1.245502643655883,0.7990054031894541,27.852623064637132,2.2191806590926815,1,1,28,19,TRUE,FALSE,FALSE,1,100,1_100
2020-02-24,1.0280674229744133,1.2657366824256508,0.8148122489182947,27.925029954429032,2.2159385626715955,1,1,32,10,TRUE,FALSE,FALSE,1,100,1_100
2020-02-25,1.0423977611302573,1.281527585905609,0.8276611517262841,28.009486179282685,2.2439594982325395,1,1,20,28,TRUE,FALSE,FALSE,1,100,1_100
2020-02-26,1.0483072092070236,1.2875254473010118,0.8333747626002683,28.10485684156747,2.287741846268318,1,1,24,21,TRUE,FALSE,FALSE,1,100,1_100
2020-02-27,1.044737629637216,1.2826172218087657,0.8309598438064875,28.185351035939313,2.316218792449316,1,1,18,30,TRUE,FALSE,FALSE,1,100,1_100
2020-02-28,1.0358354071406786,1.2715790672460139,0.8239671477381012,28.225607746087473,2.3221200447593033,1,1,30,30,TRUE,FALSE,FALSE,1,100,1_100
2020-02-29,1.0282421165396505,1.261998572220198,0.8181360632079264,28.264173450250176,2.3291060276626263,1,1,21,35,TRUE,FALSE,FALSE,1,100,1_100
2020-03-01,1.0248233238419233,1.2572168644930761,0.8158887362380298,28.34226300377577,2.3421373097303992,1,1,24,14,TRUE,FALSE,FALSE,1,100,1_100
2020-03-02,1.0230071969527728,1.2544172282281627,0.8149046701886362,28.439570217203606,2.3704294731503026,1,1,29,16,TRUE,FALSE,FALSE,1,100,1_100
2020-03-03,1.0201047712167108,1.2505538772801073,0.8128386367196989,28.559444860972373,2.4093952304323834,1,1,22,21,TRUE,FALSE,FALSE,1,100,1_100
2020-03-04,1.0169434268153905,1.2464760308006888,0.8104831620108685,28.719443457089223,2.4244080533468284,1,1,28,30,TRUE,FALSE,FALSE,1,100,1_100
2020-03-05,1.0147141215599225,1.2434900285297503,0.8089114159638019,28.922247232868223,2.4255340525112956,1,1,27,42,TRUE,FALSE,FALSE,1,100,1_100
2020-03-06,1.0107142184853262,1.238613218125826,0.8057026302653246,29.16627080730269,2.437676285223973,1,1,25,19,TRUE,FALSE,FALSE,1,100,1_100
2020-03-07,1.0022073136877285,1.228814031638258,0.7984153475644113,29.423011105167355,2.438731336918248,1,1,20,19,TRUE,FALSE,FALSE,1,100,1_100
2020-03-08,0.9926789174820472,1.2179724648682149,0.7901449336777993,29.655227185510288,2.4141792146884256,1,1,18,25,TRUE,FALSE,FALSE,1,100,1_100
2020-03-09,0.9896030739297343,1.214439490423102,0.7875021145197156,29.885651755128613,2.371006592598497,1,1,33,16,TRUE,FALSE,FALSE,1,100,1_100
2020-03-10,0.9969026433572958,1.2226083400342227,0.7939482438516141,30.157394941982748,2.3153335574066403,1,1,25,72,TRUE,FALSE,FALSE,1,100,1_100
2020-03-11,1.013066236865662,1.2407172126283696,0.808207124314882,30.464066388774896,2.2475608280367623,1,1,28,20,TRUE,FALSE,FALSE,1,100,1_100
2020-03-12,1.0327254415372542,1.262603461687377,0.8256650873625724,30.799670746881578,2.189221421409907,1,1,22,25,TRUE,FALSE,FALSE,1,100,1_100
2020-03-13,1.0522004160042149,1.2839544939219754,0.8432308439898418,31.101211339145298,2.153113432365741,1,1,32,17,TRUE,FALSE,FALSE,1,100,1_100
2020-03-14,1.0702263623642754,1.3032209451590973,0.8598970460825519,31.30924096875248,2.113912151936794,1,1,33,22,TRUE,FALSE,FALSE,1,100,1_100
2020-03-15,1.086334309612613,1.3198511620731823,0.8752725989309378,31.42426353429165,2.1231928395957205,1,1,24,27,TRUE,FALSE,FALSE,1,100,1_100
2020-03-16,1.096379423815338,1.3293190427782318,0.8856024690104369,31.503977837181097,2.227171727870439,1,1,29,27,TRUE,FALSE,FALSE,1,100,1_100
2020-03-17,1.0949678332948967,1.325775872575629,0.8859620210952885,31.583910990172402,2.3459376810658186,1,1,31,29,TRUE,FALSE,FALSE,1,100,1_100
2020-03-18,1.081279109357536,1.3084763727019046,0.8754807158940893,31.632972516300264,2.421529647500472,1,1,30,22,TRUE,FALSE,FALSE,1,100,1_100
2020-03-19,1.0613525511842068,1.2843012977944157,0.8593972355936044,31.62191076471329,2.428217731731024,1,1,37,26,TRUE,FALSE,FALSE,1,100,1_100
2020-03-20,1.0428345149325042,1.2619220327797418,0.8443793085395295,31.567343694343776,2.391833368293601,1,1,29,40,TRUE,FALSE,FALSE,1,100,1_100
2020-03-21,1.027485646651302,1.243449036969743,0.8318689906701084,31.46508079609181,2.335605811693047,1,1,30,41,TRUE,FALSE,FALSE,1,100,1_100
2020-03-22,1.0113465116636253,1.2245544675192648,0.8182805483769079,31.256886657158162,2.2748591705041323,1,1,33,20,TRUE,FALSE,FALSE,1,100,1_100
2020-03-23,0.9929121391057473,1.2035239114811696,0.8023088300341619,31.009023703358267,2.247352476734351,1,1,25,12,TRUE,FALSE,FALSE,1,100,1_100
2020-03-24,0.9767729171953884,1.1853785081881592,0.7881086459517885,30.816872116949426,2.2551679547070194,1,1,35,35,TRUE,FALSE,FALSE,1,100,1_100
2020-03-25,0.9677021199430279,1.1753992335976353,0.7799494460473162,30.667083798820606,2.2808907862377374,1,1,30,21,TRUE,FALSE,FALSE,1,100,1_100
2020-03-26,0.9644225837563349,1.172172458385668,0.7766885772898601,30.54747719105938,2.3226735026860488,1,1,15,30,TRUE,FALSE,FALSE,1,100,1_100
2020-03-27,0.9606393683852926,1.168661016573724,0.7727555113608613,30.49141459869907,2.380308723342344,1,1,23,47,TRUE,FALSE,FALSE,1,100,1_100
2020-03-28,0.9547073318901007,1.1629193999483194,0.7667822168555333,30.485953279680643,2.4495355120882314,1,1,31,31,TRUE,FALSE,FALSE,1,100,1_100
2020-03-29,0.9510263494700635,1.1597482492855251,0.7627580144055106,30.450180934123672,2.55504931384375,1,1,27,34,TRUE,FALSE,FALSE,1,100,1_100
2020-03-30,0.9535964992348592,1.1635891992590046,0.7642450140696209,30.430628949185454,2.64571870792777,1,1,22,15,TRUE,FALSE,FALSE,1,100,1_100
2020-03-31,0.9612708846976701,1.1731720052680783,0.7702180882054522,30.53352870081698,2.669807447907815,1,1,30,68,TRUE,FALSE,FALSE,1,100,1_100
2020-04-01,0.9718540251718092,1.1859790617604984,0.7787863799997452,30.76777863425843,2.6745132705051304,1,1,27,28,TRUE,FALSE,FALSE,1,100,1_100
2020-04-02,0.9861623196825722,1.2027814219854374,0.7907872287645337,31.028985775823333,2.6700788188124096,1,1,27,32,TRUE,FALSE,FALSE,1,100,1_100
2020-04-03,1.0049125835509276,1.2242583494844974,0.8069549215448509,31.23986443217533,2.620475311862536,1,1,26,25,TRUE,FALSE,FALSE,1,100,1_100
2020-04-04,1.0229788673492244,1.2446501727483938,0.8227799726898812,31.451921842951162,2.5806432599142344,1,1,26,23,TRUE,FALSE,FALSE,1,100,1_100
2020-04-05,1.035372736316951,1.2583627880041417,0.8338630729519528,31.73761312653244,2.616700761229731,1,1,25,28,TRUE,FALSE,FALSE,1,100,1_100
2020-04-06,1.0433756567182233,1.2667908519404498,0.8413685766091957,32.12284923348716,2.690223783587803,1,1,38,13,TRUE,FALSE,FALSE,1,100,1_100
2020-04-07,1.051458165708259,1.274946472447805,0.8492413383432685,32.59047035399792,2.778478803985753,1,1,32,24,TRUE,FALSE,FALSE,1,100,1_100
2020-04-08,1.0620960947362337,1.285667220133826,0.8596171134030769,33.124008017345105,2.896310330021897,1,1,32,30,TRUE,FALSE,FALSE,1,100,1_100
2020-04-09,1.070591210591547,1.293829192792163,0.8682330379316355,33.66122979886789,3.032912002740439,1,1,27,48,TRUE,FALSE,FALSE,1,100,1_100
2020-04-10,1.072310010655357,1.294328370860246,0.8709235788168859,34.14985046994239,3.1277016295053763,1,1,34,27,TRUE,FALSE,FALSE,1,100,1_100
2020-04-11,1.0681112427351527,1.2881367574753912,0.8684375829585768,34.58975253173737,3.2155863021539055,1,1,24,42,TRUE,FALSE,FALSE,1,100,1_100
2020-04-12,1.066175437653296,1.2843506796257298,0.868059014776899,35.035038187366126,3.3349804556896006,1,1,32,23,TRUE,FALSE,FALSE,1,100,1_100
2020-04-13,1.0736460526067009,1.2909289397836679,0.8761385755989163,35.54071923231861,3.438972304917927,1,1,31,12,TRUE,FALSE,FALSE,1,100,1_100
2020-04-14,1.090321550050346,1.3076403376767771,0.8925073484627624,36.10927920136939,3.500560716861043,1,1,33,49,TRUE,FALSE,FALSE,1,100,1_100
2020-04-15,1.1096888131116396,1.3271867762948562,0.911413588650185,36.744919842930464,3.514284269266667,1,1,29,27,TRUE,FALSE,FALSE,1,100,1_100
2020-04-16,1.12307818164635,1.339889147448863,0.9251645852803642,37.3453017359584,3.5117610136467547,1,1,39,34,TRUE,FALSE,FALSE,1,100,1_100
2020-04-17,1.1247741207913802,1.3394269686415925,0.9286337443436997,37.8234692850428,3.4915507066752958,1,1,40,19,TRUE,FALSE,FALSE,1,100,1_100
2020-04-18,1.1150418887672875,1.3261957204566523,0.9219695820702422,38.207953169782556,3.447548581295233,1,1,23,45,TRUE,FALSE,FALSE,1,100,1_100
2020-04-19,1.0992193678159445,1.3062518764029265,0.909827331233544,38.56120155774251,3.363242800370313,1,1,44,15,TRUE,FALSE,FALSE,1,100,1_100
2020-04-20,1.082571417295358,1.2855803842050686,0.8967907765172514,38.90411097545252,3.221554047496465,1,1,40,16,TRUE,FALSE,FALSE,1,100,1_100
2020-04-21,1.0677849007747127,1.2672654342899914,0.8851744580627595,39.203009564289474,3.077331021256469,1,1,32,52,TRUE,FALSE,FALSE,1,100,1_100
2020-04-22,1.055906881227584,1.252490902612657,0.8758954259616886,39.426169836347036,2.990395337610921,1,1,31,48,TRUE,FALSE,FALSE,1,100,1_100
2020-04-23,1.0457211948280891,1.2398998228300868,0.8678729384080281,39.34184485907091,2.9243094798457463,1,1,36,34,TRUE,FALSE,FALSE,1,100,1_100
2020-04-24,1.0350297852481058,1.2270377925670317,0.8591552607586839,38.97185038470984,2.8682253480951743,1,1,38,44,TRUE,FALSE,FALSE,1,100,1_100
2020-04-25,1.0236259759492183,1.213630456380971,0.8495953018165892,38.66776839898697,2.920891302337362,1,1,34,40,TRUE,FALSE,FALSE,1,100,1_100
2020-04-26,1.0127289702447901,1.2009901073151665,0.8403167304440861,38.39833584717349,3.078798339440852,1,1,41,25,TRUE,FALSE,FALSE,1,100,1_100
2020-04-27,1.0032000451789982,1.1900603138631196,0.8320995119091574,38.006132254128715,3.2919568580282466,1,1,31,10,TRUE,FALSE,FALSE,1,100,1_100
2020-04-28,0.9951296192652295,1.1809379697467681,0.8250274049898018,37.651247409067054,3.5740927523282915,1,1,30,34,TRUE,FALSE,FALSE,1,100,1_100
2020-04-29,0.9886282014718897,1.173724659859552,0.8192168610634765,37.3038614461547,3.9099182738952014,1,1,49,55,TRUE,FALSE,FALSE,1,100,1_100
2020-04-30,0.983788673932141,1.1684935749375691,0.8147759362844491,36.88309629380464,4.284715183795787,1,1,33,42,TRUE,FALSE,FALSE,1,100,1_100
2020-05-01,0.9798811693800131,1.164418548713401,0.8110660957708379,36.47066882677719,4.693542714532323,1,1,46,75,TRUE,FALSE,FALSE,1,100,1_100
2020-02-08,1.4628283331914955,1.860959020432957,1.112048022066321,18.930872566897364,1.3635927415510685,2,1,20,8,FALSE,TRUE,FALSE,1,100,1_100
2020-02-09,1.3348005029798733,1.6933050982136912,1.0184329727854216,19.519667593219832,1.4096065797364916,2,1,12,6,FALSE,TRUE,FALSE,1,100,1_100
2020-02-10,1.244547228932571,1.5756834620429983,0.9520061801140995,20.036757327232493,1.449081761886869,2,1,26,9,TRUE,FALSE,FALSE,1,100,1_100
2020-02-11,1.1803800021059232,1.492199842321469,0.9046720255518608,20.444448459118455,1.4664462946366883,2,1,18,22,TRUE,FALSE,FALSE,1,100,1_100
2020-02-12,1.1356698499325382,1.4338180435203745,0.8718587913259193,20.70089880100477,1.474991931966712,2,1,24,19,TRUE,FALSE,FALSE,1,100,1_100
2020-02-13,1.1034987948642965,1.391760583773423,0.8482879149410218,20.802667886033888,1.4593259978843625,2,1,15,18,TRUE,FALSE,FALSE,1,100,1_100
2020-02-14,1.0763100343447518,1.3568529133755078,0.8278699557537875,20.77076355901098,1.4185526171670104,2,1,23,19,TRUE,FALSE,FALSE,1,100,1_100
2020-02-15,1.048125247758185,1.3219231234696684,0.8057200167737741,20.62518714359722,1.3820765840280416,2,1,23,17,TRUE,FALSE,FALSE,1,100,1_100
2020-02-16,1.0186319561342827,1.286370040397816,0.7817612922847857,20.42893657093017,1.3907059875099002,2,1,20,8,TRUE,FALSE,FALSE,1,100,1_100
2020-02-17,0.9907912393375147,1.2534476760007238,0.7586485369085769,20.218376435483567,1.4242600331092075,2,1,17,7,TRUE,FALSE,FALSE,1,100,1_100
2020-02-18,0.9674673941948054,1.226387403480238,0.7388830399876379,19.97364562290419,1.4435026481572435,2,1,19,27,TRUE,FALSE,FALSE,1,100,1_100
2020-02-19,0.9486662672976534,1.205184535885346,0.7224797122181091,19.698298169228295,1.4492527432099522,2,1,20,27,TRUE,FALSE,FALSE,1,100,1_100
2020-02-20,0.9322099258740094,1.1873065632622224,0.7075994518941949,19.39522648634806,1.4331286032435357,2,1,16,15,TRUE,FALSE,FALSE,1,100,1_100
2020-02-21,0.9166274192311412,1.1709807265605163,0.6930506925113056,19.045019988040988,1.38742855124975,2,1,24,31,TRUE,FALSE,FALSE,1,100,1_100
2020-02-22,0.9011896767533794,1.1552945780422819,0.6782715903399058,18.628388503988763,1.3269031547959826,2,1,17,22,TRUE,FALSE,FALSE,1,100,1_100
2020-02-23,0.8870211873675184,1.141483001588259,0.6642713557239723,18.24509132115683,1.2982824878735462,2,1,23,12,TRUE,FALSE,FALSE,1,100,1_100
2020-02-24,0.8767786156242078,1.132566863550769,0.6533455901503205,17.987481406369756,1.298113978113435,2,1,21,15,TRUE,FALSE,FALSE,1,100,1_100
2020-02-25,0.8727516117920261,1.1311655862500407,0.6474557564030989,17.826414035257912,1.2772781874260835,2,1,15,27,TRUE,FALSE,FALSE,1,100,1_100
