date,region,country,source,data_type,estimate_type,replicate,median_R_mean,median_R_highHPD,median_R_lowHPD,Re,infections,observations,in_CI,above_1,below_1,R1,init,epiestim,exp_name
2020-02-07,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.909687336258222,2.275671867623365,1.5753890642750112,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-08,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.7614194639310277,2.082751552907774,1.4666737621686254,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-09,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.6684010841298789,1.9582646888903696,1.4014630261673533,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-10,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.6152005449367681,1.8821730796204155,1.3683895341770265,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-11,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5879977182261136,1.8374760713437508,1.3564905243166538,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-12,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5753257900352282,1.8105006081830524,1.3563040084950628,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-13,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5702304384385748,1.7929721331990853,1.362073551968576,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-14,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5677195390904775,1.7791017596978644,1.3695343377086517,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-15,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5647150049956482,1.7653906405097337,1.3759910948206802,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-16,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5602893391827264,1.750766408384627,1.3806403775877678,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-17,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5542820776164519,1.7350352798559638,1.3833427409580594,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-18,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5472396381933178,1.7187699534140715,1.384609192673966,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-19,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5395021946776783,1.7023208512455958,1.3847612533925333,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-20,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5309277992612194,1.685522286437292,1.3836722850572079,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-21,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5203963078346046,1.6671800368722138,1.3802879939405488,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-22,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.509695677552449,1.6491491905108056,1.3763217793150013,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-23,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5024573526333314,1.6351992414255994,1.3752607079736066,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-24,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5001442008334176,1.6268054781378354,1.378548669219219,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-25,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5020113326787996,1.6231153349158618,1.3855406704242743,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-26,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5066698149881388,1.6226022528298847,1.394977529760541,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-27,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.513189599408957,1.6242342459046124,1.4060247475137089,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-28,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5195318672783844,1.625857163945698,1.4167543711748736,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-02-29,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5243169111644161,1.6260268985939872,1.4258481190732475,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-01,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5277108913620372,1.6249170602902285,1.4334629270568169,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-02,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5294959291512376,1.6223148255958035,1.4393748027768412,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-03,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.528444184630001,1.6169705125375335,1.4423767516817816,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-04,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.523147372566336,1.607453607838428,1.4410816488400962,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-05,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5131877534615745,1.5933585361445488,1.4350586813550703,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-06,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5009979776066777,1.5772061242554878,1.4266516212894729,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-07,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4895912548907242,1.5620991196075245,1.4187833622907773,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-08,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4797680912598885,1.5488525834672375,1.4122385470461503,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-09,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.471721938460014,1.5376435598100229,1.4072251661304969,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-10,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4664567818618972,1.52946994716256,1.4047513176820026,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-11,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4652029369050101,1.5255576075515613,1.4060499958631503,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-12,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4669639698555603,1.5248581316000513,1.4101751342635827,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-13,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4748735594742468,1.5305332569477381,1.4202308722259536,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-14,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4935896041144003,1.5472879833152935,1.44082676073629,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-15,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.52166430415004,1.5735975300042362,1.4705907256334683,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-16,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.551694252894021,1.6018814377170492,1.5022950206017276,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-17,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5771314909916934,1.6254585410959275,1.5295238700575042,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-18,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.596249937080339,1.6425851919230505,1.5505686176991418,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-19,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.6085134002181445,1.6527535622230534,1.5648652632964293,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-20,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.6121900082100247,1.6542538535463074,1.570660516673706,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-21,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.607346154999441,1.64719750152546,1.5679761749592858,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-22,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5962802041204163,1.6339487425255181,1.5590449755736875,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-23,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5838319182163747,1.619429638529848,1.5486244283274053,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-24,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.573196116748592,1.606879319228955,1.539864842126537,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-25,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5637263852326704,1.5956382105660005,1.532132513228311,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-26,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5515437703539856,1.581776293968473,1.5215989864554407,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-27,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.535896911652624,1.5645273550017758,1.5075272560121122,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-28,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5198969300882352,1.547029073080373,1.493001549974216,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-29,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.5062649661249579,1.532023955856633,1.4807213904897514,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-30,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4970671771669086,1.5215869197724174,1.4727438886074231,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-03-31,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4926789089388435,1.5160814090786334,1.469455955132245,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-04-01,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4916717315396717,1.5140507276715476,1.4694570852099886,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
2020-04-02,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.4867115872438412,1.5080928054862042,1.4654809363428563,NA,NA,NA,NA,TRUE,FALSE,1.5,100,TRUE,1.5_100
