date,region,country,source,data_type,estimate_type,replicate,median_R_mean,median_R_highHPD,median_R_lowHPD,Re,infections,observations,in_CI,above_1,below_1,R1,init,epiestim,exp_name
2020-02-10,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.2862648806209003,2.3065157778641447,0.561371733734526,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-11,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.2424374605165964,2.2093410765659756,0.5514112523216012,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-12,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.2021916549348783,2.1254861855100495,0.5396794004660912,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-13,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.1625246961817748,2.048182602067064,0.5254759651053171,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-14,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.1328783921582086,1.988713009133115,0.5157321804155939,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-15,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.1244293616661458,1.9613421754182159,0.5182703151039646,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-16,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.1387701826088246,1.9671703466642094,0.5347708491639082,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-17,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.166377141930783,1.9917929989771417,0.5598194326769402,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-18,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.1914258825390174,2.0124013411995807,0.5836520664883117,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-19,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.203444153200189,2.014074067154986,0.5996132417258201,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-20,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.2002574933703358,1.994057873678969,0.6060632952637762,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-21,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.185445084857769,1.9580814576167285,0.6048665336582082,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-22,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.1608831036030016,1.9099264999433283,0.5965552565977629,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-23,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.1294791231877213,1.8543987440358325,0.5825756343496382,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-24,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0984884943046762,1.8015035254716298,0.5677195388162374,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-25,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.079100629323437,1.7659770689579892,0.559794694416767,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-26,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0766914244899761,1.7546390895990711,0.5627169273264884,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-27,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.086260080669657,1.760374534571995,0.5733182729571851,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-28,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0950441296304294,1.7657586499554438,0.5830206146673954,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-02-29,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0948474037039055,1.7594112315808927,0.5863879822777571,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-01,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0875620221743862,1.7434919669483213,0.5849210242905554,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-02,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0812753276585423,1.72867789774783,0.5842877396465431,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-03,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.075223466340073,1.7145259058873277,0.5836247465809261,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-04,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0609504129556682,1.6905294004558418,0.5765995609259442,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-05,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0369102388468563,1.6547543291131233,0.5620577631095788,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-06,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0107371228959126,1.6171260408528865,0.545461980306761,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-07,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9880856889850899,1.5853058936469395,0.5306753317578161,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-08,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9648166977169593,1.5543350271390444,0.5145082697857957,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-09,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9412263843643207,1.5245332604576893,0.49722847397603737,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-10,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9266232915035599,1.5077214394486904,0.48562170878329525,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-11,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9273054194452048,1.5120102951219996,0.484179085663489,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-12,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9373952149253326,1.5296077231573426,0.4887999421169809,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-13,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9432593493533893,1.542274877611623,0.49011035609619963,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-14,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9409663957119432,1.5441565600645861,0.485756077179811,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-15,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9389643769958232,1.5459021914784234,0.48191058200918296,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-16,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9482905567335222,1.562107058315036,0.48622313823419233,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-17,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9697825049547056,1.5940827585160646,0.4991556707891771,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-18,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9971026107938623,1.6332138480421738,0.516454271683858,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-19,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0240245383591007,1.6706161143221698,0.5341701935887339,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-20,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0447926397942842,1.698212272140603,0.5485640657610431,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-21,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0496480090232785,1.7033651457437997,0.5526708055451552,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-22,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,1.0301792951644912,1.675731982781728,0.5401691531361736,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-23,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9878056638409272,1.6180071725913319,0.5116268791387713,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-24,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9331122230929254,1.545002453521407,0.47405601495107574,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-25,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.8760791597625452,1.4708681417957958,0.43396788611757153,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-26,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.8216042636813999,1.402884933773871,0.3944189971850359,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-27,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.7753469102049463,1.3489559510081885,0.35915678821562236,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-28,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.7428709984559668,1.3167980791819387,0.33178660103419383,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-29,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.721920353632979,1.3036294159554234,0.31064210894701766,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-30,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.7040437245951499,1.2978202105588892,0.2903337756992076,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-03-31,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.6873120761351242,1.296162584878788,0.27001305475872617,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-01,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.6831913963150891,1.3143620413147932,0.25687567081462526,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-02,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.6994420457084348,1.3638461331639675,0.25513543336588473,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-03,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.7297856364052953,1.435898400683311,0.26076130983690515,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-04,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.7683517684728997,1.521034893338524,0.27068470917102483,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-05,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.8127494044220275,1.6139285129323442,0.2842578400955501,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-06,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.8585993244766689,1.7064543420210845,0.29968488893003464,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-07,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.8934665940676838,1.7793964901622827,0.31035844842085103,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-08,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9082134361856978,1.8188457716820137,0.3113700068699589,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-09,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.9071682954207697,1.8312687807132522,0.30516473645678016,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
2020-04-10,Simulated,Simulated,ETH,infection_Simulated,Cori_slidingWindow,0,0.894630131630399,1.824399916778307,0.2936431514547568,NA,NA,NA,NA,FALSE,FALSE,1,10,TRUE,1_10
