date,median_R_mean,median_R_highHPD,median_R_lowHPD,est_infections,sd_infections,replicate,Re,infections,observations,in_CI,above_1,below_1,R1,init,exp_name
2020-02-06,1.777057236105735,2.0570796496921004,1.4970348225193697,1989.4404596353193,312.6767286270208,1,1,2152,402,FALSE,TRUE,FALSE,1,10000,1_10000
2020-02-07,1.5664783626473098,1.8075695394848246,1.325387185809795,2109.9284048346335,297.3141907527235,1,1,2130,696,FALSE,TRUE,FALSE,1,10000,1_10000
2020-02-08,1.4065763076597753,1.624897707059974,1.1882549082595766,2207.394549861843,276.7901488826226,1,1,2079,938,FALSE,TRUE,FALSE,1,10000,1_10000
2020-02-09,1.2894544301620974,1.4917674273895931,1.0871414329346016,2287.205131889359,254.9736179922231,1,1,2123,694,FALSE,TRUE,FALSE,1,10000,1_10000
2020-02-10,1.205279877446784,1.4034381285034598,1.0071216263901084,2342.251773906121,240.16736616996388,1,1,2124,586,FALSE,TRUE,FALSE,1,10000,1_10000
2020-02-11,1.1423701855910393,1.3578758098544743,0.9268645613276043,2377.827648658919,249.44330269568735,1,1,2085,1311,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-12,1.092916046814371,1.338354295544411,0.8474777980843312,2403.3604943162254,286.1088072143686,1,1,2066,2223,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-13,1.0547176357480892,1.3296124367504691,0.7798228347457093,2419.134375590466,349.12925023518216,1,1,2154,3169,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-14,1.0260595016142036,1.327355219340493,0.7247637838879142,2424.239133764084,438.96014736550643,1,1,2082,1271,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-15,1.002594671806496,1.3202968690958945,0.6848924745170974,2423.7329246690065,524.3026001333093,1,1,2003,1949,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-16,0.98220288882393,1.2948395284051861,0.6695662492426739,2423.329577859733,576.9923260529828,1,1,2095,939,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-17,0.9666106367327028,1.2524959609750468,0.6807253124903588,2423.6146207429724,614.2732568272044,1,1,2150,1482,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-18,0.9601792465026739,1.2104480664895534,0.7099104265157945,2424.03210875281,647.2632205878423,1,1,2062,3939,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-19,0.9641948542572377,1.180647200076139,0.7477425084383365,2420.6042973631943,660.4838390031047,1,1,2053,2670,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-20,0.9749147971124322,1.160127986286623,0.7897016079382415,2410.5413021372524,643.6096170341651,1,1,2114,1920,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-21,0.9850506039703876,1.1425783350717547,0.8275228728690205,2391.5284679187157,591.1392639036952,1,1,2147,1933,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-22,0.9916622281161089,1.1347104840315867,0.8486139722006312,2377.610591221555,528.6381390640616,1,1,2044,2028,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-23,0.9972142745474505,1.14300144376423,0.851427105330671,2376.881541120419,472.62710454416,1,1,2083,1538,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-24,1.0053992473315632,1.1660501271992725,0.8447483674638538,2379.379834298329,415.05146237154986,1,1,2090,927,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-25,1.0163967254104418,1.2003436813329873,0.8324497694878962,2381.9677646776418,367.9728638795355,1,1,2049,2155,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-26,1.027381342905472,1.2400215549763314,0.8147411308346125,2387.87481938075,348.1732596077474,1,1,2180,3058,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-27,1.0372546103316533,1.2790814136925168,0.7954278069707899,2397.4587141680195,360.5171928585579,1,1,2047,3697,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-28,1.0468415781435176,1.3160593544233228,0.7776238018637126,2410.525987763813,404.9783766974459,1,1,2032,2842,TRUE,FALSE,FALSE,1,10000,1_10000
2020-02-29,1.055088152826303,1.3455837643411839,0.7645925413114221,2426.879617035516,458.0201752147165,1,1,2080,1721,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-01,1.0589611952081426,1.3553245547249138,0.7625978356913714,2446.421608852017,494.8907935990187,1,1,2109,1279,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-02,1.0562547744152269,1.3408434306001875,0.7716661182302662,2469.8969249293027,525.0408592014195,1,1,2054,1195,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-03,1.047239969409117,1.311213674479475,0.7832662643387591,2490.805999029171,555.1051712743899,1,1,2032,2081,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-04,1.0334242808373209,1.2776778794117567,0.7891706822628851,2502.3261648559774,569.5703198001115,1,1,2015,2940,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-05,1.015392328587433,1.247512198276097,0.7832724588987688,2506.2385497280743,564.9452067924377,1,1,2146,2205,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-06,0.9974106534547351,1.227734858500456,0.7670864484090143,2504.8048419776133,560.1956612388888,1,1,2072,2172,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-07,0.9847169759709675,1.2146833656892402,0.7547505862526949,2494.071658367529,553.1650370262391,1,1,2107,3325,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-08,0.9772078905891409,1.1992377727215877,0.7551780084566942,2468.565824211929,541.4481313597954,1,1,2046,1419,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-09,0.9695196154393957,1.1794613028423004,0.7595779280364909,2435.5185341506385,537.6286756765641,1,1,2141,1097,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-10,0.9583926482759828,1.158791391312085,0.7579939052398805,2402.6872088912182,530.7684366333507,1,1,2154,1789,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-11,0.9466918428600533,1.1401915837343812,0.7531921019857253,2367.869499991581,508.3794242843565,1,1,2069,3159,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-12,0.9396019056873732,1.1285236942703953,0.7506801171043512,2329.371966818306,465.1417437176139,1,1,2112,5014,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-13,0.9370841507823318,1.1277659253959835,0.7464023761686801,2296.6158461346454,422.17806558445375,1,1,2131,1391,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-14,0.936069448457039,1.1335998491137411,0.7385390478003367,2273.3966704222985,387.8931359705702,1,1,2124,2531,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-15,0.9342133850978782,1.1397879466936738,0.7286388235020825,2250.408831013754,355.8569049891491,1,1,2183,1509,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-16,0.9347351353650006,1.1479670846688679,0.7215031860611333,2232.86310386809,339.1523324489496,1,1,2122,2022,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-17,0.9431352901009339,1.1620801831366157,0.7241903970652522,2230.4821449238625,338.21029395357243,1,1,2125,3128,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-18,0.960513856469549,1.181142515725554,0.7398851972135441,2241.42737548582,342.8302438353553,1,1,2156,1713,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-19,0.9816155330171313,1.2020443806176058,0.7611866854166569,2263.919700351581,347.2556899427673,1,1,2088,2656,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-20,1.0024849139249385,1.225441484724599,0.7795283431252782,2294.8661218533043,353.14736716902524,1,1,2167,2018,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-21,1.024673272747708,1.25018700071537,0.7991595447800459,2331.853245357277,355.66852689586125,1,1,2134,1950,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-22,1.0512808851191282,1.274628095395277,0.8279336748429792,2374.4655310824105,355.2687782315003,1,1,2005,1319,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-23,1.0787419643024476,1.2959851900955128,0.8614987385093824,2420.1991366491616,360.10753659527086,1,1,2072,1229,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-24,1.0985003812947733,1.3075831402350915,0.8894176223544552,2465.136106494066,365.5793794329249,1,1,2142,3051,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-25,1.1065516056275915,1.306509111904681,0.906594099350502,2507.108585427982,368.30874699520837,1,1,2108,4496,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-26,1.1072779742275447,1.3032191115495608,0.9113368369055286,2544.3065456929057,370.66868547726136,1,1,2068,1822,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-27,1.106092644275043,1.308369533213943,0.903815755336143,2572.9824115098054,378.3831021562329,1,1,2140,1765,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-28,1.1017396919986633,1.3124407655408026,0.891038618456524,2588.1868750999065,383.9718955989646,1,1,2109,1960,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-29,1.0888193295254252,1.301862566993477,0.8757760920573734,2587.7402185882206,386.9912506285076,1,1,2114,1252,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-30,1.0670832146543139,1.2771433862642154,0.8570230430444123,2579.9398365059687,394.798201921493,1,1,2102,1410,TRUE,FALSE,FALSE,1,10000,1_10000
2020-03-31,1.0416898349987809,1.2463346776397692,0.8370449923577925,2570.96452019225,400.5718783556765,1,1,2109,2313,TRUE,FALSE,FALSE,1,10000,1_10000
2020-04-01,1.014462420943963,1.2129470252616548,0.8159778166262712,2557.2829715327252,404.95868101105134,1,1,2135,2067,TRUE,FALSE,FALSE,1,10000,1_10000
2020-04-02,0.9859278104871202,1.1819349314702312,0.7899206895040091,2541.6274985208534,414.01732227012633,1,1,2190,1681,TRUE,FALSE,FALSE,1,10000,1_10000
