date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,smooth_day,exp_name
2020-04-22,0.7878104733830031,1.0384101396031795,0.5372108071628267,1,0.7,291,843,TRUE,FALSE,14,14
2020-04-23,0.7575016268972238,1.0015004664330873,0.5135027873613602,1,0.7,289,707,TRUE,FALSE,14,14
2020-04-24,0.7005332038558794,0.9366931221246082,0.4643732855871505,1,0.7,247,740,TRUE,FALSE,14,14
2020-04-25,0.6415364761810036,0.8751659048986653,0.407907047463342,1,0.7,240,1136,TRUE,FALSE,14,14
2020-04-26,0.6030077067339777,0.8438360325355823,0.36217938093237323,1,0.7,256,536,TRUE,FALSE,14,14
2020-04-27,0.5859761517865308,0.8364184794965982,0.3355338240764635,1,0.7,203,177,TRUE,FALSE,14,14
2020-04-28,0.5916073340989381,0.8458619369140999,0.3373527312837762,1,0.7,234,856,TRUE,FALSE,14,14
2020-04-29,0.6132900569719735,0.8569954238679928,0.3695846900759542,1,0.7,166,498,TRUE,FALSE,14,14
2020-04-30,0.6486327331297658,0.8781285970062698,0.4191368692532618,1,0.7,154,352,TRUE,FALSE,14,14
2020-05-01,0.6880447426738421,0.9180325982751589,0.45805688707252523,1,0.7,179,399,TRUE,FALSE,14,14
2020-05-02,0.7266710068800263,0.9807454856779012,0.4725965280821514,1,0.7363636363636363,138,464,TRUE,FALSE,14,14
2020-05-03,0.7651951609925409,1.0574866188689904,0.4729037031160915,1,0.7727272727272727,159,232,TRUE,FALSE,14,14
2020-05-04,0.8094599915876037,1.1311864069078186,0.48773357626738884,1,0.8090909090909091,142,121,TRUE,FALSE,14,14
2020-05-05,0.8692289140654095,1.19389051747918,0.5445673106516389,1,0.8454545454545455,160,423,TRUE,FALSE,14,14
2020-05-06,0.9344324540857626,1.2301500553145168,0.6387148528570084,1,0.8818181818181818,129,350,TRUE,FALSE,14,14
2020-05-07,0.9964416885933617,1.249418368815608,0.7434650083711154,1,0.9181818181818182,136,238,TRUE,FALSE,14,14
2020-05-08,1.0270453491076095,1.252793958425865,0.801296739789354,1,0.9545454545454546,152,286,TRUE,TRUE,14,14
2020-05-09,1.0300231330099345,1.2623314670054222,0.7977147990144469,1,0.990909090909091,161,157,TRUE,TRUE,14,14
2020-05-10,0.9995408032392513,1.2558631545286043,0.7432184519498983,1,1.0272727272727273,145,172,TRUE,FALSE,14,14
2020-05-11,0.9612775423233353,1.242060526223684,0.6804945584229867,1,1.0636363636363637,149,108,TRUE,FALSE,14,14
2020-05-12,0.9181242169559366,1.2098940693048583,0.6263543646070149,1,1.1,144,166,TRUE,FALSE,14,14
2020-05-13,0.8929733797744489,1.1796411756480245,0.6063055839008733,1,1.1,161,140,TRUE,FALSE,14,14
2020-05-14,0.8822167724927535,1.1431066739757352,0.6213268710097719,1,1.1,162,312,TRUE,FALSE,14,14
2020-05-15,0.8986691198881871,1.129778981310896,0.6675592584654781,1,1.1,165,193,TRUE,FALSE,14,14
2020-05-16,0.9338157577443381,1.1513633866958406,0.7162681287928355,1,1.1,152,243,TRUE,FALSE,14,14
2020-05-17,0.9873016596464702,1.224811826810721,0.7497914924822192,1,1.1,182,85,TRUE,FALSE,14,14
2020-05-18,1.0414355371440234,1.3107817704497169,0.7720893038383299,1,1.1,173,58,TRUE,TRUE,14,14
2020-05-19,1.0971627686199994,1.3842744460883427,0.8100510911516561,1,1.1,174,220,TRUE,TRUE,14,14
2020-05-20,1.146379404425074,1.4229930626160352,0.8697657462341126,1,1.1,157,154,TRUE,TRUE,14,14
2020-05-21,1.1869135103779458,1.4331544423984186,0.9406725783574729,1,1.1,175,169,TRUE,TRUE,14,14
2020-05-22,1.1990952142796731,1.4163264895108347,0.9818639390485115,1,1.1,175,112,TRUE,TRUE,14,14
2020-05-23,1.1833383881125574,1.3966975352903162,0.9699792409347987,1,1.1,191,256,TRUE,TRUE,14,14
2020-05-24,1.1502005290210047,1.3806419553603424,0.9197591026816669,1,1.1,188,99,TRUE,TRUE,14,14
2020-05-25,1.1301593156253322,1.3813013507080139,0.8790172805426506,1,1.1,188,80,TRUE,TRUE,14,14
2020-05-26,1.134997371027905,1.398570260922214,0.8714244811335963,1,1.1,211,210,TRUE,TRUE,14,14
2020-05-27,1.1571112701743766,1.4209195919428186,0.8933029484059347,1,1.1,186,123,TRUE,TRUE,14,14
2020-05-28,1.1735072478989141,1.4296785196789734,0.9173359761188549,1,1.1,187,235,TRUE,TRUE,14,14
2020-05-29,1.1690775814909156,1.4183121780781096,0.9198429849037215,1,1.1,220,206,TRUE,TRUE,14,14
2020-05-30,1.1568928666283738,1.411189044704735,0.9025966885520125,1,1.1,185,152,TRUE,TRUE,14,14
2020-05-31,1.1476352280011304,1.4136302722251703,0.8816401837770904,1,1.1,224,127,TRUE,TRUE,14,14
2020-06-01,1.1518178288395091,1.4238358779467306,0.8797997797322876,1,1.1,225,95,TRUE,TRUE,14,14
2020-06-02,1.146349322440205,1.4041954905021092,0.888503154378301,1,1.1,251,235,TRUE,TRUE,14,14
2020-06-03,1.1266761253323911,1.3614476421926955,0.8919046084720869,1,1.1,227,277,TRUE,TRUE,14,14
2020-06-04,1.080511228353005,1.3058055709443581,0.8552168857616518,1,1.1,231,256,TRUE,TRUE,14,14
2020-06-05,1.0319716901826772,1.2771217125793168,0.7868216677860375,1,1.1,249,157,TRUE,TRUE,14,14
2020-06-06,0.9855303155546291,1.2580664080730637,0.7129942230361944,1,1.1,218,223,TRUE,FALSE,14,14
2020-06-07,0.9598279390777489,1.24905334904639,0.6706025291091078,1,1.1,268,139,TRUE,FALSE,14,14
2020-06-08,0.952361708800507,1.2409022011561248,0.663821216444889,1,1.1,252,107,TRUE,FALSE,14,14
2020-06-09,0.979499443832511,1.2556628923296478,0.7033359953353742,1,1.1,273,411,TRUE,FALSE,14,14
2020-06-10,1.0408551451466372,1.2954930069698616,0.7862172833234129,1,1.1,293,204,TRUE,TRUE,14,14
2020-06-11,1.1301554633726285,1.3641883495184601,0.8961225772267969,1,1.1,270,275,TRUE,TRUE,14,14
2020-06-12,1.214786730990288,1.4390187996408763,0.9905546623396998,1,1.1,280,275,TRUE,TRUE,14,14
2020-06-13,1.2716114423056983,1.507533992402239,1.0356888922091576,1,1.1,277,231,TRUE,TRUE,14,14
2020-06-14,1.2812811497330383,1.542776679122224,1.0197856203438527,1,1.1,292,183,TRUE,TRUE,14,14
2020-06-15,1.2572681036360043,1.545308634564187,0.9692275727078214,1,1.1,304,153,TRUE,TRUE,14,14
2020-06-16,1.1981735254015526,1.4974842029751025,0.8988628478280027,1,1.1,347,281,TRUE,TRUE,14,14
2020-06-17,1.1290943611595077,1.4225311596855423,0.835657562633473,1,1.1,323,233,TRUE,TRUE,14,14
2020-06-18,1.0533597271840032,1.3242242230383277,0.7824952313296787,1,1.1,303,377,TRUE,TRUE,14,14
2020-06-19,1.010774191643612,1.255042125816363,0.7665062574708608,1,1.1,344,255,TRUE,TRUE,14,14
2020-06-20,1.0037494931048452,1.2270657752388834,0.780433210970807,1,1.1,330,236,TRUE,TRUE,14,14
2020-06-21,1.048881719017839,1.2739001362614626,0.8238633017742153,1,1.1,342,223,TRUE,TRUE,14,14
2020-06-22,1.1192938474153762,1.3699085615842463,0.868679133246506,1,1.1,373,184,TRUE,TRUE,14,14
2020-06-23,1.211001119873763,1.492294399521723,0.9297078402258028,1,1.1,353,488,TRUE,TRUE,14,14
2020-06-24,1.2878027980760574,1.579822065627794,0.9957835305243208,1,1.1,376,367,TRUE,TRUE,14,14
2020-06-25,1.3250550064261015,1.6006209333694439,1.0494890794827592,1,1.1,361,395,TRUE,TRUE,14,14
2020-06-26,1.2854783350732033,1.5293324249858031,1.0416242451606035,1,1.1,358,311,TRUE,TRUE,14,14
2020-06-27,1.1737352436123933,1.3935778855333938,0.953892601691393,1,1.1,387,267,TRUE,TRUE,14,14
2020-06-28,1.0253739844967482,1.246247607974254,0.8045003610192426,1,1.1,400,176,TRUE,TRUE,14,14
2020-06-29,0.891554761032893,1.1287543621732168,0.6543551598925692,1,1.1,420,171,TRUE,FALSE,14,14
2020-06-30,0.8088728249415539,1.0628513454686799,0.5548943044144279,1,1.1,398,507,FALSE,FALSE,14,14
2020-07-01,0.785292432150214,1.0496052374058902,0.520979626894538,1,1.1,422,372,FALSE,FALSE,14,14
2020-07-02,0.8227489072002251,1.0927756648324998,0.5527221495679503,1,1.1,408,568,FALSE,FALSE,14,14
2020-07-03,0.9103155225997905,1.1823264183615494,0.6383046268380317,1,1.1,443,536,TRUE,FALSE,14,14
2020-07-04,1.0579093621598719,1.3331344349585073,0.7826842893612365,1,1.1,431,460,TRUE,TRUE,14,14
2020-07-05,1.2453095213848961,1.533460398164325,0.9571586446054674,1,1.1,447,174,TRUE,TRUE,14,14
2020-07-06,1.4584685793444871,1.7687078818569835,1.1482292768319908,1,1.1,462,220,FALSE,TRUE,14,14
2020-07-07,1.6079360128471283,1.9289271760674391,1.2869448496268174,1,1.1,479,464,FALSE,TRUE,14,14
2020-07-08,1.646634442482028,1.9580103121320738,1.3352585728319823,1,1.1,460,440,FALSE,TRUE,14,14
2020-07-09,1.5367781368298832,1.8256785175157533,1.247877756144013,1,1.1,506,504,FALSE,TRUE,14,14
2020-07-10,1.3523324134668022,1.62839708849893,1.0762677384346744,1,1.1,547,438,TRUE,TRUE,14,14
2020-07-11,1.1446308742753224,1.417541518079379,0.8717202304712659,1,1.1095238095238096,541,319,TRUE,TRUE,14,14
2020-07-12,0.9781093035327694,1.2514201157927367,0.704798491272802,1,1.119047619047619,583,251,TRUE,FALSE,14,14
2020-07-13,0.8642972431487927,1.1326944649836395,0.595900021313946,1,1.1285714285714286,568,251,TRUE,FALSE,14,14
2020-07-14,0.8233370534324619,1.0794252859575706,0.5672488209073533,1,1.1380952380952383,579,690,FALSE,FALSE,14,14
2020-07-15,0.8440171361563636,1.0836679876902804,0.604366284622447,1,1.1476190476190478,586,526,FALSE,FALSE,14,14
2020-07-16,0.9241947151436599,1.1593363390595828,0.6890530912277372,1,1.1571428571428573,641,849,TRUE,FALSE,14,14
2020-07-17,1.042379357393629,1.2966290017514348,0.7881297130358234,1,1.1666666666666667,628,858,TRUE,TRUE,14,14
2020-07-18,1.1875021890881974,1.4819315435716174,0.8930728346047773,1,1.1761904761904762,645,466,TRUE,TRUE,14,14
2020-07-19,1.3292354534353719,1.6564523680602303,1.0020185388105134,1,1.1857142857142857,705,278,TRUE,TRUE,14,14
2020-07-20,1.4367918103088502,1.770806678665867,1.1027769419518334,1,1.1952380952380952,720,263,TRUE,TRUE,14,14
2020-07-21,1.4789152591843053,1.7921875409124486,1.165642977456162,1,1.204761904761905,760,742,TRUE,TRUE,14,14
2020-07-22,1.439840982590231,1.723184766512838,1.156497198667624,1,1.2142857142857144,771,653,TRUE,TRUE,14,14
2020-07-23,1.3397576526967099,1.6082602250994065,1.0712550802940133,1,1.223809523809524,820,567,TRUE,TRUE,14,14
2020-07-24,1.2161824718270386,1.4904414873388274,0.9419234563152499,1,1.2333333333333334,891,769,TRUE,TRUE,14,14
2020-07-25,1.1186109412525969,1.4068373659044495,0.8303845166007442,1,1.2428571428571429,891,650,TRUE,TRUE,14,14
2020-07-26,1.0684063296827775,1.370867890198481,0.765944769167074,1,1.2523809523809524,935,373,TRUE,TRUE,14,14
2020-07-27,1.0681500447343584,1.3873124817846585,0.7489876076840583,1,1.2619047619047619,1022,397,TRUE,TRUE,14,14
2020-07-28,1.108695114530048,1.4430466450088058,0.7743435840512906,1,1.2714285714285714,1080,1274,TRUE,TRUE,14,14
2020-07-29,1.1805353629464725,1.5161038140065535,0.8449669118863917,1,1.280952380952381,1114,795,TRUE,TRUE,14,14
2020-07-30,1.2706120814248727,1.5908500986582257,0.9503740641915196,1,1.2904761904761906,1251,985,TRUE,TRUE,14,14
2020-07-31,1.357434117916988,1.6538753978967422,1.0609928379372338,1,1.3,1294,717,TRUE,TRUE,14,14
2020-08-01,1.4134281392118175,1.6921846502749363,1.1346716281486988,1,1.3,1337,982,TRUE,TRUE,14,14
2020-08-02,1.4194567229950772,1.6952964664152357,1.1436169795749187,1,1.3,1484,851,TRUE,TRUE,14,14
2020-08-03,1.3752699150414907,1.6540944575635352,1.096445372519446,1,1.3,1495,374,TRUE,TRUE,14,14
2020-08-04,1.3074490615411616,1.5894830247800347,1.0254150983022885,1,1.3,1571,1174,TRUE,TRUE,14,14
2020-08-05,1.2461699638555,1.5324284139436706,0.9599115137673293,1,1.3,1740,1095,TRUE,TRUE,14,14
2020-08-06,1.2067150345677766,1.4913299645258657,0.9221001046096876,1,1.3,1805,985,TRUE,TRUE,14,14
2020-08-07,1.185494818027597,1.463761387017949,0.9072282490372452,1,1.3,1886,1353,TRUE,TRUE,14,14
2020-08-08,1.1780050066032226,1.4605091623737745,0.8955008508326707,1,1.3,2013,1493,TRUE,TRUE,14,14
2020-08-09,1.1881569516715833,1.4867494932772696,0.889564410065897,1,1.3,2104,1015,TRUE,TRUE,14,14
2020-08-10,1.2242343386088481,1.5360894805549297,0.9123791966627666,1,1.280952380952381,2287,589,TRUE,TRUE,14,14
2020-08-11,1.2793147339978144,1.58852999592387,0.9700994720717588,1,1.2619047619047619,2392,2266,TRUE,TRUE,14,14
2020-08-12,1.3261030037611765,1.6118318576570456,1.0403741498653074,1,1.2428571428571429,2407,1971,TRUE,TRUE,14,14
2020-08-13,1.3391029098345606,1.5936582510826591,1.084547568586462,1,1.223809523809524,2458,1193,TRUE,TRUE,14,14
2020-08-14,1.3214655138864997,1.5576030233095706,1.0853280044634288,1,1.2047619047619047,2602,1429,TRUE,TRUE,14,14
2020-08-15,1.29944043977963,1.5392219871796526,1.0596588923796073,1,1.1857142857142857,2715,2054,TRUE,TRUE,14,14
2020-08-16,1.2878166934995452,1.5513756321525016,1.0242577548465888,1,1.1666666666666667,2796,1111,TRUE,TRUE,14,14
2020-08-17,1.2771155342561065,1.5663550089473666,0.9878760595648463,1,1.1476190476190475,2917,993,TRUE,TRUE,14,14
2020-08-18,1.2528337585772422,1.5449598183899755,0.9607076987645089,1,1.1285714285714286,2924,3117,TRUE,TRUE,14,14
2020-08-19,1.2150324433603037,1.4873647010934161,0.9427001856271913,1,1.1095238095238096,2964,2374,TRUE,TRUE,14,14
2020-08-20,1.173664296162485,1.4262849954508605,0.9210435968741095,1,1.0904761904761906,2930,2455,TRUE,TRUE,14,14
2020-08-21,1.131334139859404,1.3749771477634614,0.8876911319553464,1,1.0714285714285714,2964,2595,TRUE,TRUE,14,14
2020-08-22,1.0784078288878733,1.3173567897896845,0.8394588679860622,1,1.0523809523809524,3006,2692,TRUE,TRUE,14,14
2020-08-23,1.0099745914976954,1.2446237287959672,0.7753254541994236,1,1.0333333333333332,2961,1479,TRUE,TRUE,14,14
2020-08-24,0.937522246430159,1.1641626030042698,0.7108818898560483,1,1.0142857142857142,2951,1412,TRUE,FALSE,14,14
2020-08-25,0.8845165365161903,1.0974433671493788,0.6715897058830018,1,0.9952380952380953,2901,4753,TRUE,FALSE,14,14
2020-08-26,0.86460417309022,1.0639804791290766,0.6652278670513633,1,0.9761904761904763,2984,2565,TRUE,FALSE,14,14
2020-08-27,0.8731527840503144,1.0664037061826366,0.6799018619179922,1,0.9571428571428572,2894,2576,TRUE,FALSE,14,14
2020-08-28,0.8936137940254152,1.0926944771197433,0.694533110931087,1,0.9380952380952381,2766,4358,TRUE,FALSE,14,14
2020-08-29,0.9163580802786142,1.1319525639185375,0.7007635966386909,1,0.9190476190476191,2670,3601,TRUE,FALSE,14,14
2020-08-30,0.9438680394061587,1.1750094580223338,0.7127266207899836,1,0.9,2614,2400,TRUE,FALSE,14,14
2020-08-31,0.9834558961325593,1.2211978087267032,0.7457139835384154,1,0.9,2641,1677,TRUE,FALSE,14,14
2020-09-01,1.0270906563899245,1.262265501750241,0.7919158110296077,1,0.9,2478,3187,TRUE,TRUE,14,14
2020-09-02,1.0501929044966454,1.273120173375109,0.8272656356181819,1,0.9,2493,3536,TRUE,TRUE,14,14
2020-09-03,1.0295408229627299,1.235737004991813,0.8233446409336468,1,0.9,2333,3625,TRUE,TRUE,14,14
2020-09-04,0.9676501755290601,1.1704638314760318,0.7648365195820883,1,0.9,2375,3015,TRUE,FALSE,14,14
2020-09-05,0.8877090952227014,1.108307467427818,0.6671107230175848,1,0.9,2403,3377,TRUE,FALSE,14,14
2020-09-06,0.8165530938771517,1.0608977898178311,0.5722083979364724,1,0.9,2294,1597,TRUE,FALSE,14,14
2020-09-07,0.768056699275036,1.0240228154418467,0.5120905831082252,1,0.9,2177,1286,TRUE,FALSE,14,14
2020-09-08,0.7468826528128386,0.9938929725560263,0.49987233306965095,1,0.9,2183,4792,TRUE,FALSE,14,14
2020-09-09,0.7517168921791294,0.9787422703267188,0.52469151403154,1,0.9,2155,2901,TRUE,FALSE,14,14
2020-09-10,0.7854578275245825,1.004517723238597,0.5663979318105682,1,0.9,2034,2660,TRUE,FALSE,14,14
2020-09-11,0.8602866817961415,1.0948934722993697,0.6256798912929132,1,0.9,2040,3629,TRUE,FALSE,14,14
2020-09-12,0.9837350418705471,1.2452507530548087,0.7222193306862854,1,0.9,2066,2811,TRUE,FALSE,14,14
2020-09-13,1.1351616133125868,1.416521233762217,0.8538019928629565,1,0.9,1953,1489,TRUE,TRUE,14,14
2020-09-14,1.2613822462319084,1.5418434415380404,0.9809210509257764,1,0.9,1996,1229,FALSE,TRUE,14,14
2020-09-15,1.308880338418453,1.5694608434755482,1.048299833361358,1,0.9,1936,4268,FALSE,TRUE,14,14
2020-09-16,1.2616905705746546,1.5012631085070605,1.0221180326422488,1,0.9,1833,2539,FALSE,TRUE,14,14
2020-09-17,1.1387809785572398,1.3725778851212451,0.9049840719932345,1,0.9,1820,2022,FALSE,TRUE,14,14
2020-09-18,0.9790631902292155,1.2187949196145194,0.7393314608439117,1,0.9,1743,2165,TRUE,FALSE,14,14
2020-09-19,0.8210545966557052,1.0649978739849015,0.5771113193265089,1,0.9,1782,1797,TRUE,FALSE,14,14
2020-09-20,0.6930853219082402,0.9326290760401732,0.4535415677763073,1,0.9,1684,1146,TRUE,FALSE,14,14
2020-09-21,0.6074811924431258,0.8383242703391274,0.37663811454712426,1,0.9,1693,1263,FALSE,FALSE,14,14
2020-09-22,0.5635663096442792,0.7882409777543778,0.3388916415341806,1,0.9,1628,5947,FALSE,FALSE,14,14
2020-09-23,0.5567906042007593,0.7791096385822003,0.33447156981931836,1,0.9,1582,2680,FALSE,FALSE,14,14
