date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,smooth_day,exp_name
2020-02-26,1.0835285042299891,1.5522632939720273,0.614793714487951,1,2.1774193548387095,3943,868,FALSE,TRUE,7,7
2020-02-27,1.1113301878635167,1.6677489455892447,0.5549114301377885,1,2.1129032258064515,4541,1583,FALSE,TRUE,7,7
2020-02-28,1.5045948283447028,2.1856260680190385,0.8235635886703674,1,2.0483870967741935,5476,1480,TRUE,TRUE,7,7
2020-02-29,2.117846818682974,2.939713558223427,1.2959800791425211,1,1.9838709677419355,6050,1950,TRUE,TRUE,7,7
2020-03-01,2.566368547656569,3.628817342367274,1.5039197529458643,1,1.9193548387096775,6878,1115,TRUE,TRUE,7,7
2020-03-02,2.517953665531022,3.6003806672659384,1.435526663796106,1,1.8548387096774195,7866,548,TRUE,TRUE,7,7
2020-03-03,2.2515717229642287,3.128379639433658,1.3747638064947993,1,1.7903225806451613,8849,2693,TRUE,TRUE,7,7
2020-03-04,2.1071727311531747,2.843649579959215,1.3706958823471345,1,1.7258064516129032,9683,2931,TRUE,TRUE,7,7
2020-03-05,2.179002234898153,2.9011731809617474,1.4568312888345587,1,1.6612903225806452,10585,4151,TRUE,TRUE,7,7
2020-03-06,2.330035950892333,3.099757615561568,1.560314286223098,1,1.596774193548387,11464,3667,TRUE,TRUE,7,7
2020-03-07,2.1939420392909748,3.0611963759264507,1.326687702655499,1,1.532258064516129,12645,5268,TRUE,TRUE,7,7
2020-03-08,1.737070884548574,2.580768062479787,0.8933737066173609,1,1.467741935483871,13252,2814,TRUE,TRUE,7,7
2020-03-09,1.1729802279075692,1.7806961462376707,0.5652643095774676,1,1.403225806451613,14033,2229,TRUE,TRUE,7,7
2020-03-10,0.8232650193642964,1.2057688494949135,0.44076118923367935,1,1.338709677419355,14426,9345,FALSE,FALSE,7,7
2020-03-11,0.7562017439230024,1.0886641006152784,0.42373938723072635,1,1.2741935483870968,15065,8022,FALSE,FALSE,7,7
2020-03-12,0.9162716164651404,1.3580827242416742,0.47446050868860673,1,1.2096774193548387,15301,15578,TRUE,FALSE,7,7
2020-03-13,1.1963477688656188,1.770737144641621,0.6219583930896165,1,1.1451612903225807,15071,10999,TRUE,TRUE,7,7
2020-03-14,1.3780242379769119,1.9962482389875604,0.7598002369662634,1,1.0806451612903225,14973,10943,TRUE,TRUE,7,7
2020-03-15,1.2873005450663615,1.8368332501794307,0.7377678399532923,1,1.0161290322580645,14587,4856,TRUE,TRUE,7,7
2020-03-16,0.9697767541799265,1.367263140165706,0.5722903681941468,1,0.9516129032258065,13921,6104,TRUE,FALSE,7,7
2020-03-17,0.6659685780758384,0.9501375050706293,0.3817996510810475,1,0.8870967741935485,13222,17613,TRUE,FALSE,7,7
2020-03-18,0.5063245203900848,0.764918947751082,0.24773009302908755,1,0.8225806451612905,12052,14642,FALSE,FALSE,7,7
2020-03-19,0.5113828220666012,0.811142508197897,0.21162313593530546,1,0.7580645161290323,10900,16195,TRUE,FALSE,7,7
2020-03-20,0.6860914266140222,1.0588904577257612,0.31329239550228316,1,0.6935483870967742,9706,17006,TRUE,FALSE,7,7
2020-03-21,0.9860576955290324,1.4595355135688606,0.5125798774892043,1,0.6290322580645162,8251,11507,TRUE,FALSE,7,7
2020-03-22,1.22839699753688,1.8158028524679741,0.640991142605786,1,0.564516129032258,7075,11563,FALSE,TRUE,7,7
2020-03-23,1.2650438587494808,1.8686319185551379,0.6614557989438237,1,0.5,5724,5347,FALSE,TRUE,7,7
2020-03-24,1.1385854333113998,1.6230701430739078,0.6541007235488918,1,0.5,4976,12297,FALSE,TRUE,7,7
2020-03-25,1.0406335333944376,1.4317184897344102,0.6495485770544651,1,0.5,4506,20097,FALSE,TRUE,7,7
2020-03-26,0.937517709634124,1.3043668552669518,0.5706685640012961,1,0.5,4054,14482,FALSE,FALSE,7,7
2020-03-27,0.7264816814499316,1.0396482428221727,0.4133151200776906,1,0.5,3512,10987,TRUE,FALSE,7,7
2020-03-28,0.4533803337916206,0.6774068219899345,0.2293538455933067,1,0.5,3023,10692,TRUE,FALSE,7,7
2020-03-29,0.2061498135803752,0.34772661524822274,0.06457301191252768,1,0.5,2723,6208,FALSE,FALSE,7,7
2020-03-30,0.08320119085421741,0.17230077798223994,0,1,0.5,2354,5778,FALSE,FALSE,7,7
2020-03-31,0.034794667868130125,0.09596758862601833,0,1,0.5,2065,16470,FALSE,FALSE,7,7
2020-04-01,0.019505309789418813,0.07619482040235338,0,1,0.5,1796,17236,FALSE,FALSE,7,7
2020-04-02,0.021201355938379716,0.10430883660535523,0,1,0.5095238095238095,1607,7178,FALSE,FALSE,7,7
2020-04-03,0.04035787377009099,0.2087778096018884,0,1,0.5190476190476191,1455,8739,FALSE,FALSE,7,7
2020-04-04,0.10620773892230666,0.4663027099344815,0,1,0.5285714285714286,1343,12345,FALSE,FALSE,7,7
2020-04-05,0.3216682881225989,1.049959670366213,0,1,0.5380952380952381,1172,2632,TRUE,FALSE,7,7
2020-04-06,0.9269723555720216,2.184007550298524,0,1,0.5476190476190476,1003,1950,TRUE,FALSE,7,7
2020-04-07,2.2914280566543437,3.9008303581079895,0.6820257552006979,1,0.5571428571428572,949,9433,FALSE,TRUE,7,7
2020-04-08,3.9581662488332374,5.562087667223073,2.3542448304434016,1,0.5666666666666667,852,3797,FALSE,TRUE,7,7
2020-04-09,3.9374249786399473,5.3666381161463,2.508211841133595,1,0.5761904761904761,785,3457,FALSE,TRUE,7,7
2020-04-10,2.4587900146200234,3.4861297634904296,1.4314502657496173,1,0.5857142857142856,696,2567,FALSE,TRUE,7,7
2020-04-11,1.102339125543426,1.7274668567828746,0.47721139430397763,1,0.5952380952380952,676,2458,TRUE,TRUE,7,7
2020-04-12,0.38910958753568625,0.7337832464540641,0.04443592861730833,1,0.6047619047619047,627,1472,TRUE,FALSE,7,7
2020-04-13,0.12693142615380626,0.30273340397438075,0,1,0.6142857142857142,502,879,FALSE,FALSE,7,7
2020-04-14,0.05271785219548641,0.14459750434924465,0,1,0.6238095238095238,534,2454,FALSE,FALSE,7,7
2020-04-15,0.046977253307576634,0.12333023832527476,0,1,0.6333333333333333,483,2912,FALSE,FALSE,7,7
2020-04-16,0.09720154500712092,0.23331081174796303,0,1,0.6428571428571428,478,1912,FALSE,FALSE,7,7
2020-04-17,0.28135952137246956,0.6010507901144233,0,1,0.6523809523809523,421,1650,FALSE,FALSE,7,7
2020-04-18,0.807888318183817,1.46571739948397,0.15005923688366407,1,0.6619047619047619,368,1698,TRUE,FALSE,7,7
2020-04-19,1.7195096290738123,2.666100896736018,0.7729183614116065,1,0.6714285714285714,367,802,FALSE,TRUE,7,7
2020-04-20,2.2330426383971287,3.0938184509614355,1.372266825832822,1,0.6809523809523809,335,477,FALSE,TRUE,7,7
2020-04-21,1.732743417558283,2.3804222420393817,1.0850645930771843,1,0.6904761904761905,320,941,FALSE,TRUE,7,7
2020-04-22,0.9242767731658604,1.5036429790994337,0.3449105672322871,1,0.7,291,843,TRUE,FALSE,7,7
2020-04-23,0.4889931983676906,1.0407224930826233,0,1,0.7,289,707,TRUE,FALSE,7,7
2020-04-24,0.3267808387670372,0.8524042717878018,0,1,0.7,247,740,TRUE,FALSE,7,7
2020-04-25,0.32026327891859624,0.8236596391606563,0,1,0.7,240,1136,TRUE,FALSE,7,7
2020-04-26,0.4126573819226331,0.8739517284517994,0,1,0.7,256,536,TRUE,FALSE,7,7
2020-04-27,0.5797676612455948,1.0106478069730611,0.14888751551812834,1,0.7,203,177,TRUE,FALSE,7,7
2020-04-28,0.7687101135059962,1.218674540512026,0.3187456864999663,1,0.7,234,856,TRUE,FALSE,7,7
2020-04-29,0.912827697171796,1.3928415919721284,0.43281380237146366,1,0.7,166,498,TRUE,FALSE,7,7
2020-04-30,0.9279227154116756,1.4294914204544278,0.4263540103689234,1,0.7,154,352,TRUE,FALSE,7,7
2020-05-01,0.8124540181774316,1.2906632483283649,0.33424478802649826,1,0.7,179,399,TRUE,FALSE,7,7
2020-05-02,0.6356511078313329,1.0837630687697715,0.18753914689289436,1,0.7363636363636363,138,464,TRUE,FALSE,7,7
2020-05-03,0.495414327827967,0.9643851718003005,0.02644348385563361,1,0.7727272727272727,159,232,TRUE,FALSE,7,7
2020-05-04,0.4472739396357119,0.9145203196518374,0,1,0.8090909090909091,142,121,TRUE,FALSE,7,7
2020-05-05,0.5205638482903643,0.9452276364146741,0.09590006016605446,1,0.8454545454545455,160,423,TRUE,FALSE,7,7
2020-05-06,0.7549231344378599,1.1924591325564162,0.31738713631930354,1,0.8818181818181818,129,350,TRUE,FALSE,7,7
2020-05-07,1.180894280600315,1.7460158042813791,0.6157727569192512,1,0.9181818181818182,136,238,TRUE,TRUE,7,7
2020-05-08,1.7409479380839552,2.4990278680402036,0.9828680081277068,1,0.9545454545454546,152,286,FALSE,TRUE,7,7
2020-05-09,1.9955570744008226,2.821223354729438,1.1698907940722072,1,0.990909090909091,161,157,FALSE,TRUE,7,7
2020-05-10,1.6877009438702717,2.4283832561831558,0.9470186315573876,1,1.0272727272727273,145,172,TRUE,TRUE,7,7
2020-05-11,1.0590386005845855,1.6047736943727657,0.5133035067964054,1,1.0636363636363637,149,108,TRUE,TRUE,7,7
2020-05-12,0.5836331579179886,0.9625075091767072,0.20475880665927,1,1.1,144,166,FALSE,FALSE,7,7
2020-05-13,0.3766478277074351,0.7062239407148094,0.04707171470006083,1,1.1,161,140,FALSE,FALSE,7,7
2020-05-14,0.39230359971485634,0.7690197662420277,0.015587433187684963,1,1.1,162,312,FALSE,FALSE,7,7
2020-05-15,0.5957615104835444,1.0522595713890908,0.13926344957799808,1,1.1,165,193,FALSE,FALSE,7,7
2020-05-16,0.9985282989413167,1.5482225163255507,0.4488340815570825,1,1.1,152,243,TRUE,FALSE,7,7
2020-05-17,1.4866208727887982,2.1466024570015607,0.8266392885760355,1,1.1,182,85,TRUE,TRUE,7,7
2020-05-18,1.7203257155686573,2.418900258175062,1.0217511729622526,1,1.1,173,58,TRUE,TRUE,7,7
2020-05-19,1.5614092469655136,2.1679109531956584,0.9549075407353688,1,1.1,174,220,TRUE,TRUE,7,7
2020-05-20,1.2246066604393067,1.705408940654594,0.7438043802240194,1,1.1,157,154,TRUE,TRUE,7,7
2020-05-21,0.9836612757122518,1.3890345934984087,0.5782879579260949,1,1.1,175,169,TRUE,FALSE,7,7
2020-05-22,0.9109601490351319,1.3157226992499091,0.5061975988203546,1,1.1,175,112,TRUE,FALSE,7,7
2020-05-23,1.0058241782362358,1.4943349819483585,0.5173133745241132,1,1.1,191,256,TRUE,TRUE,7,7
2020-05-24,1.1439013584563098,1.7093814572092727,0.5784212597033469,1,1.1,188,99,TRUE,TRUE,7,7
2020-05-25,1.1933143763148135,1.7337137412445147,0.6529150113851123,1,1.1,188,80,TRUE,TRUE,7,7
2020-05-26,1.1209795143769026,1.5826635746615665,0.6592954540922388,1,1.1,211,210,TRUE,TRUE,7,7
2020-05-27,1.0377131600396103,1.4517860037688375,0.6236403163103833,1,1.1,186,123,TRUE,TRUE,7,7
2020-05-28,1.0736786255173938,1.504783425704994,0.6425738253297937,1,1.1,187,235,TRUE,TRUE,7,7
2020-05-29,1.2377435834104396,1.7095603310985381,0.765926835722341,1,1.1,220,206,TRUE,TRUE,7,7
2020-05-30,1.346763958170342,1.840027791601183,0.8535001247395008,1,1.1,185,152,TRUE,TRUE,7,7
2020-05-31,1.2874865407875695,1.7856431080299147,0.7893299735452244,1,1.1,224,127,TRUE,TRUE,7,7
2020-06-01,1.081179279643156,1.5602644100594014,0.6020941492269107,1,1.1,225,95,TRUE,TRUE,7,7
2020-06-02,0.9675916342528138,1.4276327848663262,0.5075504836393013,1,1.1,251,235,TRUE,FALSE,7,7
2020-06-03,1.0397511092517602,1.5087119355822036,0.5707902829213168,1,1.1,227,277,TRUE,TRUE,7,7
2020-06-04,1.2261478111384359,1.718848622133933,0.7334470001429387,1,1.1,231,256,TRUE,TRUE,7,7
2020-06-05,1.353155497428349,1.8978334185983192,0.8084775762583789,1,1.1,249,157,TRUE,TRUE,7,7
2020-06-06,1.2633520925588957,1.9418223111342612,0.5848818739835301,1,1.1,218,223,TRUE,TRUE,7,7
2020-06-07,1.0107585941726005,1.7334027583997038,0.2881144299454972,1,1.1,268,139,TRUE,TRUE,7,7
2020-06-08,0.7552107932832496,1.3411174693557735,0.1693041172107257,1,1.1,252,107,TRUE,FALSE,7,7
2020-06-09,0.6126596321333249,1.0034731537909114,0.22184611047573832,1,1.1,273,411,FALSE,FALSE,7,7
2020-06-10,0.6039520428993376,0.8841360708869075,0.3237680149117677,1,1.1,293,204,FALSE,FALSE,7,7
2020-06-11,0.7601603912153383,1.0674661867232997,0.4528545957073769,1,1.1,270,275,FALSE,FALSE,7,7
2020-06-12,1.1460237049490916,1.6112223565931376,0.6808250533050455,1,1.1,280,275,TRUE,TRUE,7,7
2020-06-13,1.6731450507956567,2.3531098635859378,0.9931802380053757,1,1.1,277,231,TRUE,TRUE,7,7
2020-06-14,2.054643760163285,2.8746217699758954,1.234665750350675,1,1.1,292,183,FALSE,TRUE,7,7
2020-06-15,1.9749848704821598,2.7439846295713886,1.205985111392931,1,1.1,304,153,FALSE,TRUE,7,7
2020-06-16,1.6102533517312805,2.248088948245305,0.9724177552172558,1,1.1,347,281,TRUE,TRUE,7,7
2020-06-17,1.2306890883501902,1.8189846302936838,0.6423935464066967,1,1.1,323,233,TRUE,TRUE,7,7
2020-06-18,0.9565451898303627,1.55183700739779,0.3612533722629354,1,1.1,303,377,TRUE,FALSE,7,7
2020-06-19,0.7756546558261169,1.3105170174446867,0.2407922942075471,1,1.1,344,255,TRUE,FALSE,7,7
2020-06-20,0.6523121435886636,1.0919085047792714,0.21271578239805594,1,1.1,330,236,FALSE,FALSE,7,7
2020-06-21,0.5821527213025997,0.9819504440860474,0.18235499851915188,1,1.1,342,223,FALSE,FALSE,7,7
2020-06-22,0.5962746559231605,0.9966077594020866,0.19594155244423445,1,1.1,373,184,FALSE,FALSE,7,7
2020-06-23,0.8122687905854363,1.2556730136681815,0.36886456750269125,1,1.1,353,488,TRUE,FALSE,7,7
2020-06-24,1.3654583804325813,1.9501653448326473,0.7807514160325153,1,1.1,376,367,TRUE,TRUE,7,7
2020-06-25,2.19247233672694,2.965002456014646,1.419942217439234,1,1.1,361,395,FALSE,TRUE,7,7
2020-06-26,2.6736128139323543,3.5108115229959673,1.8364141048687412,1,1.1,358,311,FALSE,TRUE,7,7
2020-06-27,2.321322599860074,3.0798366518716636,1.5628085478484846,1,1.1,387,267,FALSE,TRUE,7,7
2020-06-28,1.48984492116201,2.1046897619603966,0.8750000803636235,1,1.1,400,176,TRUE,TRUE,7,7
2020-06-29,0.8059440965812295,1.2549491829243393,0.35693901023811964,1,1.1,420,171,TRUE,FALSE,7,7
2020-06-30,0.4240252544226207,0.7337375325827042,0.11431297626253706,1,1.1,398,507,FALSE,FALSE,7,7
2020-07-01,0.280827211171547,0.5284658122754372,0.033188610067656804,1,1.1,422,372,FALSE,FALSE,7,7
2020-07-02,0.29332242785290646,0.5691592920646786,0.01748556364113435,1,1.1,408,568,FALSE,FALSE,7,7
2020-07-03,0.4670810793123974,0.8546824567728972,0.07947970185189757,1,1.1,443,536,FALSE,FALSE,7,7
2020-07-04,0.8275968811727622,1.3868396113191312,0.26835415102639315,1,1.1,431,460,TRUE,FALSE,7,7
2020-07-05,1.3363254458442742,2.093842413675203,0.5788084780133456,1,1.1,447,174,TRUE,TRUE,7,7
2020-07-06,1.8039430850584015,2.6927316472574327,0.9151545228593704,1,1.1,462,220,TRUE,TRUE,7,7
2020-07-07,2.129753604669415,3.0619821792240773,1.1975250301147526,1,1.1,479,464,FALSE,TRUE,7,7
2020-07-08,2.3527854037356533,3.3351542406641057,1.3704165668072008,1,1.1,460,440,FALSE,TRUE,7,7
2020-07-09,2.402802475303022,3.3654016555811044,1.44020329502494,1,1.1,506,504,FALSE,TRUE,7,7
2020-07-10,2.185295801537228,2.9718018605605456,1.3987897425139104,1,1.1,547,438,FALSE,TRUE,7,7
2020-07-11,1.6644258331442399,2.304226449653968,1.0246252166345118,1,1.1095238095238096,541,319,TRUE,TRUE,7,7
2020-07-12,1.0582246499761416,1.6012715588913466,0.5151777410609366,1,1.119047619047619,583,251,TRUE,TRUE,7,7
2020-07-13,0.5850671145532336,0.9850136074181151,0.18512062168835203,1,1.1285714285714286,568,251,FALSE,FALSE,7,7
2020-07-14,0.3310976843250892,0.6059973961954574,0.05619797245472097,1,1.1380952380952383,579,690,FALSE,FALSE,7,7
2020-07-15,0.27892328853940035,0.5142895241650747,0.04355705291372597,1,1.1476190476190478,586,526,FALSE,FALSE,7,7
2020-07-16,0.40676631647448697,0.692511895701514,0.12102073724746004,1,1.1571428571428573,641,849,FALSE,FALSE,7,7
2020-07-17,0.8213789015073351,1.2354853104227455,0.40727249259192455,1,1.1666666666666667,628,858,TRUE,FALSE,7,7
2020-07-18,1.5927864409066086,2.241291191209148,0.9442816906040692,1,1.1761904761904762,645,466,TRUE,TRUE,7,7
2020-07-19,2.306147453836762,3.2647712280755328,1.3475236795979915,1,1.1857142857142857,705,278,FALSE,TRUE,7,7
2020-07-20,2.3630917460909484,3.434385238364599,1.291798253817298,1,1.1952380952380952,720,263,FALSE,TRUE,7,7
2020-07-21,1.94961975994757,2.8167819434764327,1.0824575764187072,1,1.204761904761905,760,742,TRUE,TRUE,7,7
2020-07-22,1.6227390820873377,2.268224180071327,0.9772539841033484,1,1.2142857142857144,771,653,TRUE,TRUE,7,7
2020-07-23,1.4599905143359573,2.0549925509047684,0.864988477767146,1,1.223809523809524,820,567,TRUE,TRUE,7,7
2020-07-24,1.2996228394431675,1.9173189817920955,0.6819266970942396,1,1.2333333333333334,891,769,TRUE,TRUE,7,7
2020-07-25,1.0686590603485335,1.6744648529949047,0.4628532677021624,1,1.2428571428571429,891,650,TRUE,TRUE,7,7
2020-07-26,0.815784991102819,1.352265405054899,0.27930457715073886,1,1.2523809523809524,935,373,TRUE,FALSE,7,7
2020-07-27,0.6366054980308292,1.0736556616611659,0.19955533440049245,1,1.2619047619047619,1022,397,FALSE,FALSE,7,7
2020-07-28,0.5921022932501463,0.9542301688836355,0.22997441761665705,1,1.2714285714285714,1080,1274,FALSE,FALSE,7,7
2020-07-29,0.7172884517791017,1.0826632808055887,0.3519136227526148,1,1.280952380952381,1114,795,FALSE,FALSE,7,7
2020-07-30,1.0495424063611574,1.563467893385812,0.5356169193365028,1,1.2904761904761906,1251,985,TRUE,TRUE,7,7
2020-07-31,1.6402919541867,2.4516503456159287,0.8289335627574713,1,1.3,1294,717,TRUE,TRUE,7,7
2020-08-01,2.323796248150058,3.409188169021748,1.2384043272783682,1,1.3,1337,982,TRUE,TRUE,7,7
2020-08-02,2.552238794115182,3.7063635270776585,1.3981140611527054,1,1.3,1484,851,FALSE,TRUE,7,7
2020-08-03,2.138245809665474,3.063106330164434,1.2133852891665147,1,1.3,1495,374,TRUE,TRUE,7,7
2020-08-04,1.507413828894908,2.0782759952406265,0.9365516625491896,1,1.3,1571,1174,TRUE,TRUE,7,7
2020-08-05,1.0572675575253176,1.4283905764276628,0.6861445386229725,1,1.3,1740,1095,TRUE,TRUE,7,7
2020-08-06,0.8439567982470219,1.1834294253650235,0.5044841711290202,1,1.3,1805,985,FALSE,FALSE,7,7
2020-08-07,0.7822660613552322,1.159202476557049,0.40532964615341543,1,1.3,1886,1353,FALSE,FALSE,7,7
2020-08-08,0.817981179179264,1.2503634132996058,0.38559894505892234,1,1.3,2013,1493,FALSE,FALSE,7,7
2020-08-09,0.9096078813731664,1.3678114812421656,0.4514042815041673,1,1.3,2104,1015,TRUE,FALSE,7,7
2020-08-10,1.0492280267717715,1.4910057520940794,0.6074503014494637,1,1.280952380952381,2287,589,TRUE,TRUE,7,7
2020-08-11,1.277394861151271,1.713180026863291,0.8416096954392511,1,1.2619047619047619,2392,2266,TRUE,TRUE,7,7
2020-08-12,1.593407217911168,2.1162561224336245,1.0705583133887115,1,1.2428571428571429,2407,1971,TRUE,TRUE,7,7
2020-08-13,1.8649669968263747,2.5450346813057685,1.1848993123469806,1,1.223809523809524,2458,1193,TRUE,TRUE,7,7
2020-08-14,1.936553286514301,2.67031400773271,1.2027925652958917,1,1.2047619047619047,2602,1429,TRUE,TRUE,7,7
2020-08-15,1.7209216960988867,2.392668360869243,1.0491750313285304,1,1.1857142857142857,2715,2054,TRUE,TRUE,7,7
2020-08-16,1.352245997145324,1.965772914301605,0.738719079989043,1,1.1666666666666667,2796,1111,TRUE,TRUE,7,7
2020-08-17,1.0295784812984408,1.5504590905309594,0.5086978720659221,1,1.1476190476190475,2917,993,TRUE,TRUE,7,7
2020-08-18,0.9002262759756856,1.3198142014823067,0.4806383504690646,1,1.1285714285714286,2924,3117,TRUE,FALSE,7,7
2020-08-19,1.0021995539370778,1.3891562892423879,0.6152428186317678,1,1.1095238095238096,2964,2374,TRUE,TRUE,7,7
2020-08-20,1.2255690197644913,1.6356521659988283,0.8154858735301543,1,1.0904761904761906,2930,2455,TRUE,TRUE,7,7
2020-08-21,1.4030315861348501,1.8875451044951546,0.9185180677745458,1,1.0714285714285714,2964,2595,TRUE,TRUE,7,7
2020-08-22,1.3958613382027294,2.0277542594983164,0.7639684169071422,1,1.0523809523809524,3006,2692,TRUE,TRUE,7,7
2020-08-23,1.203247694179133,1.8765043234984766,0.5299910648597895,1,1.0333333333333332,2961,1479,TRUE,TRUE,7,7
2020-08-24,0.9523845790702018,1.4830303446015756,0.4217388135388279,1,1.0142857142857142,2951,1412,TRUE,FALSE,7,7
2020-08-25,0.7422086180967296,1.0876834196161118,0.3967338165773472,1,0.9952380952380953,2901,4753,TRUE,FALSE,7,7
2020-08-26,0.6210147728832685,0.9127706254867904,0.32925892027974646,1,0.9761904761904763,2984,2565,FALSE,FALSE,7,7
2020-08-27,0.6003099136867687,0.9321914677438206,0.26842835962971673,1,0.9571428571428572,2894,2576,FALSE,FALSE,7,7
2020-08-28,0.6888801658263012,1.0674925045142345,0.31026782713836776,1,0.9380952380952381,2766,4358,TRUE,FALSE,7,7
2020-08-29,0.8674188771404465,1.2856086096158694,0.44922914466502356,1,0.9190476190476191,2670,3601,TRUE,FALSE,7,7
2020-08-30,1.0281522031475128,1.4663892173677058,0.5899151889273198,1,0.9,2614,2400,TRUE,TRUE,7,7
2020-08-31,1.0595508021662965,1.4833633444916958,0.6357382598408972,1,0.9,2641,1677,TRUE,TRUE,7,7
2020-09-01,0.9982423013050007,1.390861564648612,0.6056230379613895,1,0.9,2478,3187,TRUE,FALSE,7,7
2020-09-02,0.9870401898364282,1.41508260461079,0.5589977750620663,1,0.9,2493,3536,TRUE,FALSE,7,7
2020-09-03,1.0832968285607663,1.6652198823092699,0.5013737748122626,1,0.9,2333,3625,TRUE,TRUE,7,7
2020-09-04,1.2513134208312753,1.9636275812102753,0.5389992604522753,1,0.9,2375,3015,TRUE,TRUE,7,7
2020-09-05,1.3369874619910176,2.0308870698851846,0.6430878540968508,1,0.9,2403,3377,TRUE,TRUE,7,7
2020-09-06,1.2041573304564845,1.8484842963774932,0.5598303645354757,1,0.9,2294,1597,TRUE,TRUE,7,7
2020-09-07,0.8965318114699803,1.4292358839139665,0.3638277390259941,1,0.9,2177,1286,TRUE,FALSE,7,7
2020-09-08,0.5928757908539458,0.9603883713060128,0.22536321040187873,1,0.9,2183,4792,TRUE,FALSE,7,7
2020-09-09,0.4284735493370049,0.6891699209761823,0.16777717769782735,1,0.9,2155,2901,FALSE,FALSE,7,7
2020-09-10,0.40764604506865,0.642755757036021,0.17253633310127905,1,0.9,2034,2660,FALSE,FALSE,7,7
2020-09-11,0.5258550866785435,0.8034990151469413,0.24821115821014572,1,0.9,2040,3629,FALSE,FALSE,7,7
2020-09-12,0.7668644772316411,1.1410889123658703,0.3926400420974118,1,0.9,2066,2811,TRUE,FALSE,7,7
2020-09-13,1.0610060412274624,1.543133226962965,0.5788788554919598,1,0.9,1953,1489,TRUE,TRUE,7,7
2020-09-14,1.328504539241088,1.8966478894062186,0.7603611890759573,1,0.9,1996,1229,TRUE,TRUE,7,7
2020-09-15,1.6316780698689315,2.2594782511344698,1.0038778886033932,1,0.9,1936,4268,FALSE,TRUE,7,7
2020-09-16,1.9818111834052006,2.62804539870006,1.3355769681103413,1,0.9,1833,2539,FALSE,TRUE,7,7
2020-09-17,1.9969415080788737,2.7184181694227356,1.2754648467350118,1,0.9,1820,2022,FALSE,TRUE,7,7
2020-09-18,1.5284060425949004,2.3437064447490186,0.7131056404407822,1,0.9,1743,2165,TRUE,TRUE,7,7
2020-09-19,0.8784881018794616,1.6034930687551894,0.15348313500373378,1,0.9,1782,1797,TRUE,FALSE,7,7
2020-09-20,0.43835355946523513,0.9792209491064916,0,1,0.9,1684,1146,TRUE,FALSE,7,7
2020-09-21,0.25898959541675826,0.6214390811371675,0,1,0.9,1693,1263,FALSE,FALSE,7,7
2020-09-22,0.23664605835182734,0.47716359978429573,0,1,0.9,1628,5947,FALSE,FALSE,7,7
2020-09-23,0.323737258484431,0.5243098981612901,0.12316461880757193,1,0.9,1582,2680,FALSE,FALSE,7,7
2020-09-24,0.5199648006650645,0.774587937545814,0.2653416637843149,1,0.9,1489,1532,FALSE,FALSE,7,7
2020-09-25,0.8238413789602356,1.2211463904000488,0.4265363675204223,1,0.9,1497,2457,TRUE,FALSE,7,7
2020-09-26,1.1397594442890295,1.7404144613707118,0.5391044272073474,1,0.9,1473,2475,TRUE,TRUE,7,7
