date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate
2020-02-10,2.399255660157856,2.7863483752901925,2.0121629450255196,1
2020-02-11,2.3420593963809986,2.7320735870269592,1.9520452057350377,1
2020-02-12,2.3146045533560047,2.7072543607494044,1.9219547459626052,1
2020-02-13,2.2975806871073985,2.6906117074390252,1.9045496667757718,1
2020-02-14,2.3003168888470906,2.6927238301863077,1.9079099475078736,1
2020-02-15,2.3386983620379276,2.725249097565034,1.952147626510821,1
2020-02-16,2.4100753198958174,2.7897859874741795,2.030364652317455,1
2020-02-17,2.484548335520452,2.859774918953049,2.109321752087855,1
2020-02-18,2.531942396248783,2.8987319235296933,2.1651528689678727,1
2020-02-19,2.5453705012699923,2.898042896108324,2.1926981064316604,1
2020-02-20,2.509077974144146,2.841942891019946,2.176213057268346,1
2020-02-21,2.416188200176088,2.721747703309365,2.110628697042811,1
2020-02-22,2.290131308990048,2.5697037224459267,2.010558895534169,1
2020-02-23,2.170605396022359,2.4370801194412213,1.9041306726034968,1
2020-02-24,2.0741271635341545,2.340414147872865,1.8078401791954437,1
2020-02-25,1.9864875778287947,2.2596757061572506,1.713299449500339,1
2020-02-26,1.892490092339369,2.1716831836262838,1.613297001052454,1
2020-02-27,1.7916451383886465,2.0670157638199664,1.5162745129573265,1
2020-02-28,1.688301196389996,1.9485933269182052,1.428009065861787,1
2020-02-29,1.5854084373900423,1.824023130528687,1.3467937442513978,1
2020-03-01,1.4876770295806254,1.7021736949082782,1.2731803642529727,1
2020-03-02,1.4047212826337152,1.5967509547853511,1.2126916104820793,1
2020-03-03,1.3385271449781238,1.5160176897352082,1.1610366002210393,1
2020-03-04,1.2808545268803262,1.4537768601323517,1.1079321936283006,1
2020-03-05,1.223109860284157,1.3982254756140902,1.0479942449542239,1
2020-03-06,1.1651876837769948,1.3464521255352297,0.9839232420187598,1
2020-03-07,1.112185922675203,1.299801959573717,0.9245698857766893,1
2020-03-08,1.0646974473015638,1.2541885514449,0.8752063431582275,1
2020-03-09,1.021511952778977,1.2077299327242037,0.8352939728337505,1
2020-03-10,0.9819570930087858,1.1607564863923403,0.8031576996252312,1
2020-03-11,0.9448298806480689,1.1106312708626682,0.7790284904334697,1
2020-03-12,0.9051427106097525,1.0535993036187246,0.7566861176007805,1
2020-03-13,0.858890240912056,0.991677455665156,0.72610302615895606,1
2020-03-14,0.8089444439217803,0.9324388511270552,0.6854500367165055,1
2020-03-15,0.763398138968118,0.8847771384091403,0.6420191395270958,1
2020-03-16,0.7267695389386474,0.8526121883009391,0.6009268895763556,1
2020-03-17,0.6966904805142854,0.8306211762418005,0.5627597847867702,1
2020-03-18,0.6689956808759401,0.8106146509737322,0.527376710778148,1
2020-03-19,0.6424399604691063,0.7893749097463212,0.4955050111918915,1
2020-03-20,0.6159877749340963,0.7647989548771384,0.46717659499105413,1
2020-03-21,0.5871613522522241,0.7337709554815395,0.4405517490229088,1
2020-03-22,0.5557055768287918,0.6970158893718691,0.4143952642857146,1
2020-03-23,0.5282017560480644,0.6629163645086162,0.3934871475875125,1
2020-03-24,0.5126196722600542,0.640957451980484,0.3842818925396244,1
2020-03-25,0.5101785943752644,0.6342175054648514,0.38613968328567727,1
2020-03-26,0.5164629358191136,0.6393960695439591,0.39352980209426813,1
2020-03-27,0.5254481248884082,0.6495612783171901,0.40133497145962627,1
2020-03-28,0.5349670790153545,0.6616068699174515,0.4083272881132574,1
2020-03-29,0.5447734787655464,0.6754692893458816,0.41407766818521125,1
2020-03-30,0.5553719562069095,0.6916226143550543,0.4191212980587646,1
2020-03-31,0.5665567223041903,0.709648035770159,0.4234654088382216,1
2020-04-01,0.5785247991547003,0.7285669847291434,0.4284826135802573,1
2020-04-02,0.5916187886150653,0.7461768838692133,0.43706069336091735,1
2020-04-03,0.6050631361847874,0.7604060647695987,0.44972020759997605,1
2020-04-04,0.6161859716055963,0.7698252048580418,0.46254673835315074,1
2020-04-05,0.6230482899215101,0.774779325278539,0.47131725456448115,1
2020-04-06,0.6268550023523906,0.7791935402800896,0.4745164644246915,1
2020-04-07,0.6299515217834054,0.7876846345877994,0.47221840897901146,1
2020-04-08,0.6334495206900871,0.8008567645369193,0.46604227684325483,1
2020-04-09,0.6359668161516384,0.8142670517412125,0.4576665805620644,1
2020-04-10,0.6345025628133095,0.8199660448084105,0.44903908081820854,1
2020-04-11,0.6277283866017496,0.8146510893285032,0.44080568387499597,1
2020-04-12,0.6191938224603748,0.8032509955444033,0.43513664937634633,1
2020-04-13,0.615824132515974,0.7963789589256473,0.43526930610630077,1
2020-04-14,0.6206996611323461,0.8012332217498229,0.44016610051486926,1
2020-04-15,0.6302120266740365,0.8144757423030156,0.44594831104505755,1
2020-04-16,0.6384477449777153,0.8251602028114833,0.4517352871439473,1
2020-04-17,0.6438518444871422,0.8297310877236874,0.45797260125059686,1
2020-04-18,0.6470618310503872,0.8323196039291608,0.4618040581716135,1
2020-04-19,0.6492082843087336,0.8382814880669855,0.4601350805504816,1
2020-04-20,0.6513529387465682,0.8493949665868351,0.45331091090630127,1
2020-04-21,0.6570263807154915,0.8657123769756349,0.4483403844553481,1
2020-04-22,0.6690973670841169,0.885231560605151,0.4529631735630829,1
2020-04-23,0.6857888609080224,0.9032930932245538,0.46828462859149106,1
2020-04-24,0.7016037244015548,0.9126442387089989,0.49056321009411075,1
2020-04-25,0.7135029826997193,0.9105871490919377,0.516418816307501,1
2020-04-26,0.724576828793523,0.9045097866645995,0.5446438709224466,1
2020-04-27,0.7391974225112551,0.9041747683192205,0.5742200767032897,1
2020-04-28,0.7597852490918792,0.915876815934242,0.6036936822495164,1
2020-04-29,0.7850494498046743,0.9410863973127129,0.6290125022966356,1
2020-04-30,0.8114256981406827,0.9763416773527496,0.6465097189286158,1
2020-05-01,0.8338218393434398,1.0132757048571832,0.6543679738296964,1
2020-05-02,0.8511880459923508,1.0461210392784641,0.6562550527062374,1
2020-05-03,0.8702658855013828,1.077803854409756,0.6627279165930098,1
2020-05-04,0.9038580004565708,1.1193621671385081,0.6883538337746334,1
2020-05-05,0.9579461412099536,1.175567736463689,0.7403245459562183,1
2020-05-06,1.0249905430231192,1.2361035411200865,0.8138775449261519,1
2020-05-07,1.0852952407368557,1.280641821253546,0.8899486602201654,1
2020-05-08,1.1241318403279472,1.2991653179171365,0.9490983627387579,1
2020-05-09,1.1408446952065794,1.300222757116434,0.9814666332967248,1
2020-05-10,1.1425473835283306,1.3014804818406784,0.9836142852159828,1
2020-05-11,1.1335941973837373,1.3082612517531589,0.9589271430143158,1
2020-05-12,1.117072955553591,1.31262013928669,0.9215257718204919,1
2020-05-13,1.1004935117766266,1.3111593727227142,0.8898276508305389,1
2020-05-14,1.088777095676434,1.3027646874128904,0.8747895039399776,1
2020-05-15,1.0749779044061334,1.2781355857764374,0.8718202230358293,1
2020-05-16,1.0511093102194595,1.2330796772964787,0.8691389431424403,1
2020-05-17,1.020389907862484,1.1786481665768482,0.86213164914812,1
2020-05-18,0.9933649648082353,1.1327427362023936,0.853987193414077,1
2020-05-19,0.9752976490960091,1.105104809108846,0.8454904890831721,1
2020-05-20,0.9638917225806296,1.093191269201568,0.8345921759596913,1
2020-05-21,0.9597157728136592,1.0941309165611914,0.8253006290661269,1
2020-05-22,0.965983240316723,1.1073258217138826,0.8246406589195634,1
2020-05-23,0.9835968224668691,1.130220585762409,0.8369730591713291,1
2020-05-24,1.0090384039378912,1.1577628153955644,0.8603139924802182,1
2020-05-25,1.0387830305303478,1.1877516907461938,0.8898143703145018,1
2020-05-26,1.0714468054014628,1.2195910279274005,0.9233025828755251,1
2020-05-27,1.1044253182964208,1.250381588330072,0.9584690482627696,1
2020-05-28,1.131424555987165,1.274856047403839,0.9879930645704909,1
2020-05-29,1.1475442706214325,1.2888633344963907,1.0062252067464743,1
2020-05-30,1.1546871808176131,1.2941930060210138,1.0151813556142124,1
2020-05-31,1.1609238233704573,1.3004191156468572,1.0214285310940574,1
2020-06-01,1.1715730769172699,1.3148444465956075,1.0283017072389322,1
2020-06-02,1.1848904719402518,1.334840208648205,1.0349407352322986,1
2020-06-03,1.1958819808780907,1.3523245484576678,1.0394394132985136,1
2020-06-04,1.2014723278161306,1.3611675694177188,1.0417770862145423,1
2020-06-05,1.2001241293329985,1.3587419599929764,1.0415062986730206,1
2020-06-06,1.1903175447913277,1.344182373808512,1.0364527157741434,1
2020-06-07,1.1729987917722537,1.319366287593997,1.0266312959505104,1
2020-06-08,1.153775317642725,1.2915853224116065,1.0159653128738435,1
2020-06-09,1.1370496201703433,1.2683174442163736,1.005781796124313,1
2020-06-10,1.1215061156765846,1.2489766175594226,0.9940356137937468,1
2020-06-11,1.1031271515248622,1.2280549419166336,0.9781993611330908,1
2020-06-12,1.0821581221086982,1.2064401815412331,0.9578760626761633,1
2020-06-13,1.0627061664402673,1.188846285151983,0.9365660477285516,1
2020-06-14,1.0461993959322549,1.17567948334946,0.9167193085150498,1
2020-06-15,1.0316478796949526,1.1650021143573506,0.8982936450325547,1
2020-06-16,1.0187684016606693,1.1552547643761089,0.8822820389452297,1
2020-06-17,1.0092519540847942,1.1465061855896377,0.8719977225799508,1
2020-06-18,1.0040560826153073,1.1398505728110564,0.8682615924195582,1
2020-06-19,1.0029193226834265,1.1360963889227433,0.8697422564441097,1
2020-06-20,1.0067856612523463,1.1377838261229467,0.8757874963817458,1
2020-06-21,1.0201439734127318,1.1512234549075309,0.8890644919179328,1
2020-06-22,1.0468776022102093,1.18044597659526,0.9133092278251588,1
2020-06-23,1.0854212705873405,1.2229975075067223,0.9478450336679587,1
2020-06-24,1.124173610229552,1.2659096824076541,0.98243753805145,1
2020-06-25,1.1508753616936223,1.2945604151510148,1.0071903082362297,1
2020-06-26,1.1631022987113737,1.3050631840845242,1.0211414133382233,1
2020-06-27,1.1694148196888718,1.3070415183464805,1.0317881210312632,1
2020-06-28,1.1783728542637397,1.3114092909107864,1.045336417616693,1
2020-06-29,1.191520820023743,1.3231111587805011,1.059930481266985,1
