date,median_R_mean,median_R_highHPD,median_R_lowHPD,est_infections,sd_infections,replicate
2020-02-10,2.7211761988332976,3.08899159415418,2.353360803512415,347.84091569353524,31.368107128541972,1
2020-02-11,2.525714815842466,2.8865884212007424,2.164841210484189,421.54596216229413,37.29732484714944,1
2020-02-12,2.3961781949614838,2.769763481826204,2.0225929080967635,517.7790260650199,46.096346080694886,1
2020-02-13,2.33246461764979,2.723985000879636,1.9409442344199437,641.3845063278168,58.37356500630856,1
2020-02-14,2.3079615467663355,2.710429997305721,1.9054930962269498,786.0537745616708,74.58350903926454,1
2020-02-15,2.2976260508924486,2.692344497330425,1.9029076044544722,948.0717961103713,91.66066603164283,1
2020-02-16,2.2893970906679315,2.656611762016136,1.9221824193197272,1131.7350553429796,107.97966108684211,1
2020-02-17,2.2770561994378116,2.613736908317527,1.9403754905580963,1342.8870019335686,125.73538319916713,1
2020-02-18,2.276534861159969,2.586668424800952,1.9664012975189857,1602.4489040703259,142.09515787191518,1
2020-02-19,2.3071983128247635,2.593129541846823,2.021267083802704,1924.9187439508294,155.6206854407837,1
2020-02-20,2.368377972978351,2.644968512723378,2.091787433233324,2307.609675980851,174.59440330362034,1
2020-02-21,2.431861096172216,2.7199829233292987,2.1437392690151333,2756.408274411591,202.91126995125305,1
2020-02-22,2.4686506101548376,2.7754698186547153,2.16183140165496,3279.948093074272,244.27163979654145,1
2020-02-23,2.4721660410203765,2.796720232658514,2.147611849382239,3879.241301264634,308.18648791037987,1
2020-02-24,2.4271641586231847,2.757665526342519,2.09666279090385,4522.705189778816,378.3792081656963,1
2020-02-25,2.327186427292238,2.642955802151995,2.0114170524324804,5210.404274741762,440.75624319076326,1
2020-02-26,2.195103801408183,2.486401651996633,1.903805950819733,5995.783514975589,517.6953552399233,1
2020-02-27,2.0695431999953886,2.341993542642835,1.797092857347942,6905.129967410701,606.3776324149064,1
2020-02-28,1.9671411592204198,2.2298998073696485,1.704382511071191,7903.2117888633275,687.6318255249589,1
2020-02-29,1.8752262757815072,2.1385737603112758,1.6118787912517387,8951.189671325827,778.7380379595704,1
2020-03-01,1.780024269378678,2.049508074765626,1.5105404639917304,9934.896220351418,888.617016727839,1
2020-03-02,1.6812664157026358,1.9482299536190113,1.4143028777862603,10797.31681012514,987.9264786440948,1
2020-03-03,1.5827653303615603,1.8348977056010267,1.330632955122094,11588.599568616477,1074.8691491961886,1
2020-03-04,1.4867942946760853,1.7196055215357653,1.2539830678164052,12343.797895793248,1153.4702849087016,1
2020-03-05,1.3972238223486497,1.6115851929863085,1.182862451710991,13036.055189441522,1186.9172102445218,1
2020-03-06,1.3226414638176383,1.5217319293362206,1.123550998299056,13636.549870199908,1175.0303948522526,1
2020-03-07,1.2645979778386018,1.4564123473965642,1.0727836082806395,14098.007289075236,1187.4881643356139,1
2020-03-08,1.21492491758159,1.407036032630812,1.0228138025323679,14362.277814818088,1235.5222943803608,1
2020-03-09,1.164985764436028,1.3587019299287797,0.9712695989432762,14394.144390448306,1279.8307446508672,1
2020-03-10,1.1141708655035003,1.3071492784725958,0.9211924525344047,14182.15591206643,1325.7304379542716,1
2020-03-11,1.066985740829143,1.2564169594483503,0.8775545222099357,13798.237643713734,1360.2186325641542,1
2020-03-12,1.0238597321342982,1.2065427600676208,0.8411767042009755,13339.16936740402,1361.9024227937082,1
2020-03-13,0.983759685479882,1.157180970581854,0.8103384003779099,12877.990967367354,1341.4390547536584,1
2020-03-14,0.9463552243722646,1.1092954720793082,0.783414976665221,12363.963963466364,1296.1074429157227,1
2020-03-15,0.9107964480382909,1.0618234225167624,0.7597694735598193,11713.089663401839,1211.6126951152023,1
2020-03-16,0.872492120885715,1.011093941374161,0.7338903003972689,10932.410358481908,1116.0382827930496,1
2020-03-17,0.8277326077764423,0.9567794633159122,0.6986857522369724,10095.574045121362,1023.3200571352672,1
2020-03-18,0.7794250009814758,0.9052630189227051,0.6535869830402465,9226.417396892608,932.5366563070401,1
2020-03-19,0.7354596123818649,0.866345571581247,0.6045736531824827,8381.764476959668,870.5927930022353,1
2020-03-20,0.7002483060038603,0.8427354342566324,0.5577611777510882,7600.96305555395,833.4076713054277,1
2020-03-21,0.67161004545478,0.8257121258300602,0.5175079650794998,6880.243100623157,793.6880522482833,1
2020-03-22,0.6456260839899132,0.8052387181802392,0.48601344979958716,6216.5259004805785,754.5893213121419,1
2020-03-23,0.621138051521662,0.7779233298434243,0.46435277319989976,5584.703058047908,705.2927173267717,1
2020-03-24,0.5970874033397284,0.7428140249294277,0.45136078175002914,4952.367919888437,618.3211147357434,1
2020-03-25,0.5709203253167906,0.7010795840742992,0.44076106655928204,4340.266498080455,517.0590651738038,1
2020-03-26,0.5422241445719772,0.659953819785889,0.42449446935806545,3800.323626554351,434.5501551436147,1
2020-03-27,0.517316935657075,0.6317491134771264,0.4028847578370237,3348.958922908606,376.58924333366656,1
2020-03-28,0.5039998758449307,0.6236398927938246,0.38435985889603674,2977.4906122167313,347.37529966527075,1
2020-03-29,0.5035152826061461,0.6332443844185194,0.3737861807937728,2653.6238950108955,335.5671069875246,1
2020-03-30,0.5115850503696964,0.6521393299680531,0.37103077077133956,2356.6941307148218,321.35274573928314,1
2020-03-31,0.5222933290328549,0.6710895290870533,0.3734971289786564,2077.597822485679,303.5703560169607,1
2020-04-01,0.5334408675480008,0.6871968555960818,0.3796848794999198,1827.4945232907212,285.71406849333613,1
2020-04-02,0.5446551494639309,0.7007768390437762,0.3885334598840856,1616.6521723939518,264.7067716038997,1
