Re,infections,observations,date,replicate
2.5,100,0,2020-02-02,1
2.5,1,0,2020-02-03,1
2.5,31,0,2020-02-04,1
2.5,61,1,2020-02-05,1
2.5,61,6,2020-02-06,1
2.5,72,5,2020-02-07,1
2.5,94,7,2020-02-08,1
2.5,135,9,2020-02-09,1
2.5,165,10,2020-02-10,1
2.5,194,69,2020-02-11,1
2.5,248,35,2020-02-12,1
2.5,295,68,2020-02-13,1
2.5,358,33,2020-02-14,1
2.5,485,60,2020-02-15,1
2.5,557,55,2020-02-16,1
2.5,647,73,2020-02-17,1
2.5,866,168,2020-02-18,1
2.5,1103,168,2020-02-19,1
2.5,1288,225,2020-02-20,1
2.5,1594,270,2020-02-21,1
2.435483870967742,1984,416,2020-02-22,1
2.370967741935484,2414,340,2020-02-23,1
2.306451612903226,2765,195,2020-02-24,1
2.241935483870968,3343,681,2020-02-25,1
2.1774193548387095,3943,868,2020-02-26,1
2.1129032258064515,4541,1583,2020-02-27,1
2.0483870967741935,5476,1480,2020-02-28,1
1.9838709677419355,6050,1950,2020-02-29,1
1.9193548387096775,6878,1115,2020-03-01,1
1.8548387096774195,7866,548,2020-03-02,1
1.7903225806451613,8849,2693,2020-03-03,1
1.7258064516129032,9683,2931,2020-03-04,1
1.6612903225806452,10585,4151,2020-03-05,1
1.596774193548387,11464,3667,2020-03-06,1
1.532258064516129,12645,5268,2020-03-07,1
1.467741935483871,13252,2814,2020-03-08,1
1.403225806451613,14033,2229,2020-03-09,1
1.338709677419355,14426,9345,2020-03-10,1
1.2741935483870968,15065,8022,2020-03-11,1
1.2096774193548387,15301,15578,2020-03-12,1
1.1451612903225807,15071,10999,2020-03-13,1
1.0806451612903225,14973,10943,2020-03-14,1
1.0161290322580645,14587,4856,2020-03-15,1
0.9516129032258065,13921,6104,2020-03-16,1
0.8870967741935485,13222,17613,2020-03-17,1
0.8225806451612905,12052,14642,2020-03-18,1
0.7580645161290323,10900,16195,2020-03-19,1
0.6935483870967742,9706,17006,2020-03-20,1
0.6290322580645162,8251,11507,2020-03-21,1
0.564516129032258,7075,11563,2020-03-22,1
0.5,5724,5347,2020-03-23,1
0.5,4976,12297,2020-03-24,1
0.5,4506,20097,2020-03-25,1
0.5,4054,14482,2020-03-26,1
0.5,3512,10987,2020-03-27,1
0.5,3023,10692,2020-03-28,1
0.5,2723,6208,2020-03-29,1
0.5,2354,5778,2020-03-30,1
0.5,2065,16470,2020-03-31,1
0.5,1796,17236,2020-04-01,1
0.5095238095238095,1607,7178,2020-04-02,1
0.5190476190476191,1455,8739,2020-04-03,1
0.5285714285714286,1343,12345,2020-04-04,1
0.5380952380952381,1172,2632,2020-04-05,1
0.5476190476190476,1003,1950,2020-04-06,1
0.5571428571428572,949,9433,2020-04-07,1
0.5666666666666667,852,3797,2020-04-08,1
0.5761904761904761,785,3457,2020-04-09,1
0.5857142857142856,696,2567,2020-04-10,1
0.5952380952380952,676,2458,2020-04-11,1
0.6047619047619047,627,1472,2020-04-12,1
0.6142857142857142,502,879,2020-04-13,1
0.6238095238095238,534,2454,2020-04-14,1
0.6333333333333333,483,2912,2020-04-15,1
0.6428571428571428,478,1912,2020-04-16,1
0.6523809523809523,421,1650,2020-04-17,1
0.6619047619047619,368,1698,2020-04-18,1
0.6714285714285714,367,802,2020-04-19,1
0.6809523809523809,335,477,2020-04-20,1
0.6904761904761905,320,941,2020-04-21,1
0.7,291,843,2020-04-22,1
0.7,289,707,2020-04-23,1
0.7,247,740,2020-04-24,1
0.7,240,1136,2020-04-25,1
0.7,256,536,2020-04-26,1
0.7,203,177,2020-04-27,1
0.7,234,856,2020-04-28,1
0.7,166,498,2020-04-29,1
0.7,154,352,2020-04-30,1
0.7,179,399,2020-05-01,1
0.7363636363636363,138,464,2020-05-02,1
0.7727272727272727,159,232,2020-05-03,1
0.8090909090909091,142,121,2020-05-04,1
0.8454545454545455,160,423,2020-05-05,1
0.8818181818181818,129,350,2020-05-06,1
0.9181818181818182,136,238,2020-05-07,1
0.9545454545454546,152,286,2020-05-08,1
0.990909090909091,161,157,2020-05-09,1
1.0272727272727273,145,172,2020-05-10,1
1.0636363636363637,149,108,2020-05-11,1
1.1,144,166,2020-05-12,1
1.1,161,140,2020-05-13,1
1.1,162,312,2020-05-14,1
1.1,165,193,2020-05-15,1
1.1,152,243,2020-05-16,1
1.1,182,85,2020-05-17,1
1.1,173,58,2020-05-18,1
1.1,174,220,2020-05-19,1
1.1,157,154,2020-05-20,1
1.1,175,169,2020-05-21,1
1.1,175,112,2020-05-22,1
1.1,191,256,2020-05-23,1
1.1,188,99,2020-05-24,1
1.1,188,80,2020-05-25,1
1.1,211,210,2020-05-26,1
1.1,186,123,2020-05-27,1
1.1,187,235,2020-05-28,1
1.1,220,206,2020-05-29,1
1.1,185,152,2020-05-30,1
1.1,224,127,2020-05-31,1
1.1,225,95,2020-06-01,1
1.1,251,235,2020-06-02,1
1.1,227,277,2020-06-03,1
1.1,231,256,2020-06-04,1
1.1,249,157,2020-06-05,1
1.1,218,223,2020-06-06,1
1.1,268,139,2020-06-07,1
1.1,252,107,2020-06-08,1
1.1,273,411,2020-06-09,1
1.1,293,204,2020-06-10,1
1.1,270,275,2020-06-11,1
1.1,280,275,2020-06-12,1
1.1,277,231,2020-06-13,1
1.1,292,183,2020-06-14,1
1.1,304,153,2020-06-15,1
1.1,347,281,2020-06-16,1
1.1,323,233,2020-06-17,1
1.1,303,377,2020-06-18,1
1.1,344,255,2020-06-19,1
1.1,330,236,2020-06-20,1
1.1,342,223,2020-06-21,1
1.1,373,184,2020-06-22,1
1.1,353,488,2020-06-23,1
1.1,376,367,2020-06-24,1
1.1,361,395,2020-06-25,1
1.1,358,311,2020-06-26,1
1.1,387,267,2020-06-27,1
1.1,400,176,2020-06-28,1
1.1,420,171,2020-06-29,1
1.1,398,507,2020-06-30,1
1.1,422,372,2020-07-01,1
1.1,408,568,2020-07-02,1
1.1,443,536,2020-07-03,1
1.1,431,460,2020-07-04,1
1.1,447,174,2020-07-05,1
1.1,462,220,2020-07-06,1
1.1,479,464,2020-07-07,1
1.1,460,440,2020-07-08,1
1.1,506,504,2020-07-09,1
1.1,547,438,2020-07-10,1
1.1095238095238096,541,319,2020-07-11,1
1.119047619047619,583,251,2020-07-12,1
1.1285714285714286,568,251,2020-07-13,1
1.1380952380952383,579,690,2020-07-14,1
1.1476190476190478,586,526,2020-07-15,1
1.1571428571428573,641,849,2020-07-16,1
1.1666666666666667,628,858,2020-07-17,1
1.1761904761904762,645,466,2020-07-18,1
1.1857142857142857,705,278,2020-07-19,1
1.1952380952380952,720,263,2020-07-20,1
1.204761904761905,760,742,2020-07-21,1
1.2142857142857144,771,653,2020-07-22,1
1.223809523809524,820,567,2020-07-23,1
1.2333333333333334,891,769,2020-07-24,1
1.2428571428571429,891,650,2020-07-25,1
1.2523809523809524,935,373,2020-07-26,1
1.2619047619047619,1022,397,2020-07-27,1
1.2714285714285714,1080,1274,2020-07-28,1
1.280952380952381,1114,795,2020-07-29,1
1.2904761904761906,1251,985,2020-07-30,1
1.3,1294,717,2020-07-31,1
1.3,1337,982,2020-08-01,1
1.3,1484,851,2020-08-02,1
1.3,1495,374,2020-08-03,1
1.3,1571,1174,2020-08-04,1
1.3,1740,1095,2020-08-05,1
1.3,1805,985,2020-08-06,1
1.3,1886,1353,2020-08-07,1
1.3,2013,1493,2020-08-08,1
1.3,2104,1015,2020-08-09,1
1.280952380952381,2287,589,2020-08-10,1
1.2619047619047619,2392,2266,2020-08-11,1
1.2428571428571429,2407,1971,2020-08-12,1
1.223809523809524,2458,1193,2020-08-13,1
1.2047619047619047,2602,1429,2020-08-14,1
1.1857142857142857,2715,2054,2020-08-15,1
1.1666666666666667,2796,1111,2020-08-16,1
1.1476190476190475,2917,993,2020-08-17,1
1.1285714285714286,2924,3117,2020-08-18,1
1.1095238095238096,2964,2374,2020-08-19,1
1.0904761904761906,2930,2455,2020-08-20,1
1.0714285714285714,2964,2595,2020-08-21,1
1.0523809523809524,3006,2692,2020-08-22,1
1.0333333333333332,2961,1479,2020-08-23,1
1.0142857142857142,2951,1412,2020-08-24,1
0.9952380952380953,2901,4753,2020-08-25,1
0.9761904761904763,2984,2565,2020-08-26,1
0.9571428571428572,2894,2576,2020-08-27,1
0.9380952380952381,2766,4358,2020-08-28,1
0.9190476190476191,2670,3601,2020-08-29,1
0.9,2614,2400,2020-08-30,1
0.9,2641,1677,2020-08-31,1
0.9,2478,3187,2020-09-01,1
0.9,2493,3536,2020-09-02,1
0.9,2333,3625,2020-09-03,1
0.9,2375,3015,2020-09-04,1
0.9,2403,3377,2020-09-05,1
0.9,2294,1597,2020-09-06,1
0.9,2177,1286,2020-09-07,1
0.9,2183,4792,2020-09-08,1
0.9,2155,2901,2020-09-09,1
0.9,2034,2660,2020-09-10,1
0.9,2040,3629,2020-09-11,1
0.9,2066,2811,2020-09-12,1
0.9,1953,1489,2020-09-13,1
0.9,1996,1229,2020-09-14,1
0.9,1936,4268,2020-09-15,1
0.9,1833,2539,2020-09-16,1
0.9,1820,2022,2020-09-17,1
0.9,1743,2165,2020-09-18,1
0.9,1782,1797,2020-09-19,1
0.9,1684,1146,2020-09-20,1
0.9,1693,1263,2020-09-21,1
0.9,1628,5947,2020-09-22,1
0.9,1582,2680,2020-09-23,1
0.9,1489,1532,2020-09-24,1
0.9,1497,2457,2020-09-25,1
0.9,1473,2475,2020-09-26,1
0.9,1365,1918,2020-09-27,1
0.9,1309,775,2020-09-28,1
0.9,1339,2384,2020-09-29,1
0.9,1360,1577,2020-09-30,1
0.9,1241,1612,2020-10-01,1
0.9,1267,2045,2020-10-02,1
0.9,1207,1405,2020-10-03,1
0.9,1231,1251,2020-10-04,1
0.9,1213,758,2020-10-05,1
0.9,1160,1836,2020-10-06,1
0.9,1123,1382,2020-10-07,1
0.9,1103,966,2020-10-08,1
0.9095238095238095,1088,1549,2020-10-09,1
0.9190476190476191,1077,1308,2020-10-10,1
0.9285714285714286,993,1043,2020-10-11,1
0.9380952380952381,1037,800,2020-10-12,1
0.9476190476190477,1056,2162,2020-10-13,1
0.9571428571428572,1060,2469,2020-10-14,1
0.9666666666666667,997,1432,2020-10-15,1
0.9761904761904763,1047,895,2020-10-16,1
0.9857142857142858,1097,1169,2020-10-17,1
0.9952380952380953,1056,644,2020-10-18,1
1.0047619047619047,1001,691,2020-10-19,1
1.0142857142857142,1031,1791,2020-10-20,1
1.023809523809524,1100,2206,2020-10-21,1
1.0333333333333334,1066,946,2020-10-22,1
1.042857142857143,1027,1728,2020-10-23,1
1.0523809523809524,1049,733,2020-10-24,1
1.061904761904762,1062,504,2020-10-25,1
1.0714285714285716,1158,621,2020-10-26,1
1.080952380952381,1177,1769,2020-10-27,1
1.0904761904761906,1163,1086,2020-10-28,1
1.1,1220,1181,2020-10-29,1
1.1,1248,1013,2020-10-30,1
1.1,1238,1129,2020-10-31,1
1.1,1225,810,2020-11-01,1
1.1,1286,531,2020-11-02,1
1.1,1329,1626,2020-11-03,1
1.1,1273,1871,2020-11-04,1
1.1,1433,999,2020-11-05,1
1.1,1404,1160,2020-11-06,1
1.1,1348,1221,2020-11-07,1
1.1,1500,656,2020-11-08,1
1.1,1485,819,2020-11-09,1
1.1,1520,1701,2020-11-10,1
1.1,1573,1876,2020-11-11,1
1.1,1621,1928,2020-11-12,1
1.1,1649,2196,2020-11-13,1
1.1,1602,1335,2020-11-14,1
1.1,1738,1195,2020-11-15,1
1.1,1796,566,2020-11-16,1
1.1,1791,2496,2020-11-17,1
1.0857142857142859,1838,2002,2020-11-18,1
1.0714285714285716,1881,1752,2020-11-19,1
1.0571428571428572,1857,1569,2020-11-20,1
1.042857142857143,1873,1314,2020-11-21,1
1.0285714285714287,1944,747,2020-11-22,1
1.0142857142857145,1888,952,2020-11-23,1
1,1858,3136,2020-11-24,1
0.9857142857142858,1846,1535,2020-11-25,1
0.9714285714285715,1855,2459,2020-11-26,1
0.9571428571428572,1802,2507,2020-11-27,1
0.942857142857143,1720,2324,2020-11-28,1
0.9285714285714286,1607,914,2020-11-29,1
0.9142857142857144,1682,724,2020-11-30,1
0.9000000000000001,1541,3061,2020-12-01,1
0.8857142857142858,1521,2821,2020-12-02,1
0.8714285714285714,1439,2612,2020-12-03,1
0.8571428571428572,1422,2371,2020-12-04,1
0.842857142857143,1325,2238,2020-12-05,1
0.8285714285714286,1276,1301,2020-12-06,1
0.8142857142857143,1240,633,2020-12-07,1
0.8,1119,1987,2020-12-08,1
0.8,1087,2106,2020-12-09,1
0.8,1037,3294,2020-12-10,1
0.8,1073,3449,2020-12-11,1
0.8,930,1396,2020-12-12,1
0.8,896,638,2020-12-13,1
0.8,842,650,2020-12-14,1
0.8,836,1256,2020-12-15,1
0.8,771,1163,2020-12-16,1
0.8,708,1111,2020-12-17,1
0.8,749,1765,2020-12-18,1
0.8,655,1221,2020-12-19,1
0.8,612,519,2020-12-20,1
0.8,582,413,2020-12-21,1
0.8,607,1219,2020-12-22,1
0.8,547,978,2020-12-23,1
0.8,543,1139,2020-12-24,1
0.8,485,906,2020-12-25,1
0.8,471,1218,2020-12-26,1
0.8,447,611,2020-12-27,1
0.8,444,434,2020-12-28,1
0.8,384,1395,2020-12-29,1
0.8,412,1277,2020-12-30,1
0.8,371,533,2020-12-31,1
0.8,366,672,2021-01-01,1
0.8,364,672,2021-01-02,1
0.8,327,470,2021-01-03,1
0.8,333,330,2021-01-04,1
0.8,303,614,2021-01-05,1
0.8,306,421,2021-01-06,1
0.8076923076923077,304,790,2021-01-07,1
0.8153846153846154,285,518,2021-01-08,1
0.8230769230769232,243,295,2021-01-09,1
0.8307692307692308,271,330,2021-01-10,1
0.8384615384615385,267,288,2021-01-11,1
0.8461538461538461,261,375,2021-01-12,1
0.8538461538461539,253,323,2021-01-13,1
0.8615384615384616,255,345,2021-01-14,1
0.8692307692307693,252,580,2021-01-15,1
0.8769230769230769,238,549,2021-01-16,1
0.8846153846153847,245,213,2021-01-17,1
0.8923076923076924,210,168,2021-01-18,1
0.9,222,463,2021-01-19,1
0.9076923076923077,219,234,2021-01-20,1
0.9153846153846155,211,350,2021-01-21,1
0.9230769230769231,170,251,2021-01-22,1
0.9307692307692308,232,327,2021-01-23,1
0.9384615384615385,213,167,2021-01-24,1
0.9461538461538461,209,180,2021-01-25,1
0.9538461538461539,194,299,2021-01-26,1
0.9615384615384616,179,307,2021-01-27,1
0.9692307692307692,226,249,2021-01-28,1
0.976923076923077,200,270,2021-01-29,1
0.9846153846153847,223,354,2021-01-30,1
0.9923076923076923,203,122,2021-01-31,1
1,222,78,2021-02-01,1
1,204,247,2021-02-02,1
1,211,361,2021-02-03,1
1,205,385,2021-02-04,1
1,207,232,2021-02-05,1
1,217,219,2021-02-06,1
1,220,83,2021-02-07,1
1,213,115,2021-02-08,1
1,199,246,2021-02-09,1
2.5,100,0,2020-02-02,2
2.5,6,0,2020-02-03,2
2.5,33,0,2020-02-04,2
2.5,44,5,2020-02-05,2
2.5,75,8,2020-02-06,2
2.5,70,12,2020-02-07,2
2.5,86,13,2020-02-08,2
2.5,128,11,2020-02-09,2
2.5,129,7,2020-02-10,2
2.5,192,42,2020-02-11,2
2.5,228,35,2020-02-12,2
2.5,265,98,2020-02-13,2
2.5,320,57,2020-02-14,2
2.5,439,51,2020-02-15,2
2.5,535,38,2020-02-16,2
2.5,627,57,2020-02-17,2
2.5,784,151,2020-02-18,2
2.5,1003,176,2020-02-19,2
2.5,1203,313,2020-02-20,2
2.5,1498,250,2020-02-21,2
2.435483870967742,1768,371,2020-02-22,2
2.370967741935484,2151,254,2020-02-23,2
2.306451612903226,2541,164,2020-02-24,2
2.241935483870968,3065,644,2020-02-25,2
2.1774193548387095,3636,861,2020-02-26,2
2.1129032258064515,4169,760,2020-02-27,2
2.0483870967741935,4780,1030,2020-02-28,2
1.9838709677419355,5698,1773,2020-02-29,2
1.9193548387096775,6404,1260,2020-03-01,2
1.8548387096774195,7335,1170,2020-03-02,2
1.7903225806451613,8011,2493,2020-03-03,2
1.7258064516129032,8928,3254,2020-03-04,2
1.6612903225806452,9864,3128,2020-03-05,2
1.596774193548387,10627,3042,2020-03-06,2
1.532258064516129,11372,3300,2020-03-07,2
1.467741935483871,12274,2631,2020-03-08,2
1.403225806451613,12729,2920,2020-03-09,2
1.338709677419355,13235,7110,2020-03-10,2
1.2741935483870968,13630,4489,2020-03-11,2
1.2096774193548387,13869,9126,2020-03-12,2
1.1451612903225807,13703,11337,2020-03-13,2
1.0806451612903225,13622,9755,2020-03-14,2
1.0161290322580645,13041,6528,2020-03-15,2
0.9516129032258065,12550,6740,2020-03-16,2
0.8870967741935485,11819,7676,2020-03-17,2
0.8225806451612905,10814,11661,2020-03-18,2
0.7580645161290323,9837,19459,2020-03-19,2
0.6935483870967742,8878,14595,2020-03-20,2
0.6290322580645162,7502,14004,2020-03-21,2
0.564516129032258,6360,9156,2020-03-22,2
0.5,5221,6983,2020-03-23,2
0.5,4656,15898,2020-03-24,2
0.5,4112,17301,2020-03-25,2
0.5,3631,15532,2020-03-26,2
0.5,3189,16462,2020-03-27,2
0.5,2707,9371,2020-03-28,2
0.5,2473,4545,2020-03-29,2
0.5,2067,4970,2020-03-30,2
0.5,1883,10925,2020-03-31,2
0.5,1618,11028,2020-04-01,2
0.5095238095238095,1463,5471,2020-04-02,2
0.5190476190476191,1316,7803,2020-04-03,2
0.5285714285714286,1171,12292,2020-04-04,2
0.5380952380952381,1058,2901,2020-04-05,2
0.5476190476190476,949,2045,2020-04-06,2
0.5571428571428572,856,3931,2020-04-07,2
0.5666666666666667,725,4566,2020-04-08,2
0.5761904761904761,715,4253,2020-04-09,2
0.5857142857142856,651,3565,2020-04-10,2
0.5952380952380952,556,2428,2020-04-11,2
0.6047619047619047,518,1504,2020-04-12,2
0.6142857142857142,500,874,2020-04-13,2
0.6238095238095238,420,1684,2020-04-14,2
0.6333333333333333,389,2382,2020-04-15,2
0.6428571428571428,362,1590,2020-04-16,2
0.6523809523809523,336,766,2020-04-17,2
0.6619047619047619,313,1308,2020-04-18,2
0.6714285714285714,307,836,2020-04-19,2
0.6809523809523809,291,567,2020-04-20,2
0.6904761904761905,272,769,2020-04-21,2
0.7,234,640,2020-04-22,2
0.7,216,629,2020-04-23,2
0.7,188,886,2020-04-24,2
0.7,208,707,2020-04-25,2
0.7,212,313,2020-04-26,2
0.7,181,324,2020-04-27,2
0.7,155,665,2020-04-28,2
0.7,141,402,2020-04-29,2
0.7,137,511,2020-04-30,2
0.7,133,464,2020-05-01,2
0.7363636363636363,108,323,2020-05-02,2
0.7727272727272727,108,233,2020-05-03,2
0.8090909090909091,116,125,2020-05-04,2
0.8454545454545455,94,243,2020-05-05,2
0.8818181818181818,121,251,2020-05-06,2
0.9181818181818182,103,168,2020-05-07,2
0.9545454545454546,134,288,2020-05-08,2
0.990909090909091,119,261,2020-05-09,2
1.0272727272727273,130,74,2020-05-10,2
1.0636363636363637,126,102,2020-05-11,2
1.1,145,181,2020-05-12,2
1.1,117,202,2020-05-13,2
1.1,139,237,2020-05-14,2
1.1,153,146,2020-05-15,2
1.1,142,101,2020-05-16,2
1.1,136,86,2020-05-17,2
1.1,145,92,2020-05-18,2
1.1,145,172,2020-05-19,2
1.1,165,175,2020-05-20,2
1.1,168,103,2020-05-21,2
1.1,147,197,2020-05-22,2
1.1,154,232,2020-05-23,2
1.1,155,79,2020-05-24,2
1.1,187,98,2020-05-25,2
1.1,155,179,2020-05-26,2
1.1,192,195,2020-05-27,2
1.1,177,121,2020-05-28,2
1.1,215,137,2020-05-29,2
1.1,205,152,2020-05-30,2
1.1,192,113,2020-05-31,2
1.1,190,83,2020-06-01,2
1.1,212,271,2020-06-02,2
1.1,182,287,2020-06-03,2
1.1,210,209,2020-06-04,2
1.1,199,203,2020-06-05,2
1.1,234,205,2020-06-06,2
1.1,222,112,2020-06-07,2
1.1,233,60,2020-06-08,2
1.1,230,506,2020-06-09,2
1.1,239,162,2020-06-10,2
1.1,245,156,2020-06-11,2
1.1,241,244,2020-06-12,2
1.1,246,264,2020-06-13,2
1.1,275,173,2020-06-14,2
1.1,276,167,2020-06-15,2
1.1,273,365,2020-06-16,2
1.1,239,195,2020-06-17,2
1.1,275,198,2020-06-18,2
1.1,315,282,2020-06-19,2
1.1,327,465,2020-06-20,2
1.1,284,189,2020-06-21,2
1.1,278,131,2020-06-22,2
1.1,335,292,2020-06-23,2
1.1,354,260,2020-06-24,2
1.1,308,312,2020-06-25,2
1.1,322,274,2020-06-26,2
1.1,353,539,2020-06-27,2
1.1,355,228,2020-06-28,2
1.1,357,144,2020-06-29,2
1.1,353,551,2020-06-30,2
1.1,389,397,2020-07-01,2
1.1,347,298,2020-07-02,2
1.1,402,216,2020-07-03,2
1.1,390,336,2020-07-04,2
1.1,385,254,2020-07-05,2
1.1,381,158,2020-07-06,2
1.1,400,526,2020-07-07,2
1.1,454,412,2020-07-08,2
1.1,395,482,2020-07-09,2
1.1,435,378,2020-07-10,2
1.1095238095238096,410,633,2020-07-11,2
1.119047619047619,456,301,2020-07-12,2
1.1285714285714286,467,202,2020-07-13,2
1.1380952380952383,464,511,2020-07-14,2
1.1476190476190478,533,457,2020-07-15,2
1.1571428571428573,526,693,2020-07-16,2
1.1666666666666667,549,535,2020-07-17,2
1.1761904761904762,536,497,2020-07-18,2
1.1857142857142857,621,288,2020-07-19,2
1.1952380952380952,611,167,2020-07-20,2
1.204761904761905,621,804,2020-07-21,2
1.2142857142857144,660,439,2020-07-22,2
1.223809523809524,670,526,2020-07-23,2
1.2333333333333334,725,564,2020-07-24,2
1.2428571428571429,762,383,2020-07-25,2
1.2523809523809524,778,289,2020-07-26,2
1.2619047619047619,840,377,2020-07-27,2
1.2714285714285714,888,1082,2020-07-28,2
1.280952380952381,984,923,2020-07-29,2
1.2904761904761906,951,832,2020-07-30,2
1.3,1118,741,2020-07-31,2
1.3,1135,687,2020-08-01,2
1.3,1216,321,2020-08-02,2
1.3,1251,288,2020-08-03,2
1.3,1304,1209,2020-08-04,2
1.3,1387,1956,2020-08-05,2
1.3,1452,1114,2020-08-06,2
1.3,1618,626,2020-08-07,2
1.3,1653,842,2020-08-08,2
1.3,1618,615,2020-08-09,2
1.280952380952381,1822,496,2020-08-10,2
1.2619047619047619,1885,1625,2020-08-11,2
1.2428571428571429,1878,1441,2020-08-12,2
1.223809523809524,1948,1100,2020-08-13,2
1.2047619047619047,2054,1478,2020-08-14,2
1.1857142857142857,2079,1716,2020-08-15,2
1.1666666666666667,2211,1180,2020-08-16,2
1.1476190476190475,2184,1013,2020-08-17,2
1.1285714285714286,2278,2082,2020-08-18,2
1.1095238095238096,2234,1768,2020-08-19,2
1.0904761904761906,2237,2597,2020-08-20,2
1.0714285714285714,2252,2189,2020-08-21,2
1.0523809523809524,2303,2464,2020-08-22,2
1.0333333333333332,2215,911,2020-08-23,2
1.0142857142857142,2332,1058,2020-08-24,2
0.9952380952380953,2215,2886,2020-08-25,2
0.9761904761904763,2246,3431,2020-08-26,2
0.9571428571428572,2227,2080,2020-08-27,2
0.9380952380952381,2114,2376,2020-08-28,2
0.9190476190476191,2088,3766,2020-08-29,2
0.9,2051,1745,2020-08-30,2
0.9,1957,1456,2020-08-31,2
0.9,2026,2964,2020-09-01,2
0.9,1887,2396,2020-09-02,2
0.9,1840,3438,2020-09-03,2
0.9,1772,3647,2020-09-04,2
0.9,1729,2857,2020-09-05,2
0.9,1741,1454,2020-09-06,2
0.9,1696,844,2020-09-07,2
0.9,1672,2796,2020-09-08,2
0.9,1609,3590,2020-09-09,2
0.9,1561,2674,2020-09-10,2
0.9,1539,2441,2020-09-11,2
0.9,1547,2632,2020-09-12,2
0.9,1437,692,2020-09-13,2
0.9,1427,683,2020-09-14,2
0.9,1399,3492,2020-09-15,2
0.9,1370,2757,2020-09-16,2
0.9,1245,2341,2020-09-17,2
0.9,1299,2626,2020-09-18,2
0.9,1252,1808,2020-09-19,2
0.9,1238,686,2020-09-20,2
0.9,1182,602,2020-09-21,2
0.9,1246,3156,2020-09-22,2
0.9,1185,2636,2020-09-23,2
0.9,1153,1913,2020-09-24,2
0.9,1119,2650,2020-09-25,2
0.9,1128,1952,2020-09-26,2
0.9,1072,610,2020-09-27,2
0.9,1017,563,2020-09-28,2
0.9,1088,2278,2020-09-29,2
0.9,1084,1682,2020-09-30,2
0.9,994,1572,2020-10-01,2
0.9,994,2010,2020-10-02,2
0.9,982,1863,2020-10-03,2
0.9,1005,572,2020-10-04,2
0.9,938,388,2020-10-05,2
0.9,884,1336,2020-10-06,2
0.9,895,1368,2020-10-07,2
0.9,885,1578,2020-10-08,2
0.9095238095238095,863,1324,2020-10-09,2
0.9190476190476191,821,934,2020-10-10,2
0.9285714285714286,822,745,2020-10-11,2
0.9380952380952381,883,778,2020-10-12,2
0.9476190476190477,849,1193,2020-10-13,2
0.9571428571428572,806,1011,2020-10-14,2
0.9666666666666667,854,1559,2020-10-15,2
0.9761904761904763,791,776,2020-10-16,2
0.9857142857142858,784,1035,2020-10-17,2
0.9952380952380953,861,654,2020-10-18,2
1.0047619047619047,817,383,2020-10-19,2
1.0142857142857142,817,1368,2020-10-20,2
1.023809523809524,825,968,2020-10-21,2
1.0333333333333334,895,997,2020-10-22,2
1.042857142857143,869,1034,2020-10-23,2
1.0523809523809524,864,1220,2020-10-24,2
1.061904761904762,884,511,2020-10-25,2
1.0714285714285716,898,296,2020-10-26,2
1.080952380952381,939,1529,2020-10-27,2
1.0904761904761906,901,945,2020-10-28,2
1.1,980,915,2020-10-29,2
1.1,969,1063,2020-10-30,2
1.1,974,1224,2020-10-31,2
1.1,991,523,2020-11-01,2
1.1,1046,393,2020-11-02,2
1.1,1035,937,2020-11-03,2
1.1,1061,1676,2020-11-04,2
1.1,1097,1105,2020-11-05,2
1.1,1083,1884,2020-11-06,2
1.1,1144,886,2020-11-07,2
1.1,1242,534,2020-11-08,2
1.1,1165,540,2020-11-09,2
1.1,1213,1874,2020-11-10,2
1.1,1215,1315,2020-11-11,2
1.1,1309,777,2020-11-12,2
1.1,1282,1227,2020-11-13,2
1.1,1260,1684,2020-11-14,2
1.1,1347,874,2020-11-15,2
1.1,1339,423,2020-11-16,2
1.1,1364,1832,2020-11-17,2
1.0857142857142859,1426,1701,2020-11-18,2
1.0714285714285716,1385,855,2020-11-19,2
1.0571428571428572,1409,1166,2020-11-20,2
1.042857142857143,1393,1407,2020-11-21,2
1.0285714285714287,1396,1160,2020-11-22,2
1.0142857142857145,1463,702,2020-11-23,2
1,1345,1457,2020-11-24,2
0.9857142857142858,1448,1252,2020-11-25,2
0.9714285714285715,1323,1478,2020-11-26,2
0.9571428571428572,1280,1543,2020-11-27,2
0.942857142857143,1331,3531,2020-11-28,2
0.9285714285714286,1310,1149,2020-11-29,2
0.9142857142857144,1233,400,2020-11-30,2
0.9000000000000001,1230,2222,2020-12-01,2
0.8857142857142858,1207,1334,2020-12-02,2
0.8714285714285714,1142,1636,2020-12-03,2
0.8571428571428572,1077,1690,2020-12-04,2
0.842857142857143,1004,1540,2020-12-05,2
0.8285714285714286,1025,826,2020-12-06,2
0.8142857142857143,921,453,2020-12-07,2
0.8,848,1274,2020-12-08,2
0.8,833,1734,2020-12-09,2
0.8,805,1510,2020-12-10,2
0.8,770,1263,2020-12-11,2
0.8,754,1876,2020-12-12,2
0.8,726,1050,2020-12-13,2
0.8,638,446,2020-12-14,2
0.8,625,1334,2020-12-15,2
0.8,579,1568,2020-12-16,2
0.8,635,1514,2020-12-17,2
0.8,592,905,2020-12-18,2
0.8,506,1509,2020-12-19,2
0.8,508,333,2020-12-20,2
0.8,492,332,2020-12-21,2
0.8,458,1059,2020-12-22,2
0.8,437,781,2020-12-23,2
