date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,R1,init,t3,weekly,gaussian,exp_name
2020-02-10,3.205240019464299,3.8353338334340643,2.6309866290170048,1,3,22,3,TRUE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-11,3.036910977885158,3.56606524770741,2.5497201642045773,1,3,29,5,TRUE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-12,2.846275280817144,3.290566337423306,2.4337975440603445,1,3,37,1,TRUE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-13,2.6618133486992748,3.037243215354126,2.3108344533086354,1,3,48,9,TRUE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-14,2.4851409814439323,2.8049802769619414,2.1844135125958113,1,3,63,5,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-15,2.31543109845363,2.5901528284675717,2.0559111091348687,1,3,81,6,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-16,2.1610860230876496,2.3994144783047044,1.9350617537671253,1,3,105,8,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-17,2.019664055936847,2.228435127809293,1.8210272578075717,1,3,137,21,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-18,1.8800950699347971,2.0642373078010507,1.704443252693458,1,3,177,28,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-19,1.7398916588012643,1.903228724956957,1.5837865337490333,1,3,230,30,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-20,1.601834321991397,1.7476067794113375,1.462326732446096,1,3,299,25,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-21,1.4690485011556385,1.6000881255889217,1.3435335493715357,1,3,387,28,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-22,1.342332145829855,1.4610450664233743,1.228583151237223,1,1.75,293,37,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-23,1.2264856595299232,1.3350922500217874,1.1224259819059679,1,0.5,107,63,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-24,1.1254850998508734,1.2260563895475236,1.0291611231190756,1,0.5,124,87,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-25,1.0360792786344737,1.1302813220840504,0.9459222720914437,1,0.5,124,153,FALSE,TRUE,3,10,21,0.75,0.2,3_10_21
2020-02-26,0.9544876276028049,1.0435929832099846,0.8693064510546359,1,0.5,112,169,FALSE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-02-27,0.8807244144254428,0.9658299050607805,0.7994927213247374,1,0.5,98,107,FALSE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-02-28,0.8160440396482503,0.8981942027160518,0.7377822400655528,1,0.5,86,135,FALSE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-02-29,0.7580353115644447,0.8380898650582405,0.6819469449594019,1,0.5,75,115,FALSE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-01,0.702716428885894,0.7812676190167157,0.6282729960027669,1,0.5,65,199,FALSE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-02,0.650586383225596,0.7281943077087201,0.577294857581776,1,0.5,57,202,FALSE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-03,0.6050467192568417,0.6824600647904469,0.5322335892958046,1,0.5,50,194,FALSE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-04,0.5686341593786103,0.646820833393265,0.4954194481076779,1,0.5,44,208,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-05,0.5403264662098262,0.6202816586722215,0.4658179244383958,1,0.5,38,191,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-06,0.5181138007951189,0.600766667193568,0.4415003206508869,1,0.5,34,175,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-07,0.5000053164601355,0.5861836204464056,0.4205927094157344,1,0.5,29,112,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-08,0.485060033072259,0.5755544479384723,0.4022091698228049,1,0.5,26,87,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-09,0.47281816623042305,0.5684301655997422,0.38590169068116315,1,0.5,23,122,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-10,0.46304979376484967,0.5646285330946096,0.37142102446294606,1,0.5,20,98,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-11,0.4555594008510228,0.5640192278510882,0.3585408349832868,1,0.5,17,123,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-12,0.4503709047303811,0.5667269484428494,0.3472245762102341,1,0.5,15,69,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-13,0.4479792515240466,0.5734226446118713,0.3378374378063077,1,0.5,13,89,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
2020-03-14,0.4483366337626569,0.5841859646991248,0.3302557784487824,1,0.5,12,44,TRUE,FALSE,3,10,21,0.75,0.2,3_10_21
