date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,R1,init,t3,weekly,gaussian,exp_name
2020-02-06,3.6074629874440385,4.198706559275779,3.016219415612298,1,3,778,33,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-07,3.473783810625096,4.0983340129136305,2.8492336083365615,1,3,980,55,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-08,3.4100584897976822,4.068906380953338,2.7512105986420266,1,3,1273,112,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-09,3.41376671180592,4.053575115823041,2.7739583077887984,1,3,1657,160,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-10,3.4318581029533597,4.024882031935568,2.838834173971152,1,3,2151,196,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-11,3.386523575065462,3.920899202714448,2.852147947416476,1,3,2790,363,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-12,3.254734610490687,3.707518497322299,2.8019507236590746,1,3,3620,316,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-13,3.0745199045515887,3.4363030138121085,2.712736795291069,1,3,4698,306,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-14,2.89414565605933,3.2006554541384373,2.5876358579802226,1,3,6096,593,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-15,2.7285721714658506,3.0227462317041995,2.4343981112275017,1,3,7910,665,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-16,2.5718318989979183,2.86043803817358,2.2832257598222565,1,3,10265,1238,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-17,2.420716410495674,2.703213711340122,2.138219109651226,1,3,13320,1460,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-18,2.2709183554657315,2.5510038668040496,1.9908328441274132,1,3,17284,2927,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-19,2.1199384720226284,2.387699940022428,1.852177004022829,1,3,22428,3070,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-20,1.9689772714486686,2.208835454907546,1.7291190879897915,1,3,29104,3181,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-21,1.8248537727433736,2.0388887871889834,1.6108187582977638,1,3,37766,3901,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-22,1.6882029212689116,1.8931027868542254,1.4833030556835978,1,2.642857142857143,43172,4350,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-23,1.55457193725575,1.756793774884173,1.352350099627327,1,2.2857142857142856,48226,4012,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-24,1.4246151106720268,1.6201017620518305,1.2291284592922231,1,1.9285714285714286,51209,9714,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-25,1.305092166138081,1.49061083175331,1.119573500522852,1,1.5714285714285714,50592,22830,FALSE,TRUE,3,1000,26,0.75,0.2,3_1000_26
2020-02-26,1.2003817860594306,1.3721156761289361,1.028647895989925,1,1.2142857142857142,45523,17012,TRUE,TRUE,3,1000,26,0.75,0.2,3_1000_26
