date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,R1,init,t3,weekly,gaussian,exp_name
2020-02-08,3.379244658045763,3.8287998796971134,2.929689436394413,1,3,127,7,TRUE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-09,3.4423756320282406,3.914248618616137,2.970502645440344,1,3,166,8,TRUE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-10,3.4960188582623934,3.9665283344989497,3.025509382025837,1,3,215,22,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-11,3.5177943340984887,3.978220731125487,3.0573679370714903,1,3,279,33,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-12,3.4788510692605605,3.9124378575082317,3.0452642810128894,1,3,362,33,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-13,3.372848491136155,3.749660826799672,2.9960361554726385,1,3,470,49,TRUE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-14,3.2265062609090993,3.539529668861922,2.9134828529562764,1,3,610,59,TRUE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-15,3.0683474019055264,3.347153196384852,2.7895416074262007,1,3,791,64,TRUE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-16,2.8927118052680245,3.1591243358388144,2.6262992746972347,1,3,1027,78,TRUE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-17,2.6942668147733726,2.9487440078859355,2.4397896216608097,1,3,1332,130,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-18,2.4893542279619525,2.7361049476067953,2.2426035083171096,1,3,1729,215,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-19,2.2946122094973394,2.535587948774017,2.0536364702206615,1,3,2243,167,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-20,2.1141643191755612,2.3383763234636312,1.8899523148874915,1,3,2911,331,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-21,1.9444685703677635,2.140941179335576,1.747995961399951,1,3,3777,326,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-22,1.7868751888383323,1.9588834513955853,1.6148669262810793,1,2.642857142857143,4318,288,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-23,1.6425016502106744,1.799921151996367,1.4850821484249819,1,2.2857142857142856,4823,284,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-24,1.5077996241995797,1.6540404518684986,1.3615587965306608,1,1.9285714285714286,5122,906,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-25,1.3808343450457816,1.516287647883426,1.2453810422081373,1,1.5714285714285714,5060,1477,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-26,1.2625048316808145,1.3894893575284852,1.1355203058331438,1,1.2142857142857142,4553,1990,TRUE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-27,1.1538111418992145,1.2737042713463893,1.0339180124520397,1,0.8571428571428572,3579,1692,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-28,1.0532165288771542,1.1640075917884616,0.9424254659658469,1,0.5,2208,1985,FALSE,TRUE,3,100,26,0.75,0.2,3_100_26
2020-02-29,0.9586220185167751,1.0589221874749424,0.8583218495586077,1,0.5,2196,1560,FALSE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-01,0.8723125502304924,0.9650941660415268,0.779530934419458,1,0.5,2038,2338,FALSE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-02,0.7972297518593985,0.8862074988233268,0.7082520048954701,1,0.5,1809,4049,FALSE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-03,0.7324296067763383,0.8185621822526287,0.6462970313000479,1,0.5,1582,3054,FALSE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-04,0.6747569405835357,0.7575731506943992,0.5919407304726723,1,0.5,1380,3571,FALSE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-05,0.622544760246289,0.7025039567791226,0.5425855637134555,1,0.5,1206,2756,FALSE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-06,0.5765604406473473,0.654070843782115,0.4990500375125797,1,0.5,1056,4039,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-07,0.536012445414145,0.6112131598132436,0.4608117310150462,1,0.5,924,1725,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-08,0.4992666359550076,0.5736495577771901,0.4248837141328251,1,0.5,809,2594,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-09,0.4693405253085929,0.5446006379236794,0.3940804126935064,1,0.5,708,5319,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-10,0.4504482783627163,0.5265380581246384,0.3743584986007942,1,0.5,620,3283,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-11,0.4428162408785077,0.5195316480902356,0.36610083366677976,1,0.5,543,2682,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-12,0.4435823625988403,0.5213566702689835,0.3658080549286971,1,0.5,475,2045,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-13,0.4491551880389806,0.52748854806684,0.3708218280111212,1,0.5,416,1801,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-14,0.4575150243680835,0.5355524605126718,0.3794775882234952,1,0.5,364,930,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-15,0.46680638734770874,0.545805051515695,0.38780772317972245,1,0.5,319,1350,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-16,0.47700278328742435,0.5595151142494076,0.3944904523254411,1,0.5,279,1673,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-17,0.4897507445215273,0.5765570676056653,0.40294442143738923,1,0.5,244,1671,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-18,0.5056457735919713,0.5961507344644029,0.4151408127195396,1,0.5,214,763,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-19,0.5228700223724377,0.6164307602208707,0.42930928452400474,1,0.5,187,1006,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-20,0.5387072466871057,0.6333634880280694,0.44405100534614195,1,0.5,164,881,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-21,0.5518506329459892,0.644613883745649,0.45908738214632944,1,0.5,143,478,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-22,0.5619783339337963,0.652558557857536,0.4713981100100565,1,0.5,126,369,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-23,0.5712590416552218,0.663256606577851,0.4792614767325925,1,0.5545454545454546,122,958,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-24,0.5836656270812213,0.6810745897183001,0.4862566644441424,1,0.6090909090909091,117,466,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-25,0.6021218101779033,0.7071656334639291,0.4970779868918775,1,0.6636363636363637,113,452,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-26,0.6276576716285618,0.7407073019697725,0.514608041287351,1,0.7181818181818183,110,461,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-27,0.6608779463949364,0.7799497627806784,0.5418061300091943,1,0.7727272727272727,108,419,TRUE,FALSE,3,100,26,0.75,0.2,3_100_26
2020-03-28,0.7026386051784812,0.8246603947610764,0.580616815595886,1,0.8272727272727274,107,233,FALSE,FALSE,3,100,26,0.75,0.2,3_100_26
