date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,R1,init,t3,weekly,gaussian,exp_name
2020-02-10,3.0028145779128113,3.6582486159545695,2.4112909451313147,1,3,22,2,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-11,3.0345595993798455,3.6095867272351465,2.508802900456,1,3,29,8,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-12,3.0727823175860918,3.578081014280553,2.6054623099630545,1,3,37,1,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-13,3.0943531771002624,3.53683585416301,2.6810625767962653,1,3,48,9,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-14,3.0936031664175494,3.4792764441237414,2.730293626612168,1,3,63,6,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-15,3.0746729087672633,3.4096895340415494,2.756755099293592,1,3,81,9,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-16,3.029008686469344,3.3188925949613917,2.7521983251735826,1,3,105,9,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-17,2.9224193730063974,3.189768592709764,2.655070153303031,1,3,137,25,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-18,2.7517474076844004,3.0091031536125805,2.4943916617562203,1,3,177,30,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-19,2.5542076324318566,2.795313408576659,2.3131018562870542,1,3,230,21,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-20,2.3640180887376894,2.590244176908766,2.1377920005666127,1,3,299,29,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-21,2.191753675632976,2.3972980409405493,1.9862093103254026,1,3,387,26,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-22,2.0357414621670498,2.219480619613873,1.8520023047202265,1,2.7916666666666665,468,37,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-23,1.8941230901308173,2.0599746417602867,1.7282715385013478,1,2.5833333333333335,560,52,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-24,1.76572129616702,1.914118390438796,1.6173242018952438,1,2.375,657,118,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-25,1.646282330171244,1.7783939104490594,1.5141707498934285,1,2.1666666666666665,748,124,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-26,1.5315165302789888,1.6525028640452204,1.4105301965127572,1,1.9583333333333333,826,129,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-27,1.4202478350429741,1.5327092889439018,1.3077863811420465,1,1.75,882,134,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-28,1.3130756651498046,1.4158181704498656,1.2103331598497435,1,1.5416666666666665,907,311,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-02-29,1.2130727768560192,1.3076931331668589,1.1184524205451796,1,1.3333333333333333,891,264,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-03-01,1.1239473860645715,1.2155670130063918,1.032327759122751,1,1.125,831,235,TRUE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-03-02,1.0462999943588196,1.1373047592177559,0.9552952294998833,1,0.9166666666666665,726,626,FALSE,TRUE,3,10,31,0.75,0.2,3_10_31
2020-03-03,0.9775497530479629,1.0671148382451034,0.8879846678508224,1,0.708333333333333,581,438,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-04,0.9158778453825352,1.0036207873404335,0.828134903424637,1,0.5,409,479,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-05,0.8606134192828557,0.9469575478596978,0.7742692907060137,1,0.5,390,722,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-06,0.8094245662181707,0.8933949060748785,0.725454226361463,1,0.5,355,505,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-07,0.7589506437192656,0.8393414635932358,0.6785598238452953,1,0.5,314,358,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-08,0.7083939854239018,0.7854783953086231,0.6313095755391804,1,0.5,274,374,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-09,0.6610381672808534,0.7349103926658718,0.587165941895835,1,0.5,240,573,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-10,0.6204688089038097,0.6905540222297114,0.5503835955779081,1,0.5,209,1211,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-11,0.5871037439241302,0.6541282619412485,0.5200792259070119,1,0.5,183,391,FALSE,FALSE,3,10,31,0.75,0.2,3_10_31
2020-03-12,0.5604283198139356,0.6260075944108763,0.49484904521699496,1,0.5,160,618,TRUE,FALSE,3,10,31,0.75,0.2,3_10_31
