date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,R1,init,t3,weekly,gaussian,exp_name
2020-02-10,4.198223721358818,4.897054241807637,3.5525152350697033,1,3.5,31,1,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-11,4.13332048026037,4.710823981670407,3.593097311640017,1,3.5,42,3,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-12,4.02527791835257,4.500762845607122,3.575994042639081,1,3.5,57,6,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-13,3.859718372079518,4.2494548796424,3.4821979108651453,1,3.5,77,4,TRUE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-14,3.642579937196189,3.984789713945633,3.3003701604467452,1,3.5,104,4,TRUE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-15,3.4065604176353212,3.7138324697952103,3.099288365475432,1,3.5,141,7,TRUE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-16,3.178256866542543,3.4677078612362884,2.8888058718487972,1,3.5,191,14,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-17,2.9396813371220634,3.207994223679962,2.671368450564165,1,3.5,258,32,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-18,2.6813866391287053,2.9163252763769467,2.446448001880464,1,3.5,349,34,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-19,2.426416852918067,2.633801982509184,2.21903172332695,1,3.5,473,25,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-20,2.1992151875603065,2.389885003622145,2.0085453714984682,1,3.5,639,41,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-21,2.004646587983539,2.1787794754125147,1.8305137005545633,1,3.5,865,60,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-22,1.834166615602818,1.9933102310129158,1.6750230001927202,1,3.0714285714285716,1027,93,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-23,1.6812543972459604,1.8299851741181148,1.532523620373806,1,2.642857142857143,1190,74,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-24,1.543854297346149,1.6822431395672524,1.4054654551250458,1,2.2142857142857144,1303,177,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-25,1.4180491662157069,1.5459767603503576,1.2901215720810562,1,1.7857142857142858,1320,261,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-26,1.301111442698674,1.422573477983715,1.1796494074136332,1,1.3571428571428572,1207,317,TRUE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-27,1.1927805828545734,1.3105107091889407,1.0750504565202061,1,0.9285714285714288,946,350,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-28,1.0931196977000128,1.2052493256019052,0.9809900697981205,1,0.5,552,634,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-02-29,1.0020607523217293,1.10664661099254,0.8974748936509188,1,0.5,558,525,FALSE,TRUE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-01,0.9210889297664574,1.019626238909745,0.8225516206231697,1,0.5,522,348,FALSE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-02,0.8513993327117023,0.9453475851652635,0.7574510802581411,1,0.5,465,1038,FALSE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-03,0.7912230397441307,0.8797753616668533,0.702670717821408,1,0.5,406,917,FALSE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-04,0.7378410625203372,0.820402754566223,0.6552793704744514,1,0.5,354,703,FALSE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-05,0.6896716897199122,0.7678073417288561,0.6115360377109683,1,0.5,310,840,FALSE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-06,0.6458127250839509,0.7204828348580393,0.5711426153098625,1,0.5,271,803,FALSE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-07,0.6045009540736364,0.6754160947939237,0.533585813353349,1,0.5,237,619,FALSE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-08,0.5648786066098902,0.6330080400305826,0.4967491731891978,1,0.5,208,443,TRUE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-09,0.5301495365441059,0.5969582462975316,0.4633408267906802,1,0.5,182,1170,TRUE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-10,0.5039349309873979,0.5695775308489486,0.43829233112584737,1,0.5,159,968,TRUE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
2020-03-11,0.48628517434794827,0.5513577987106576,0.42121254998523894,1,0.5,139,810,TRUE,FALSE,3.5,10,26,0.75,0.2,3.5_10_26
