date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,R1,init,t3,weekly,gaussian,exp_name
2020-02-08,3.3758846653395076,3.7076313536982144,3.044137976980801,1,3,127,9,FALSE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-09,3.2905798312664545,3.617379411955782,2.963780250577127,1,3,166,11,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-10,3.2508429763389115,3.5746089531119982,2.927076999565825,1,3,215,22,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-11,3.2225817640383956,3.5512383381286585,2.8939251899481326,1,3,279,35,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-12,3.1844956431351394,3.5094375269703506,2.8595537592999283,1,3,362,38,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-13,3.138531929011238,3.435718844982531,2.841345013039945,1,3,470,48,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-14,3.0934472546918346,3.354956578333234,2.8319379310504353,1,3,610,67,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-15,3.0403436519821847,3.2826632975692265,2.798024006395143,1,3,791,54,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-16,2.9628181271858316,3.1974927442741503,2.728143510097513,1,3,1027,87,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-17,2.860928770227217,3.0905452891042016,2.6313122513502325,1,3,1332,198,TRUE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-18,2.7453372648150136,2.977055827742604,2.5136187018874234,1,3,1729,193,FALSE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-19,2.6130192428366064,2.8465962230467436,2.379442262626469,1,3,2243,208,FALSE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-20,2.4581477302487404,2.6800183493286003,2.2362771111688806,1,3,2911,386,FALSE,TRUE,3,100,31,0.75,0.2,3_100_31
2020-02-21,2.2879137863898347,2.4863773999614738,2.0894501728181956,1,3,3777,472,FALSE,TRUE,3,100,31,0.75,0.2,3_100_31
