date,median_R_mean,median_R_highHPD,median_R_lowHPD,replicate,Re,infections,observations,in_CI,above_1,R1,init,t3,weekly,gaussian,exp_name
2020-02-06,2.966984425632853,3.410576346198139,2.523392505067567,1,2.5,621,27,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-07,2.7851162467378257,3.2655789417050416,2.3046535517706097,1,2.5,743,39,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-08,2.6773749215779934,3.170135284561114,2.184614558594873,1,2.5,917,95,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-09,2.635331187033599,3.0942649603750874,2.176397413692111,1,2.5,1138,93,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-10,2.629317921668097,3.0371928597019773,2.2214429836342164,1,2.5,1409,220,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-11,2.6144228900193283,2.9732025731182996,2.255643206920357,1,2.5,1743,334,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-12,2.566062566848937,2.874869984859221,2.257255148838653,1,2.5,2156,337,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-13,2.490756813833093,2.756471843394143,2.2250417842720434,1,2.5,2667,396,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-14,2.4067639351870125,2.655869378455781,2.157658491918244,1,2.5,3299,452,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-15,2.3058069891998385,2.5544524553397454,2.0571615230599316,1,2.5,4082,397,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-16,2.1756284405562685,2.4157053603168936,1.9355515207956433,1,2.5,5049,709,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-17,2.0257656926826653,2.248802898141554,1.8027284872237765,1,2.5,6246,872,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-18,1.872149376105412,2.0791559333294547,1.6651428188813695,1,2.5,7727,1318,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-19,1.7204989663366144,1.9129752964336824,1.5280226362395464,1,2.5,9559,1753,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-20,1.567356686482439,1.7440968378341426,1.3906165351307356,1,2.5,11826,1859,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-21,1.414012752810794,1.5780917727604968,1.249933732861091,1,2.5,14629,2321,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-22,1.2719530447107725,1.430476428080596,1.1134296613409491,1,1.5,10859,2156,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-23,1.1474382135845496,1.3020861602632277,0.9927902669058715,1,0.5,4417,1840,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-24,1.0379763247857783,1.1858841085093375,0.8900685410622191,1,0.5,4957,2872,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-25,0.9388105576151649,1.0781286645206336,0.7994924507096961,1,0.5,4884,6752,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-26,0.8495455367093752,0.9802219297689612,0.7188691436497892,1,0.5,4411,4983,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-27,0.7733922290664555,0.8939958665980187,0.6527885915348924,1,0.5,3861,6700,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-28,0.7105227224084028,0.8183434614174228,0.6027019833993827,1,0.5,3362,9439,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-29,0.6573061574524853,0.7529803699307712,0.5616319449741994,1,0.5,2935,4579,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-01,0.6128315604608994,0.6998634515429232,0.5257996693788756,1,0.5,2566,5355,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-02,0.5786087455924395,0.6602590608082575,0.49695843037662146,1,0.5,2246,9633,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-03,0.5557048031842208,0.6346745796267268,0.47673502674171475,1,0.5,1967,9461,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-04,0.5422726474899019,0.6229469363528463,0.4615983586269576,1,0.5,1722,5826,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-05,0.5351886773949538,0.6218615924426825,0.4485157623472251,1,0.5,1507,6134,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-06,0.5315712505137598,0.6256932745073469,0.43744922652017254,1,0.5,1319,4303,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-07,0.5300290205752347,0.6317832241384188,0.4282748170120506,1,0.5,1155,3275,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-08,0.5295326355537386,0.6377480028269132,0.42131726828056404,1,0.5,1011,4216,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-09,0.529626053005334,0.6413695846314442,0.41788252137922394,1,0.5,885,6078,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-10,0.5299072218609387,0.6420854751006895,0.41772896862118797,1,0.5,775,2355,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-11,0.5293624840355268,0.6399497923415767,0.41877517572947687,1,0.5,678,3915,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-12,0.5262119032045023,0.6332261509638268,0.41919765544517773,1,0.5,594,3762,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-13,0.5188516265500643,0.6208615384284477,0.416841714671681,1,0.5,520,2511,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-14,0.5073335037531245,0.6055492684533222,0.40911773905292675,1,0.5,455,1343,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-15,0.49431719796226264,0.5917551259199415,0.3968792700045838,1,0.5,398,1120,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-16,0.4836640905611745,0.5824927797292155,0.38483540139313344,1,0.5,349,3625,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-17,0.47735005863834834,0.5795532185041579,0.3751468987725388,1,0.5,305,3146,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-18,0.47519110647510293,0.5830037674090823,0.36737844554112353,1,0.5,267,1294,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-19,0.47613341306881196,0.5893881360347937,0.3628786901028302,1,0.5,234,986,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-20,0.4796328354784293,0.5960816189055587,0.3631840520512999,1,0.5,205,1290,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-21,0.4851463705439631,0.6039913809651981,0.36630136012272807,1,0.5,179,807,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-22,0.4935787643748637,0.6160310941950019,0.3711264345547255,1,0.5,157,401,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-23,0.5074745886560571,0.6342095126116337,0.3807396647004805,1,0.5545454545454546,152,1387,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-24,0.5287879662734134,0.659479823686866,0.39809610885996083,1,0.6090909090909091,147,1005,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-25,0.5573655648289415,0.6913203657428048,0.42341076391507826,1,0.6636363636363637,141,798,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-26,0.591640593181331,0.7268972950907426,0.45638389127191936,1,0.7181818181818183,137,315,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-27,0.6299758148205271,0.7643851831890843,0.4955664464519699,1,0.7727272727272727,135,272,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-28,0.6713322066403945,0.8052525568363101,0.5374118564444789,1,0.8272727272727274,134,485,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-29,0.717912850838194,0.8540251676482704,0.5818005340281176,1,0.8818181818181818,135,217,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-30,0.7723231315145347,0.9130607726051404,0.631585490423929,1,0.9363636363636365,137,458,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-03-31,0.8330708457767021,0.9787231269114919,0.6874185646419123,1,0.990909090909091,141,486,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-01,0.8959142612612336,1.0442719018886073,0.74755662063386,1,1.0454545454545454,146,244,FALSE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-02,0.9561603641360198,1.105108264327823,0.8072124639442166,1,1.1,152,186,TRUE,FALSE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-03,1.0099342942447407,1.1594105030082447,0.8604580854812367,1,1.1,153,183,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-04,1.0524932870430534,1.2029610965446216,0.9020254775414853,1,1.1,156,102,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-05,1.0826487408652614,1.234483058222382,0.9308144235081408,1,1.1,159,107,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-06,1.1032394113719681,1.2566338036973639,0.9498450190465724,1,1.1,162,257,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-07,1.1164875430873467,1.2695141098679235,0.9634609763067699,1,1.1,166,210,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-08,1.1229252367891478,1.272947539419607,0.9729029341586886,1,1.1,169,154,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-09,1.123223592255755,1.2702464497762023,0.9762007347353077,1,1.1,172,142,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-10,1.1194069698646418,1.2655767919137801,0.9732371478155035,1,1.1,176,166,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-11,1.1138970678760094,1.2626377861614329,0.9651563495905859,1,1.1,179,134,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-12,1.1087338630967765,1.2631196965682765,0.9543480296252763,1,1.1,183,95,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-13,1.105428223791748,1.2643409940807318,0.9465154535027644,1,1.1,187,186,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-14,1.1054319391769636,1.2633871057582542,0.947476772595673,1,1.1,190,209,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-15,1.1097741845329463,1.2629352192298526,0.95661314983604,1,1.1,194,212,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-16,1.117471674382323,1.2660847964688677,0.9688585522957781,1,1.1,198,154,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-17,1.1256882182810926,1.2705926754468146,0.9807837611153705,1,1.1,202,210,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-18,1.131182408018572,1.272833993912647,0.9895308221244971,1,1.1,206,115,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-19,1.1316611779450827,1.2702791531223105,0.993043202767855,1,1.1,210,82,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-20,1.1269036071430234,1.260362595841646,0.9934446184444008,1,1.1,215,145,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-21,1.1181955776406773,1.242452925408246,0.9939382298731088,1,1.1,219,323,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-22,1.1083072300048769,1.2240288702416988,0.9925855897680549,1,1.1,223,141,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-23,1.1016710795321885,1.2147236040553768,0.9886185550090001,1,1.1,228,183,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-24,1.101137414811522,1.2183067363963698,0.9839680932266744,1,1.1,233,210,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-25,1.1055612550867429,1.232993809693332,0.9781287004801538,1,1.1,237,169,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-26,1.111816115584772,1.2527099156742834,0.9709223154952604,1,1.1,242,168,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-27,1.1183308428912477,1.2717137636350306,0.9649479221474647,1,1.1,247,289,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-28,1.1250656894725286,1.2876225655900235,0.9625088133550336,1,1.1,252,166,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-29,1.1318854997398025,1.3001067972311744,0.9636642022484305,1,1.1,257,214,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-04-30,1.1380387987940959,1.3089908187290737,0.967086778859118,1,1.1,262,269,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-05-01,1.1433645834287032,1.3151219342952112,0.9716072325621953,1,1.1,268,265,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-07,3.0685575268758325,3.634725522415745,2.50238953133592,2,2.5,743,94,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-08,3.0113044258860375,3.5127719096273613,2.5098369421447138,2,2.5,917,78,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-09,2.9845718538952126,3.416942153379742,2.5522015544106833,2,2.5,1138,91,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-10,2.96438611198215,3.3494489189357264,2.5793233050285735,2,2.5,1409,191,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-11,2.905180297520829,3.264948420711761,2.545412174329897,2,2.5,1743,184,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-12,2.779514620402847,3.105710572158739,2.4533186686469555,2,2.5,2156,171,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-13,2.605736662340045,2.88649728871415,2.32497603596594,2,2.5,2667,339,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-14,2.425908295810044,2.6716659726611844,2.180150618958904,2,2.5,3299,630,TRUE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-15,2.254157183946471,2.479598265084112,2.02871610280883,2,2.5,4082,419,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-16,2.0827089755188326,2.290507084877303,1.8749108661603624,2,2.5,5049,449,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-17,1.910954720410314,2.1042758996666877,1.71763354115394,2,2.5,6246,1226,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-18,1.7473762423559225,1.9344276502791322,1.5603248344327127,2,2.5,7727,1246,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-19,1.5985438723949177,1.7805151954833494,1.416572549306486,2,2.5,9559,1175,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-20,1.4619140645519242,1.6324923766853552,1.2913357524184932,2,2.5,11826,1218,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-21,1.3333696286084724,1.4895641560312907,1.1771751011856542,2,2.5,14629,2706,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-22,1.2141917469334476,1.3586537962104581,1.069729697656437,2,1.5,10859,1746,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-23,1.1069986426473757,1.2410356087486405,0.9729616765461109,2,0.5,4417,1738,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
2020-02-24,1.0127669765829117,1.1350882152649786,0.8904457379008449,2,0.5,4957,5774,FALSE,TRUE,2.5,1000,21,0.75,0.2,2.5_1000_21
