date,value,variable,data_type
2020-05-02,3.4,Mean - last N,Confirmed cases
2020-05-03,3.3833333333333333,Mean - last N,Confirmed cases
2020-05-04,3.4033333333333333,Mean - last N,Confirmed cases
2020-05-05,3.4066666666666667,Mean - last N,Confirmed cases
2020-05-06,3.3566666666666665,Mean - last N,Confirmed cases
2020-05-07,3.3633333333333333,Mean - last N,Confirmed cases
2020-05-08,3.4166666666666665,Mean - last N,Confirmed cases
2020-05-09,3.4266666666666667,Mean - last N,Confirmed cases
2020-05-10,3.3366666666666664,Mean - last N,Confirmed cases
2020-05-11,3.3866666666666667,Mean - last N,Confirmed cases
2020-05-12,3.29,Mean - last N,Confirmed cases
2020-05-13,3.3266666666666667,Mean - last N,Confirmed cases
2020-05-14,3.32,Mean - last N,Confirmed cases
2020-05-15,3.34,Mean - last N,Confirmed cases
2020-05-16,3.2933333333333334,Mean - last N,Confirmed cases
2020-05-17,3.24,Mean - last N,Confirmed cases
2020-05-18,3.276666666666667,Mean - last N,Confirmed cases
2020-05-19,3.23,Mean - last N,Confirmed cases
2020-05-20,3.21,Mean - last N,Confirmed cases
2020-05-21,3.1666666666666665,Mean - last N,Confirmed cases
2020-05-22,3.17,Mean - last N,Confirmed cases
2020-05-23,3.1933333333333334,Mean - last N,Confirmed cases
2020-05-24,3.216666666666667,Mean - last N,Confirmed cases
2020-05-25,3.316666666666667,Mean - last N,Confirmed cases
2020-05-26,3.3033333333333332,Mean - last N,Confirmed cases
2020-05-27,3.3033333333333332,Mean - last N,Confirmed cases
2020-05-28,3.3566666666666665,Mean - last N,Confirmed cases
2020-05-29,3.36,Mean - last N,Confirmed cases
2020-05-30,3.34,Mean - last N,Confirmed cases
2020-05-31,3.39,Mean - last N,Confirmed cases
2020-06-01,3.5,Mean - last N,Confirmed cases
2020-06-02,3.4133333333333336,Mean - last N,Confirmed cases
2020-06-03,3.4433333333333334,Mean - last N,Confirmed cases
2020-06-04,3.5033333333333334,Mean - last N,Confirmed cases
2020-06-05,3.5533333333333332,Mean - last N,Confirmed cases
2020-06-06,3.56,Mean - last N,Confirmed cases
2020-06-07,3.61,Mean - last N,Confirmed cases
2020-06-08,3.62,Mean - last N,Confirmed cases
2020-06-09,3.6933333333333334,Mean - last N,Confirmed cases
2020-06-10,3.64,Mean - last N,Confirmed cases
2020-06-11,3.61,Mean - last N,Confirmed cases
2020-06-12,3.5633333333333335,Mean - last N,Confirmed cases
2020-06-13,3.57,Mean - last N,Confirmed cases
2020-06-14,3.5566666666666666,Mean - last N,Confirmed cases
2020-06-15,3.68,Mean - last N,Confirmed cases
2020-06-16,3.8266666666666667,Mean - last N,Confirmed cases
2020-06-17,3.8966666666666665,Mean - last N,Confirmed cases
2020-06-18,3.9566666666666666,Mean - last N,Confirmed cases
2020-06-19,3.966666666666667,Mean - last N,Confirmed cases
2020-06-20,4.206666666666667,Mean - last N,Confirmed cases
2020-06-21,4.276666666666666,Mean - last N,Confirmed cases
2020-06-22,4.42,Mean - last N,Confirmed cases
2020-06-23,4.29,Mean - last N,Confirmed cases
2020-06-24,4.116666666666666,Mean - last N,Confirmed cases
2020-06-25,3.993333333333333,Mean - last N,Confirmed cases
2020-06-26,4.006666666666667,Mean - last N,Confirmed cases
2020-06-27,3.8666666666666667,Mean - last N,Confirmed cases
2020-06-28,3.703333333333333,Mean - last N,Confirmed cases
2020-06-29,3.276666666666667,Mean - last N,Confirmed cases
2020-06-30,3.22,Mean - last N,Confirmed cases
2020-07-01,3.2733333333333334,Mean - last N,Confirmed cases
2020-07-02,3.31,Mean - last N,Confirmed cases
2020-07-03,3.236666666666667,Mean - last N,Confirmed cases
2020-07-04,3.3266666666666667,Mean - last N,Confirmed cases
2020-07-05,3.43,Mean - last N,Confirmed cases
2020-07-06,3.9166666666666665,Mean - last N,Confirmed cases
2020-07-07,3.82,Mean - last N,Confirmed cases
2020-07-08,3.6333333333333333,Mean - last N,Confirmed cases
2020-07-09,3.53,Mean - last N,Confirmed cases
2020-07-10,3.59,Mean - last N,Confirmed cases
2020-07-11,3.59,Mean - last N,Confirmed cases
2020-07-12,3.6066666666666665,Mean - last N,Confirmed cases
2020-07-13,3.63,Mean - last N,Confirmed cases
2020-07-14,3.75,Mean - last N,Confirmed cases
2020-07-15,3.796666666666667,Mean - last N,Confirmed cases
2020-07-16,3.6333333333333333,Mean - last N,Confirmed cases
2020-07-17,3.8033333333333332,Mean - last N,Confirmed cases
2020-07-18,3.9133333333333336,Mean - last N,Confirmed cases
2020-07-19,3.83,Mean - last N,Confirmed cases
2020-07-20,3.93,Mean - last N,Confirmed cases
2020-07-21,3.74,Mean - last N,Confirmed cases
2020-07-22,3.5166666666666666,Mean - last N,Confirmed cases
2020-07-23,3.61,Mean - last N,Confirmed cases
2020-07-24,3.493333333333333,Mean - last N,Confirmed cases
2020-07-25,3.493333333333333,Mean - last N,Confirmed cases
2020-07-26,3.3633333333333333,Mean - last N,Confirmed cases
2020-07-27,3.0833333333333335,Mean - last N,Confirmed cases
2020-07-28,2.9466666666666668,Mean - last N,Confirmed cases
2020-07-29,2.8966666666666665,Mean - last N,Confirmed cases
2020-07-30,2.95,Mean - last N,Confirmed cases
2020-07-31,3.03,Mean - last N,Confirmed cases
2020-08-01,3.8133333333333335,Mean - last N,Confirmed cases
2020-08-02,4.1033333333333335,Mean - last N,Confirmed cases
2020-08-03,4.163333333333333,Mean - last N,Confirmed cases
2020-08-04,3.6933333333333334,Mean - last N,Confirmed cases
2020-08-05,3.6533333333333333,Mean - last N,Confirmed cases
2020-08-06,3.74,Mean - last N,Confirmed cases
2020-08-07,3.8133333333333335,Mean - last N,Confirmed cases
2020-08-08,3.56,Mean - last N,Confirmed cases
2020-08-09,3.3133333333333335,Mean - last N,Confirmed cases
2020-08-10,3.4366666666666665,Mean - last N,Confirmed cases
2020-08-11,3.276666666666667,Mean - last N,Confirmed cases
2020-08-12,3.02,Mean - last N,Confirmed cases
2020-08-13,3.1366666666666667,Mean - last N,Confirmed cases
2020-08-14,3.31,Mean - last N,Confirmed cases
2020-08-15,3.3366666666666664,Mean - last N,Confirmed cases
2020-08-16,3.2266666666666666,Mean - last N,Confirmed cases
2020-08-17,3.0733333333333333,Mean - last N,Confirmed cases
2020-08-18,2.7333333333333334,Mean - last N,Confirmed cases
2020-08-19,2.533333333333333,Mean - last N,Confirmed cases
2020-08-20,2.78,Mean - last N,Confirmed cases
2020-08-21,3.04,Mean - last N,Confirmed cases
2020-08-22,2.993333333333333,Mean - last N,Confirmed cases
2020-08-23,2.8433333333333333,Mean - last N,Confirmed cases
2020-08-24,2.6,Mean - last N,Confirmed cases
2020-08-25,2.453333333333333,Mean - last N,Confirmed cases
2020-08-26,2.5766666666666667,Mean - last N,Confirmed cases
2020-08-27,2.566666666666667,Mean - last N,Confirmed cases
2020-08-28,2.7533333333333334,Mean - last N,Confirmed cases
2020-08-29,2.8233333333333333,Mean - last N,Confirmed cases
2020-08-30,2.76,Mean - last N,Confirmed cases
2020-08-31,2.9233333333333333,Mean - last N,Confirmed cases
2020-09-01,3.4766666666666666,Mean - last N,Confirmed cases
2020-09-02,3.026666666666667,Mean - last N,Confirmed cases
2020-09-03,2.82,Mean - last N,Confirmed cases
2020-09-04,3.0233333333333334,Mean - last N,Confirmed cases
2020-09-05,3.12,Mean - last N,Confirmed cases
2020-09-06,2.8066666666666666,Mean - last N,Confirmed cases
2020-09-07,3.1166666666666667,Mean - last N,Confirmed cases
2020-09-08,2.8566666666666665,Mean - last N,Confirmed cases
2020-09-09,2.99,Mean - last N,Confirmed cases
2020-09-10,3.0633333333333335,Mean - last N,Confirmed cases
2020-09-11,3.08,Mean - last N,Confirmed cases
2020-09-12,3.066666666666667,Mean - last N,Confirmed cases
2020-09-13,2.816666666666667,Mean - last N,Confirmed cases
2020-09-14,3.006666666666667,Mean - last N,Confirmed cases
2020-09-15,2.506666666666667,Mean - last N,Confirmed cases
2020-09-16,2.62,Mean - last N,Confirmed cases
2020-09-17,2.6033333333333335,Mean - last N,Confirmed cases
2020-09-18,3.08,Mean - last N,Confirmed cases
2020-09-19,2.8466666666666667,Mean - last N,Confirmed cases
2020-09-20,2.8666666666666667,Mean - last N,Confirmed cases
2020-09-21,3.066666666666667,Mean - last N,Confirmed cases
2020-09-22,3.04,Mean - last N,Confirmed cases
2020-09-23,3.08,Mean - last N,Confirmed cases
2020-09-24,3.07,Mean - last N,Confirmed cases
2020-09-25,3.57,Mean - last N,Confirmed cases
2020-09-26,3.51,Mean - last N,Confirmed cases
2020-09-27,3.1666666666666665,Mean - last N,Confirmed cases
2020-09-28,3.3366666666666664,Mean - last N,Confirmed cases
2020-09-29,3.04,Mean - last N,Confirmed cases
2020-09-30,3.0766666666666667,Mean - last N,Confirmed cases
2020-10-01,3.6033333333333335,Mean - last N,Confirmed cases
2020-10-02,3.82,Mean - last N,Confirmed cases
2020-10-03,3.6866666666666665,Mean - last N,Confirmed cases
2020-10-04,3.02,Mean - last N,Confirmed cases
2020-10-05,3.0766666666666667,Mean - last N,Confirmed cases
2020-10-06,2.5966666666666667,Mean - last N,Confirmed cases
2020-10-07,2.76,Mean - last N,Confirmed cases
2020-10-08,2.776666666666667,Mean - last N,Confirmed cases
2020-10-09,3.4466666666666668,Mean - last N,Confirmed cases
2020-10-10,3.1733333333333333,Mean - last N,Confirmed cases
2020-10-11,2.68,Mean - last N,Confirmed cases
2020-10-12,2.99,Mean - last N,Confirmed cases
2020-10-13,2.96,Mean - last N,Confirmed cases
2020-10-14,2.9833333333333334,Mean - last N,Confirmed cases
2020-10-15,3.2933333333333334,Mean - last N,Confirmed cases
2020-10-16,3.256666666666667,Mean - last N,Confirmed cases
2020-10-17,2.84,Mean - last N,Confirmed cases
2020-10-18,2.28,Mean - last N,Confirmed cases
2020-10-19,2.77,Mean - last N,Confirmed cases
2020-10-20,2.6666666666666665,Mean - last N,Confirmed cases
2020-10-21,2.45,Mean - last N,Confirmed cases
2020-10-22,2.4166666666666665,Mean - last N,Confirmed cases
2020-10-23,2.6566666666666667,Mean - last N,Confirmed cases
2020-10-24,2.56,Mean - last N,Confirmed cases
2020-10-25,1.9833333333333334,Mean - last N,Confirmed cases
2020-10-26,1.9233333333333333,Mean - last N,Confirmed cases
2020-10-27,1.7833333333333334,Mean - last N,Confirmed cases
2020-10-28,1.9533333333333334,Mean - last N,Confirmed cases
2020-10-29,1.9366666666666668,Mean - last N,Confirmed cases
2020-10-30,2.3933333333333335,Mean - last N,Confirmed cases
2020-10-31,2.83,Mean - last N,Confirmed cases
2020-11-01,2.38,Mean - last N,Confirmed cases
2020-11-02,2.56,Mean - last N,Confirmed cases
2020-11-03,2.8366666666666664,Mean - last N,Confirmed cases
2020-11-04,2.98,Mean - last N,Confirmed cases
2020-11-05,2.8666666666666667,Mean - last N,Confirmed cases
2020-11-06,2.51,Mean - last N,Confirmed cases
2020-11-07,2.6933333333333334,Mean - last N,Confirmed cases
2020-11-08,2.6666666666666665,Mean - last N,Confirmed cases
2020-11-09,2.06,Mean - last N,Confirmed cases
2020-11-10,2.59,Mean - last N,Confirmed cases
2020-11-11,2.39,Mean - last N,Confirmed cases
2020-11-12,2.3033333333333332,Mean - last N,Confirmed cases
2020-11-13,2.2133333333333334,Mean - last N,Confirmed cases
2020-11-14,2.4233333333333333,Mean - last N,Confirmed cases
2020-11-15,2.566666666666667,Mean - last N,Confirmed cases
2020-11-16,2.3733333333333335,Mean - last N,Confirmed cases
2020-11-17,2.243333333333333,Mean - last N,Confirmed cases
2020-11-18,2.3766666666666665,Mean - last N,Confirmed cases
2020-11-19,2.4566666666666666,Mean - last N,Confirmed cases
2020-11-20,2.6333333333333333,Mean - last N,Confirmed cases
2020-11-21,2.796666666666667,Mean - last N,Confirmed cases
2020-11-22,2.3766666666666665,Mean - last N,Confirmed cases
2020-11-23,1.93,Mean - last N,Confirmed cases
2020-11-24,2,Mean - last N,Confirmed cases
2020-11-25,1.9,Mean - last N,Confirmed cases
2020-11-26,2.0633333333333335,Mean - last N,Confirmed cases
2020-11-27,2.32,Mean - last N,Confirmed cases
2020-11-28,2.5433333333333334,Mean - last N,Confirmed cases
2020-11-29,2.3933333333333335,Mean - last N,Confirmed cases
2020-11-30,2.1866666666666665,Mean - last N,Confirmed cases
2020-12-01,2.8766666666666665,Mean - last N,Confirmed cases
2020-12-02,3,Mean - last N,Confirmed cases
2020-12-03,2.5766666666666667,Mean - last N,Confirmed cases
2020-12-04,2.6766666666666667,Mean - last N,Confirmed cases
2020-12-05,2.6033333333333335,Mean - last N,Confirmed cases
2020-12-06,2.38,Mean - last N,Confirmed cases
2020-12-07,2.31,Mean - last N,Confirmed cases
2020-12-08,1.74,Mean - last N,Confirmed cases
2020-12-09,1.7933333333333332,Mean - last N,Confirmed cases
2020-12-10,2.5833333333333335,Mean - last N,Confirmed cases
2020-12-11,2.8466666666666667,Mean - last N,Confirmed cases
2020-12-12,2.58,Mean - last N,Confirmed cases
2020-12-13,2.533333333333333,Mean - last N,Confirmed cases
2020-12-14,2.29,Mean - last N,Confirmed cases
2020-12-15,2.36,Mean - last N,Confirmed cases
2020-12-16,2.3733333333333335,Mean - last N,Confirmed cases
2020-12-17,2.0033333333333334,Mean - last N,Confirmed cases
2020-12-18,2.3066666666666666,Mean - last N,Confirmed cases
2020-12-19,2.76,Mean - last N,Confirmed cases
2020-12-20,2.8466666666666667,Mean - last N,Confirmed cases
2020-12-21,2.6633333333333336,Mean - last N,Confirmed cases
2020-12-22,2.5733333333333333,Mean - last N,Confirmed cases
2020-12-23,2.6333333333333333,Mean - last N,Confirmed cases
2020-12-24,3.28,Mean - last N,Confirmed cases
2020-12-25,3.6866666666666665,Mean - last N,Confirmed cases
2020-12-26,3.5766666666666667,Mean - last N,Confirmed cases
2020-12-27,3.1,Mean - last N,Confirmed cases
2020-12-28,2.533333333333333,Mean - last N,Confirmed cases
2020-12-29,2.3833333333333333,Mean - last N,Confirmed cases
2020-12-30,2.6933333333333334,Mean - last N,Confirmed cases
2020-12-31,2.76,Mean - last N,Confirmed cases
2021-01-01,3.3266666666666667,Mean - last N,Confirmed cases
2021-01-02,3.033333333333333,Mean - last N,Confirmed cases
2021-01-03,2.7066666666666666,Mean - last N,Confirmed cases
2021-01-04,2.2133333333333334,Mean - last N,Confirmed cases
2021-01-05,2.3766666666666665,Mean - last N,Confirmed cases
2021-01-06,2.3333333333333335,Mean - last N,Confirmed cases
2021-01-07,2.3766666666666665,Mean - last N,Confirmed cases
2021-01-08,2.39,Mean - last N,Confirmed cases
2021-01-09,2.4366666666666665,Mean - last N,Confirmed cases
2021-01-10,2.6433333333333335,Mean - last N,Confirmed cases
2021-01-11,2.6966666666666668,Mean - last N,Confirmed cases
2021-01-12,2.546666666666667,Mean - last N,Confirmed cases
2021-01-13,2.39,Mean - last N,Confirmed cases
2021-01-14,2.32,Mean - last N,Confirmed cases
2021-01-15,2.1566666666666667,Mean - last N,Confirmed cases
2021-01-16,2.1933333333333334,Mean - last N,Confirmed cases
2021-01-17,2.2,Mean - last N,Confirmed cases
2021-01-18,2.3333333333333335,Mean - last N,Confirmed cases
2021-01-19,2.3466666666666667,Mean - last N,Confirmed cases
2021-01-20,2.4166666666666665,Mean - last N,Confirmed cases
2021-01-21,2.6266666666666665,Mean - last N,Confirmed cases
2021-01-22,2.69,Mean - last N,Confirmed cases
2021-01-23,2.7933333333333334,Mean - last N,Confirmed cases
2021-01-24,2.8433333333333333,Mean - last N,Confirmed cases
2021-01-25,2.7333333333333334,Mean - last N,Confirmed cases
2021-01-26,2.5866666666666664,Mean - last N,Confirmed cases
2021-01-27,2.3233333333333333,Mean - last N,Confirmed cases
2021-01-28,2.3133333333333335,Mean - last N,Confirmed cases
2021-01-29,2.3133333333333335,Mean - last N,Confirmed cases
2021-01-30,2.216666666666667,Mean - last N,Confirmed cases
2021-01-31,2.13,Mean - last N,Confirmed cases
2021-02-01,2.4066666666666667,Mean - last N,Confirmed cases
2021-02-02,2.4033333333333333,Mean - last N,Confirmed cases
2021-02-03,2.546666666666667,Mean - last N,Confirmed cases
2021-02-04,2.6633333333333336,Mean - last N,Confirmed cases
2021-02-05,2.7066666666666666,Mean - last N,Confirmed cases
2021-02-06,2.77,Mean - last N,Confirmed cases
2021-02-07,2.81,Mean - last N,Confirmed cases
2021-02-08,2.7266666666666666,Mean - last N,Confirmed cases
2021-02-09,2.506666666666667,Mean - last N,Confirmed cases
2021-02-10,2.5566666666666666,Mean - last N,Confirmed cases
2021-02-11,2.546666666666667,Mean - last N,Confirmed cases
2021-02-12,2.4566666666666666,Mean - last N,Confirmed cases
2021-02-13,2.55,Mean - last N,Confirmed cases
2021-02-14,2.5833333333333335,Mean - last N,Confirmed cases
2021-02-15,2.5433333333333334,Mean - last N,Confirmed cases
2021-02-16,2.6333333333333333,Mean - last N,Confirmed cases
2021-02-17,2.63,Mean - last N,Confirmed cases
2021-02-18,2.783333333333333,Mean - last N,Confirmed cases
2021-02-19,2.84,Mean - last N,Confirmed cases
2021-02-20,2.6933333333333334,Mean - last N,Confirmed cases
2021-02-21,2.723333333333333,Mean - last N,Confirmed cases
2021-02-22,2.74,Mean - last N,Confirmed cases
2021-02-23,2.683333333333333,Mean - last N,Confirmed cases
2021-02-24,2.6166666666666667,Mean - last N,Confirmed cases
2021-02-25,2.466666666666667,Mean - last N,Confirmed cases
2021-02-26,2.75,Mean - last N,Confirmed cases
2021-02-27,2.703333333333333,Mean - last N,Confirmed cases
2021-02-28,2.7933333333333334,Mean - last N,Confirmed cases
2021-03-01,2.8833333333333333,Mean - last N,Confirmed cases
2021-03-02,2.8666666666666667,Mean - last N,Confirmed cases
2021-03-03,2.953333333333333,Mean - last N,Confirmed cases
2021-03-04,3.236666666666667,Mean - last N,Confirmed cases
2021-03-05,3.4233333333333333,Mean - last N,Confirmed cases
2021-03-06,3.3433333333333333,Mean - last N,Confirmed cases
2021-03-07,3.1866666666666665,Mean - last N,Confirmed cases
2021-03-08,3.21,Mean - last N,Confirmed cases
2021-03-09,3.08,Mean - last N,Confirmed cases
2021-03-10,3.0833333333333335,Mean - last N,Confirmed cases
2021-03-11,3.16,Mean - last N,Confirmed cases
2021-03-12,3.0766666666666667,Mean - last N,Confirmed cases
2021-03-13,2.973333333333333,Mean - last N,Confirmed cases
2021-03-14,2.8766666666666665,Mean - last N,Confirmed cases
2021-03-15,2.8633333333333333,Mean - last N,Confirmed cases
2021-03-16,2.94,Mean - last N,Confirmed cases
2021-03-17,2.95,Mean - last N,Confirmed cases
2021-03-18,3.0233333333333334,Mean - last N,Confirmed cases
2021-03-19,2.9833333333333334,Mean - last N,Confirmed cases
2021-03-20,2.9166666666666665,Mean - last N,Confirmed cases
2021-03-21,2.84,Mean - last N,Confirmed cases
2021-03-22,2.8566666666666665,Mean - last N,Confirmed cases
2021-03-23,2.8266666666666667,Mean - last N,Confirmed cases
2020-02-15,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-16,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-17,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-18,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-19,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-20,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-21,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-22,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-23,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-24,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-25,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-26,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-27,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-28,15.935384615384617,Mean - Gamma fit,Deaths
2020-02-29,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-01,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-02,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-03,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-04,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-05,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-06,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-07,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-08,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-09,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-10,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-11,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-12,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-13,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-14,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-15,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-16,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-17,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-18,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-19,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-20,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-21,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-22,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-23,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-24,15.935384615384617,Mean - Gamma fit,Deaths
2020-03-25,15.652317880794701,Mean - Gamma fit,Deaths
2020-03-26,15.638157894736842,Mean - Gamma fit,Deaths
2020-03-27,15.383870967741935,Mean - Gamma fit,Deaths
2020-03-28,15.212025316455698,Mean - Gamma fit,Deaths
2020-03-29,15.07570977917981,Mean - Gamma fit,Deaths
2020-03-30,14.706624605678234,Mean - Gamma fit,Deaths
2020-03-31,14.812101910828023,Mean - Gamma fit,Deaths
2020-04-01,14.70253164556962,Mean - Gamma fit,Deaths
2020-04-02,14.672077922077921,Mean - Gamma fit,Deaths
2020-04-03,14.52159468438538,Mean - Gamma fit,Deaths
2020-04-04,14.721621621621624,Mean - Gamma fit,Deaths
2020-04-05,14.728260869565217,Mean - Gamma fit,Deaths
2020-04-06,14.737127371273713,Mean - Gamma fit,Deaths
2020-04-07,14.712737127371275,Mean - Gamma fit,Deaths
2020-04-08,14.724795640326978,Mean - Gamma fit,Deaths
2020-04-09,14.742209631728047,Mean - Gamma fit,Deaths
2020-04-10,14.58187134502924,Mean - Gamma fit,Deaths
2020-04-11,14.393292682926829,Mean - Gamma fit,Deaths
2020-04-12,14.106583072100314,Mean - Gamma fit,Deaths
2020-04-13,14.026229508196721,Mean - Gamma fit,Deaths
2020-04-14,14.581047381546135,Mean - Gamma fit,Deaths
2020-04-15,14.511392405063294,Mean - Gamma fit,Deaths
2020-04-16,14.553524804177547,Mean - Gamma fit,Deaths
2020-04-17,14.416216216216217,Mean - Gamma fit,Deaths
2020-04-18,14.279661016949152,Mean - Gamma fit,Deaths
2020-04-19,14.06764705882353,Mean - Gamma fit,Deaths
2020-04-20,14.049382716049385,Mean - Gamma fit,Deaths
2020-04-21,14.536992840095465,Mean - Gamma fit,Deaths
2020-04-22,14.51833740831296,Mean - Gamma fit,Deaths
2020-04-23,14.507575757575758,Mean - Gamma fit,Deaths
2020-04-24,14.323759791122717,Mean - Gamma fit,Deaths
2020-04-25,14.14441416893733,Mean - Gamma fit,Deaths
2020-04-26,13.963068181818183,Mean - Gamma fit,Deaths
2020-04-27,13.915915915915916,Mean - Gamma fit,Deaths
2020-04-28,13.93851132686084,Mean - Gamma fit,Deaths
2020-04-29,14.41527446300716,Mean - Gamma fit,Deaths
2020-04-30,14.450495049504951,Mean - Gamma fit,Deaths
2020-05-01,14.31025641025641,Mean - Gamma fit,Deaths
2020-05-02,14.13978494623656,Mean - Gamma fit,Deaths
2020-05-03,13.963380281690142,Mean - Gamma fit,Deaths
2020-05-04,13.887240356083085,Mean - Gamma fit,Deaths
2020-05-05,13.913183279742766,Mean - Gamma fit,Deaths
2020-05-06,14.38862559241706,Mean - Gamma fit,Deaths
2020-05-07,14.422604422604424,Mean - Gamma fit,Deaths
2020-05-08,14.264631043256998,Mean - Gamma fit,Deaths
2020-05-09,14.093333333333332,Mean - Gamma fit,Deaths
2020-05-10,13.916201117318437,Mean - Gamma fit,Deaths
2020-05-11,13.867256637168142,Mean - Gamma fit,Deaths
2020-05-12,13.85987261146497,Mean - Gamma fit,Deaths
2020-05-13,14.351415094339623,Mean - Gamma fit,Deaths
2020-05-14,14.383863080684597,Mean - Gamma fit,Deaths
2020-05-15,14.238578680203046,Mean - Gamma fit,Deaths
2020-05-16,14.066489361702128,Mean - Gamma fit,Deaths
2020-05-17,13.888579387186628,Mean - Gamma fit,Deaths
2020-05-18,13.838235294117649,Mean - Gamma fit,Deaths
2020-05-19,13.85987261146497,Mean - Gamma fit,Deaths
2020-05-20,14.351415094339623,Mean - Gamma fit,Deaths
2020-05-21,14.383863080684597,Mean - Gamma fit,Deaths
2020-05-22,14.255696202531645,Mean - Gamma fit,Deaths
2020-05-23,14.055555555555555,Mean - Gamma fit,Deaths
2020-05-24,13.878116343490307,Mean - Gamma fit,Deaths
2020-05-25,13.82748538011696,Mean - Gamma fit,Deaths
2020-05-26,13.848101265822784,Mean - Gamma fit,Deaths
2020-05-27,14.34037558685446,Mean - Gamma fit,Deaths
2020-05-28,14.372262773722628,Mean - Gamma fit,Deaths
2020-05-29,14.227272727272727,Mean - Gamma fit,Deaths
2020-05-30,14.055555555555555,Mean - Gamma fit,Deaths
2020-05-31,13.878116343490307,Mean - Gamma fit,Deaths
2020-06-01,13.921282798833818,Mean - Gamma fit,Deaths
2020-06-02,13.949526813880125,Mean - Gamma fit,Deaths
2020-06-03,14.414519906323184,Mean - Gamma fit,Deaths
2020-06-04,14.449029126213592,Mean - Gamma fit,Deaths
2020-06-05,14.307304785894209,Mean - Gamma fit,Deaths
2020-06-06,14.139841688654355,Mean - Gamma fit,Deaths
2020-06-07,13.966850828729282,Mean - Gamma fit,Deaths
2020-06-08,13.921282798833818,Mean - Gamma fit,Deaths
2020-06-09,13.949526813880125,Mean - Gamma fit,Deaths
2020-06-10,14.414519906323184,Mean - Gamma fit,Deaths
2020-06-11,14.449029126213592,Mean - Gamma fit,Deaths
2020-06-12,14.307304785894209,Mean - Gamma fit,Deaths
2020-06-13,14.139841688654355,Mean - Gamma fit,Deaths
2020-06-14,13.966850828729282,Mean - Gamma fit,Deaths
2020-06-15,13.921282798833818,Mean - Gamma fit,Deaths
2020-06-16,13.949526813880125,Mean - Gamma fit,Deaths
2020-06-17,14.414519906323184,Mean - Gamma fit,Deaths
2020-06-18,14.449029126213592,Mean - Gamma fit,Deaths
2020-06-19,14.307304785894209,Mean - Gamma fit,Deaths
2020-06-20,14.139841688654355,Mean - Gamma fit,Deaths
2020-06-21,13.966850828729282,Mean - Gamma fit,Deaths
2020-06-22,13.921282798833818,Mean - Gamma fit,Deaths
2020-06-23,13.949526813880125,Mean - Gamma fit,Deaths
2020-06-24,14.414519906323184,Mean - Gamma fit,Deaths
2020-06-25,14.449029126213592,Mean - Gamma fit,Deaths
2020-06-26,14.307304785894209,Mean - Gamma fit,Deaths
2020-06-27,14.139841688654355,Mean - Gamma fit,Deaths
2020-06-28,13.966850828729282,Mean - Gamma fit,Deaths
2020-06-29,13.921282798833818,Mean - Gamma fit,Deaths
2020-06-30,13.949526813880125,Mean - Gamma fit,Deaths
2020-07-01,14.425233644859814,Mean - Gamma fit,Deaths
2020-07-02,14.512077294685989,Mean - Gamma fit,Deaths
2020-07-03,14.3734335839599,Mean - Gamma fit,Deaths
2020-07-04,14.20997375328084,Mean - Gamma fit,Deaths
2020-07-05,14.041208791208794,Mean - Gamma fit,Deaths
2020-07-06,13.999999999999998,Mean - Gamma fit,Deaths
2020-07-07,14.034267912772586,Mean - Gamma fit,Deaths
