date,value,variable,data_type
2020-02-14,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-15,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-16,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-17,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-18,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-19,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-20,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-21,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-22,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-23,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-24,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-25,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-26,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-27,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-28,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-02-29,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-03-01,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-03-02,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-03-03,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-03-04,8.173669467787112,Mean - Gamma fit,Confirmed cases
2020-03-05,7.879656160458451,Mean - Gamma fit,Confirmed cases
2020-03-06,7.24931506849315,Mean - Gamma fit,Confirmed cases
2020-03-07,6.709976798143851,Mean - Gamma fit,Confirmed cases
2020-03-08,6.371868978805396,Mean - Gamma fit,Confirmed cases
2020-03-09,5.912710566615621,Mean - Gamma fit,Confirmed cases
2020-03-10,5.473300970873787,Mean - Gamma fit,Confirmed cases
2020-03-11,5.1675075681130185,Mean - Gamma fit,Confirmed cases
2020-03-12,4.911359724612737,Mean - Gamma fit,Confirmed cases
2020-03-13,4.817251461988305,Mean - Gamma fit,Confirmed cases
2020-03-14,4.538263665594856,Mean - Gamma fit,Confirmed cases
2020-03-15,4.425980105324752,Mean - Gamma fit,Confirmed cases
2020-03-16,4.215070643642072,Mean - Gamma fit,Confirmed cases
2020-03-17,4.000508130081301,Mean - Gamma fit,Confirmed cases
2020-03-18,3.867494824016563,Mean - Gamma fit,Confirmed cases
2020-03-19,3.8034744842562427,Mean - Gamma fit,Confirmed cases
2020-03-20,3.8998302207130733,Mean - Gamma fit,Confirmed cases
2020-03-21,3.8425637834474173,Mean - Gamma fit,Confirmed cases
2020-03-22,3.8806497175141246,Mean - Gamma fit,Confirmed cases
2020-03-23,3.847589424572318,Mean - Gamma fit,Confirmed cases
2020-03-24,4.022243713733076,Mean - Gamma fit,Confirmed cases
2020-03-25,4.284434490481523,Mean - Gamma fit,Confirmed cases
2020-03-26,4.542706964520368,Mean - Gamma fit,Confirmed cases
2020-03-27,4.490196078431373,Mean - Gamma fit,Confirmed cases
2020-03-28,4.059113300492611,Mean - Gamma fit,Confirmed cases
2020-03-29,3.8584729981378025,Mean - Gamma fit,Confirmed cases
2020-03-30,3.628352490421455,Mean - Gamma fit,Confirmed cases
2020-03-31,3.4923413566739594,Mean - Gamma fit,Confirmed cases
2020-04-01,3.3860045146726865,Mean - Gamma fit,Confirmed cases
2020-04-02,3.2675,Mean - Gamma fit,Confirmed cases
2020-04-03,3.096446700507614,Mean - Gamma fit,Confirmed cases
2020-04-04,3.2605042016806722,Mean - Gamma fit,Confirmed cases
2020-04-05,3.37910447761194,Mean - Gamma fit,Confirmed cases
2020-04-06,3.333333333333333,Mean - Gamma fit,Confirmed cases
2020-04-07,3.4098360655737707,Mean - Gamma fit,Confirmed cases
2020-04-08,3.4160583941605838,Mean - Gamma fit,Confirmed cases
2020-04-09,3.352472089314194,Mean - Gamma fit,Confirmed cases
2020-04-10,3.2760330578512393,Mean - Gamma fit,Confirmed cases
2020-04-11,3.333333333333333,Mean - Gamma fit,Confirmed cases
2020-04-12,3.3452830188679243,Mean - Gamma fit,Confirmed cases
2020-04-13,3.3531669865642995,Mean - Gamma fit,Confirmed cases
2020-04-14,3.4016736401673633,Mean - Gamma fit,Confirmed cases
2020-04-15,3.4889867841409687,Mean - Gamma fit,Confirmed cases
2020-04-16,3.436018957345971,Mean - Gamma fit,Confirmed cases
2020-04-17,3.4139650872817944,Mean - Gamma fit,Confirmed cases
2020-04-18,3.357526881720431,Mean - Gamma fit,Confirmed cases
2020-04-19,3.202312138728324,Mean - Gamma fit,Confirmed cases
2020-04-20,3.1437125748502996,Mean - Gamma fit,Confirmed cases
2020-04-21,3.147058823529412,Mean - Gamma fit,Confirmed cases
2020-04-22,3.321626617375231,Mean - Gamma fit,Confirmed cases
2020-04-23,3.2998027613412226,Mean - Gamma fit,Confirmed cases
2020-04-24,3.2782426778242666,Mean - Gamma fit,Confirmed cases
2020-04-25,3.352017937219731,Mean - Gamma fit,Confirmed cases
2020-04-26,3.2488151658767777,Mean - Gamma fit,Confirmed cases
2020-04-27,3.176616915422885,Mean - Gamma fit,Confirmed cases
2020-04-28,3.203252032520324,Mean - Gamma fit,Confirmed cases
2020-04-29,3.1876832844574787,Mean - Gamma fit,Confirmed cases
2020-04-30,3.245222929936306,Mean - Gamma fit,Confirmed cases
2020-05-01,3.4429657794676807,Mean - Gamma fit,Confirmed cases
2020-05-02,3.45010183299389,Mean - Gamma fit,Confirmed cases
2020-05-03,3.356371490280779,Mean - Gamma fit,Confirmed cases
2020-05-04,3.366071428571429,Mean - Gamma fit,Confirmed cases
2020-05-05,3.436144578313254,Mean - Gamma fit,Confirmed cases
2020-05-06,3.4472361809045227,Mean - Gamma fit,Confirmed cases
2020-05-07,3.4854881266490763,Mean - Gamma fit,Confirmed cases
2020-05-08,3.4565217391304346,Mean - Gamma fit,Confirmed cases
2020-05-09,3.3581661891117482,Mean - Gamma fit,Confirmed cases
2020-05-10,3.3197674418604644,Mean - Gamma fit,Confirmed cases
2020-05-11,3.3723723723723724,Mean - Gamma fit,Confirmed cases
2020-05-12,3.3186119873817033,Mean - Gamma fit,Confirmed cases
2020-05-13,3.326666666666667,Mean - Gamma fit,Confirmed cases
2020-05-14,3.3730337078651687,Mean - Gamma fit,Confirmed cases
2020-05-15,3.356132075471698,Mean - Gamma fit,Confirmed cases
2020-05-16,3.26302729528536,Mean - Gamma fit,Confirmed cases
2020-05-17,3.2061068702290063,Mean - Gamma fit,Confirmed cases
2020-05-18,3.2566844919786098,Mean - Gamma fit,Confirmed cases
2020-05-19,3.2140845070422532,Mean - Gamma fit,Confirmed cases
2020-05-20,3.1887905604719764,Mean - Gamma fit,Confirmed cases
2020-05-21,3.1284403669724776,Mean - Gamma fit,Confirmed cases
2020-05-22,3.1682539682539694,Mean - Gamma fit,Confirmed cases
2020-05-23,3.185430463576159,Mean - Gamma fit,Confirmed cases
2020-05-24,3.216666666666667,Mean - Gamma fit,Confirmed cases
2020-05-25,3.3056478405315612,Mean - Gamma fit,Confirmed cases
2020-05-26,3.1679012345679016,Mean - Gamma fit,Confirmed cases
2020-05-27,3.170157068062826,Mean - Gamma fit,Confirmed cases
2020-05-28,3.1900826446280988,Mean - Gamma fit,Confirmed cases
2020-05-29,3.2386363636363633,Mean - Gamma fit,Confirmed cases
2020-05-30,3.2536873156342185,Mean - Gamma fit,Confirmed cases
2020-05-31,3.305135951661632,Mean - Gamma fit,Confirmed cases
2020-06-01,3.407854984894259,Mean - Gamma fit,Confirmed cases
2020-06-02,3.3950617283950617,Mean - Gamma fit,Confirmed cases
2020-06-03,3.417445482866044,Mean - Gamma fit,Confirmed cases
2020-06-04,3.4766355140186915,Mean - Gamma fit,Confirmed cases
2020-06-05,3.5352564102564106,Mean - Gamma fit,Confirmed cases
2020-06-06,3.6730769230769234,Mean - Gamma fit,Confirmed cases
2020-06-07,3.5993485342019556,Mean - Gamma fit,Confirmed cases
2020-06-08,3.578947368421052,Mean - Gamma fit,Confirmed cases
2020-06-09,3.6537216828478964,Mean - Gamma fit,Confirmed cases
2020-06-10,3.811145510835913,Mean - Gamma fit,Confirmed cases
2020-06-11,3.802431610942249,Mean - Gamma fit,Confirmed cases
2020-06-12,3.817365269461078,Mean - Gamma fit,Confirmed cases
2020-06-13,3.6517857142857144,Mean - Gamma fit,Confirmed cases
2020-06-14,3.607784431137725,Mean - Gamma fit,Confirmed cases
2020-06-15,3.6982758620689653,Mean - Gamma fit,Confirmed cases
2020-06-16,3.7372881355932215,Mean - Gamma fit,Confirmed cases
2020-06-17,3.729729729729729,Mean - Gamma fit,Confirmed cases
2020-06-18,3.7331536388140174,Mean - Gamma fit,Confirmed cases
2020-06-19,3.944262295081967,Mean - Gamma fit,Confirmed cases
2020-06-20,4.027439024390243,Mean - Gamma fit,Confirmed cases
2020-06-21,4.014619883040936,Mean - Gamma fit,Confirmed cases
2020-06-22,4.387195121951219,Mean - Gamma fit,Confirmed cases
2020-06-23,4.245454545454545,Mean - Gamma fit,Confirmed cases
2020-06-24,4.230769230769231,Mean - Gamma fit,Confirmed cases
2020-06-25,3.946031746031747,Mean - Gamma fit,Confirmed cases
2020-06-26,4.046783625730995,Mean - Gamma fit,Confirmed cases
2020-06-27,3.9625668449197873,Mean - Gamma fit,Confirmed cases
2020-06-28,3.8353808353808354,Mean - Gamma fit,Confirmed cases
2020-06-29,3.4000000000000004,Mean - Gamma fit,Confirmed cases
2020-06-30,3.246056782334385,Mean - Gamma fit,Confirmed cases
2020-07-01,3.285276073619632,Mean - Gamma fit,Confirmed cases
2020-07-02,3.3453453453453452,Mean - Gamma fit,Confirmed cases
2020-07-03,3.3727810650887573,Mean - Gamma fit,Confirmed cases
2020-07-04,3.3588235294117643,Mean - Gamma fit,Confirmed cases
2020-07-05,3.3401759530791786,Mean - Gamma fit,Confirmed cases
2020-07-06,3.5988700564971747,Mean - Gamma fit,Confirmed cases
2020-07-07,3.7729885057471266,Mean - Gamma fit,Confirmed cases
2020-07-08,3.6345609065155804,Mean - Gamma fit,Confirmed cases
2020-07-09,3.598853868194843,Mean - Gamma fit,Confirmed cases
2020-07-10,3.689008042895442,Mean - Gamma fit,Confirmed cases
2020-07-11,3.6657681940700817,Mean - Gamma fit,Confirmed cases
2020-07-12,3.5767195767195767,Mean - Gamma fit,Confirmed cases
2020-07-13,3.650990099009901,Mean - Gamma fit,Confirmed cases
2020-07-14,3.492424242424242,Mean - Gamma fit,Confirmed cases
2020-07-15,3.5921375921375933,Mean - Gamma fit,Confirmed cases
2020-07-16,3.7220843672456576,Mean - Gamma fit,Confirmed cases
2020-07-17,3.8599033816425123,Mean - Gamma fit,Confirmed cases
2020-07-18,3.8373205741626792,Mean - Gamma fit,Confirmed cases
2020-07-19,3.7798165137614683,Mean - Gamma fit,Confirmed cases
2020-07-20,3.817204301075268,Mean - Gamma fit,Confirmed cases
2020-07-21,3.7103004291845494,Mean - Gamma fit,Confirmed cases
2020-07-22,3.738522954091817,Mean - Gamma fit,Confirmed cases
2020-07-23,3.7258979206049148,Mean - Gamma fit,Confirmed cases
2020-07-24,3.694642857142858,Mean - Gamma fit,Confirmed cases
2020-07-25,3.585365853658536,Mean - Gamma fit,Confirmed cases
2020-07-26,3.4217687074829932,Mean - Gamma fit,Confirmed cases
2020-07-27,3.3486529318541987,Mean - Gamma fit,Confirmed cases
2020-07-28,3.248097412480975,Mean - Gamma fit,Confirmed cases
2020-07-29,3.1901931649331354,Mean - Gamma fit,Confirmed cases
2020-07-30,3.116459627329193,Mean - Gamma fit,Confirmed cases
2020-07-31,3.0734824281150157,Mean - Gamma fit,Confirmed cases
2020-08-01,3.392966360856269,Mean - Gamma fit,Confirmed cases
2020-08-02,3.436011904761905,Mean - Gamma fit,Confirmed cases
2020-08-03,3.5140056022408963,Mean - Gamma fit,Confirmed cases
2020-08-04,3.650552486187845,Mean - Gamma fit,Confirmed cases
2020-08-05,3.748579545454545,Mean - Gamma fit,Confirmed cases
2020-08-06,3.8746478873239436,Mean - Gamma fit,Confirmed cases
2020-08-07,3.945383615084525,Mean - Gamma fit,Confirmed cases
2020-08-08,3.8712029161603887,Mean - Gamma fit,Confirmed cases
2020-08-09,3.588023952095808,Mean - Gamma fit,Confirmed cases
2020-08-10,3.5886287625418056,Mean - Gamma fit,Confirmed cases
2020-08-11,3.50330396475771,Mean - Gamma fit,Confirmed cases
2020-08-12,3.3976670201484627,Mean - Gamma fit,Confirmed cases
2020-08-13,3.350557244174265,Mean - Gamma fit,Confirmed cases
2020-08-14,3.310479921645446,Mean - Gamma fit,Confirmed cases
2020-08-15,3.2633136094674553,Mean - Gamma fit,Confirmed cases
2020-08-16,3.2526934378060712,Mean - Gamma fit,Confirmed cases
2020-08-17,3.2277318640954995,Mean - Gamma fit,Confirmed cases
2020-08-18,3.0604395604395602,Mean - Gamma fit,Confirmed cases
2020-08-19,3.006244424620874,Mean - Gamma fit,Confirmed cases
2020-08-20,3.0063463281958303,Mean - Gamma fit,Confirmed cases
2020-08-21,2.9920424403183024,Mean - Gamma fit,Confirmed cases
2020-08-22,2.9521700620017715,Mean - Gamma fit,Confirmed cases
2020-08-23,2.874466268146883,Mean - Gamma fit,Confirmed cases
2020-08-24,2.800486618004866,Mean - Gamma fit,Confirmed cases
2020-08-25,2.707296849087894,Mean - Gamma fit,Confirmed cases
2020-08-26,2.7362817362817364,Mean - Gamma fit,Confirmed cases
2020-08-27,2.7170124481327806,Mean - Gamma fit,Confirmed cases
2020-08-28,2.7240259740259742,Mean - Gamma fit,Confirmed cases
2020-08-29,2.6650124069478913,Mean - Gamma fit,Confirmed cases
2020-08-30,2.642857142857143,Mean - Gamma fit,Confirmed cases
2020-08-31,2.682475884244373,Mean - Gamma fit,Confirmed cases
2020-09-01,2.859510655090765,Mean - Gamma fit,Confirmed cases
2020-09-02,2.902124430955994,Mean - Gamma fit,Confirmed cases
2020-09-03,2.902261123267688,Mean - Gamma fit,Confirmed cases
2020-09-04,3.0055944055944055,Mean - Gamma fit,Confirmed cases
2020-09-05,3.0027341079972647,Mean - Gamma fit,Confirmed cases
2020-09-06,3.0039190071848463,Mean - Gamma fit,Confirmed cases
2020-09-07,3.060329067641682,Mean - Gamma fit,Confirmed cases
2020-09-08,3.037058823529412,Mean - Gamma fit,Confirmed cases
2020-09-09,2.971814445096888,Mean - Gamma fit,Confirmed cases
2020-09-10,2.9930151338766007,Mean - Gamma fit,Confirmed cases
2020-09-11,3.041666666666667,Mean - Gamma fit,Confirmed cases
2020-09-12,3.0128279883381923,Mean - Gamma fit,Confirmed cases
2020-09-13,2.9653552554315916,Mean - Gamma fit,Confirmed cases
2020-09-14,3.0126947489901905,Mean - Gamma fit,Confirmed cases
2020-09-15,2.8930017351069983,Mean - Gamma fit,Confirmed cases
2020-09-16,2.868,Mean - Gamma fit,Confirmed cases
2020-09-17,2.80764705882353,Mean - Gamma fit,Confirmed cases
2020-09-18,2.8433734939759034,Mean - Gamma fit,Confirmed cases
2020-09-19,2.7919753086419754,Mean - Gamma fit,Confirmed cases
2020-09-20,2.7768434670116435,Mean - Gamma fit,Confirmed cases
2020-09-21,2.841833440929632,Mean - Gamma fit,Confirmed cases
2020-09-22,2.7959048877146637,Mean - Gamma fit,Confirmed cases
2020-09-23,2.8953651685393256,Mean - Gamma fit,Confirmed cases
2020-09-24,2.9465763732129417,Mean - Gamma fit,Confirmed cases
2020-09-25,3.123603871928518,Mean - Gamma fit,Confirmed cases
2020-09-26,3.184035476718403,Mean - Gamma fit,Confirmed cases
2020-09-27,3.2132564841498557,Mean - Gamma fit,Confirmed cases
2020-09-28,3.2559638942617664,Mean - Gamma fit,Confirmed cases
2020-09-29,3.2336065573770494,Mean - Gamma fit,Confirmed cases
2020-09-30,3.2359249329758715,Mean - Gamma fit,Confirmed cases
2020-10-01,3.351148616971402,Mean - Gamma fit,Confirmed cases
2020-10-02,3.485702614379086,Mean - Gamma fit,Confirmed cases
2020-10-03,3.4743589743589745,Mean - Gamma fit,Confirmed cases
2020-10-04,3.3531331592689293,Mean - Gamma fit,Confirmed cases
2020-10-05,3.297193175564116,Mean - Gamma fit,Confirmed cases
2020-10-06,3.2081242532855425,Mean - Gamma fit,Confirmed cases
2020-10-07,3.1627565982404695,Mean - Gamma fit,Confirmed cases
2020-10-08,3.117244004567948,Mean - Gamma fit,Confirmed cases
2020-10-09,3.121074668527565,Mean - Gamma fit,Confirmed cases
2020-10-10,3.075403098324376,Mean - Gamma fit,Confirmed cases
2020-10-11,2.995747177005427,Mean - Gamma fit,Confirmed cases
2020-10-12,3.005993485342019,Mean - Gamma fit,Confirmed cases
2020-10-13,2.999398677089597,Mean - Gamma fit,Confirmed cases
2020-10-14,3.010973015339828,Mean - Gamma fit,Confirmed cases
2020-10-15,3.0475937533198767,Mean - Gamma fit,Confirmed cases
2020-10-16,3.103943357262268,Mean - Gamma fit,Confirmed cases
2020-10-17,3.067601809954751,Mean - Gamma fit,Confirmed cases
2020-10-18,2.983765959245793,Mean - Gamma fit,Confirmed cases
2020-10-19,2.9597113650030065,Mean - Gamma fit,Confirmed cases
2020-10-20,2.875931548440519,Mean - Gamma fit,Confirmed cases
2020-10-21,2.7958050984188443,Mean - Gamma fit,Confirmed cases
2020-10-22,2.724057472675918,Mean - Gamma fit,Confirmed cases
2020-10-23,2.6746263428304524,Mean - Gamma fit,Confirmed cases
2020-10-24,2.591526959673765,Mean - Gamma fit,Confirmed cases
2020-10-25,2.4839434089377943,Mean - Gamma fit,Confirmed cases
2020-10-26,2.405423690590291,Mean - Gamma fit,Confirmed cases
2020-10-27,2.3117056856187292,Mean - Gamma fit,Confirmed cases
2020-10-28,2.258316361167685,Mean - Gamma fit,Confirmed cases
2020-10-29,2.216501240694789,Mean - Gamma fit,Confirmed cases
2020-10-30,2.181727904667329,Mean - Gamma fit,Confirmed cases
2020-10-31,2.0864401187726824,Mean - Gamma fit,Confirmed cases
2020-11-01,1.9975335708413264,Mean - Gamma fit,Confirmed cases
2020-11-02,2.01578573962398,Mean - Gamma fit,Confirmed cases
2020-11-03,2.146020929666586,Mean - Gamma fit,Confirmed cases
2020-11-04,2.321911348632505,Mean - Gamma fit,Confirmed cases
2020-11-05,2.4627512810405987,Mean - Gamma fit,Confirmed cases
2020-11-06,2.6092807424593962,Mean - Gamma fit,Confirmed cases
2020-11-07,2.677672955974843,Mean - Gamma fit,Confirmed cases
2020-11-08,2.661387220098307,Mean - Gamma fit,Confirmed cases
2020-11-09,2.616298811544991,Mean - Gamma fit,Confirmed cases
2020-11-10,2.66686320754717,Mean - Gamma fit,Confirmed cases
2020-11-11,2.5786953919808497,Mean - Gamma fit,Confirmed cases
2020-11-12,2.5120192307692304,Mean - Gamma fit,Confirmed cases
2020-11-13,2.4816375677302824,Mean - Gamma fit,Confirmed cases
2020-11-14,2.4674046740467404,Mean - Gamma fit,Confirmed cases
2020-11-15,2.459863098942128,Mean - Gamma fit,Confirmed cases
2020-11-16,2.404229607250755,Mean - Gamma fit,Confirmed cases
2020-11-17,2.4436708860759495,Mean - Gamma fit,Confirmed cases
2020-11-18,2.3749208359721345,Mean - Gamma fit,Confirmed cases
2020-11-19,2.3933993399339935,Mean - Gamma fit,Confirmed cases
2020-11-20,2.442701227830832,Mean - Gamma fit,Confirmed cases
2020-11-21,2.4631502890173405,Mean - Gamma fit,Confirmed cases
2020-11-22,2.422369389256806,Mean - Gamma fit,Confirmed cases
2020-11-23,2.317403708987161,Mean - Gamma fit,Confirmed cases
2020-11-24,2.281487101669196,Mean - Gamma fit,Confirmed cases
2020-11-25,2.2415949960906962,Mean - Gamma fit,Confirmed cases
2020-11-26,2.2042833607907744,Mean - Gamma fit,Confirmed cases
2020-11-27,2.2224919093851128,Mean - Gamma fit,Confirmed cases
2020-11-28,2.185306122448979,Mean - Gamma fit,Confirmed cases
2020-11-29,2.1208434712084347,Mean - Gamma fit,Confirmed cases
2020-11-30,2.1355932203389827,Mean - Gamma fit,Confirmed cases
2020-12-01,2.373343725643024,Mean - Gamma fit,Confirmed cases
2020-12-02,2.4565548780487805,Mean - Gamma fit,Confirmed cases
2020-12-03,2.5320271288620946,Mean - Gamma fit,Confirmed cases
2020-12-04,2.579795021961932,Mean - Gamma fit,Confirmed cases
2020-12-05,2.5849478390461993,Mean - Gamma fit,Confirmed cases
2020-12-06,2.5389177168272794,Mean - Gamma fit,Confirmed cases
2020-12-07,2.548158640226629,Mean - Gamma fit,Confirmed cases
2020-12-08,2.4802584350323045,Mean - Gamma fit,Confirmed cases
2020-12-09,2.2889221556886223,Mean - Gamma fit,Confirmed cases
2020-12-10,2.3398203592814375,Mean - Gamma fit,Confirmed cases
2020-12-11,2.3323285606631505,Mean - Gamma fit,Confirmed cases
2020-12-12,2.328895849647611,Mean - Gamma fit,Confirmed cases
2020-12-13,2.3328125,Mean - Gamma fit,Confirmed cases
2020-12-14,2.3295368261199694,Mean - Gamma fit,Confirmed cases
2020-12-15,2.3589147286821706,Mean - Gamma fit,Confirmed cases
2020-12-16,2.4419889502762437,Mean - Gamma fit,Confirmed cases
2020-12-17,2.4201277955271565,Mean - Gamma fit,Confirmed cases
2020-12-18,2.3704891740176426,Mean - Gamma fit,Confirmed cases
2020-12-19,2.411910669975186,Mean - Gamma fit,Confirmed cases
2020-12-20,2.4316309719934104,Mean - Gamma fit,Confirmed cases
2020-12-21,2.4476418864908074,Mean - Gamma fit,Confirmed cases
2020-12-22,2.4966887417218544,Mean - Gamma fit,Confirmed cases
2020-12-23,2.5283505154639174,Mean - Gamma fit,Confirmed cases
2020-12-24,2.7576271186440673,Mean - Gamma fit,Confirmed cases
2020-12-25,2.9707357859531767,Mean - Gamma fit,Confirmed cases
2020-12-26,3.063478260869565,Mean - Gamma fit,Confirmed cases
2020-12-27,3.0167785234899327,Mean - Gamma fit,Confirmed cases
2020-12-28,2.9629324546952223,Mean - Gamma fit,Confirmed cases
2020-12-29,2.952090592334494,Mean - Gamma fit,Confirmed cases
2020-12-30,3.0153707052441225,Mean - Gamma fit,Confirmed cases
2020-12-31,3.057169634489222,Mean - Gamma fit,Confirmed cases
2021-01-01,3.022794846382557,Mean - Gamma fit,Confirmed cases
2021-01-02,2.8578784757981457,Mean - Gamma fit,Confirmed cases
2021-01-03,2.6917450365726223,Mean - Gamma fit,Confirmed cases
2021-01-04,2.6550598476605014,Mean - Gamma fit,Confirmed cases
2021-01-05,2.685141509433962,Mean - Gamma fit,Confirmed cases
2021-01-06,2.6739130434782608,Mean - Gamma fit,Confirmed cases
2021-01-07,2.585,Mean - Gamma fit,Confirmed cases
2021-01-08,2.552598225602028,Mean - Gamma fit,Confirmed cases
2021-01-09,2.363013698630137,Mean - Gamma fit,Confirmed cases
2021-01-10,2.4433285509325686,Mean - Gamma fit,Confirmed cases
2021-01-11,2.486646884272997,Mean - Gamma fit,Confirmed cases
2021-01-12,2.480190174326466,Mean - Gamma fit,Confirmed cases
2021-01-13,2.4176570458404076,Mean - Gamma fit,Confirmed cases
2021-01-14,2.4645390070921986,Mean - Gamma fit,Confirmed cases
2021-01-15,2.4361313868613137,Mean - Gamma fit,Confirmed cases
2021-01-16,2.3999999999999995,Mean - Gamma fit,Confirmed cases
2021-01-17,2.3529411764705883,Mean - Gamma fit,Confirmed cases
2021-01-18,2.283495145631068,Mean - Gamma fit,Confirmed cases
2021-01-19,2.2649572649572653,Mean - Gamma fit,Confirmed cases
2021-01-20,2.3503325942350335,Mean - Gamma fit,Confirmed cases
2021-01-21,2.4741573033707867,Mean - Gamma fit,Confirmed cases
2021-01-22,2.5490654205607477,Mean - Gamma fit,Confirmed cases
2021-01-23,2.694510739856802,Mean - Gamma fit,Confirmed cases
2021-01-24,2.7142857142857144,Mean - Gamma fit,Confirmed cases
2021-01-25,2.6691542288557213,Mean - Gamma fit,Confirmed cases
2021-01-26,2.601542416452442,Mean - Gamma fit,Confirmed cases
2021-01-27,2.5218508997429305,Mean - Gamma fit,Confirmed cases
2021-01-28,2.481675392670157,Mean - Gamma fit,Confirmed cases
2021-01-29,2.431266846361186,Mean - Gamma fit,Confirmed cases
2021-01-30,2.347701149425288,Mean - Gamma fit,Confirmed cases
2021-01-31,2.1722054380664653,Mean - Gamma fit,Confirmed cases
2021-02-01,2.3583815028901736,Mean - Gamma fit,Confirmed cases
2021-02-02,2.3867924528301887,Mean - Gamma fit,Confirmed cases
2021-02-03,2.5364238410596025,Mean - Gamma fit,Confirmed cases
2021-02-04,2.557661927330174,Mean - Gamma fit,Confirmed cases
2021-02-05,2.5417322834645666,Mean - Gamma fit,Confirmed cases
2021-02-06,2.773770491803279,Mean - Gamma fit,Confirmed cases
2021-02-07,2.7580645161290325,Mean - Gamma fit,Confirmed cases
2021-02-08,2.7193548387096773,Mean - Gamma fit,Confirmed cases
2021-02-09,2.4345549738219896,Mean - Gamma fit,Confirmed cases
2021-02-10,2.5282331511839704,Mean - Gamma fit,Confirmed cases
2021-02-11,2.58745247148289,Mean - Gamma fit,Confirmed cases
2021-02-12,2.5728155339805827,Mean - Gamma fit,Confirmed cases
2021-02-13,2.590725806451613,Mean - Gamma fit,Confirmed cases
2021-02-14,2.6288032454361057,Mean - Gamma fit,Confirmed cases
2021-02-15,2.6929292929292927,Mean - Gamma fit,Confirmed cases
2021-02-16,2.6826722338204596,Mean - Gamma fit,Confirmed cases
2021-02-17,2.695378151260504,Mean - Gamma fit,Confirmed cases
2021-02-18,2.7044025157232703,Mean - Gamma fit,Confirmed cases
2021-02-19,2.6918103448275863,Mean - Gamma fit,Confirmed cases
2021-02-20,2.5932584269662926,Mean - Gamma fit,Confirmed cases
2021-02-21,2.5402298850574714,Mean - Gamma fit,Confirmed cases
2021-02-22,2.584070796460177,Mean - Gamma fit,Confirmed cases
2021-02-23,2.6644591611479025,Mean - Gamma fit,Confirmed cases
2021-02-24,2.6753812636165577,Mean - Gamma fit,Confirmed cases
2021-02-25,2.639830508474576,Mean - Gamma fit,Confirmed cases
2021-02-26,2.8016701461377873,Mean - Gamma fit,Confirmed cases
2021-02-27,2.845188284518828,Mean - Gamma fit,Confirmed cases
2021-02-28,2.8217213114754096,Mean - Gamma fit,Confirmed cases
2021-03-01,2.8273809523809526,Mean - Gamma fit,Confirmed cases
2021-03-02,2.8143712574850297,Mean - Gamma fit,Confirmed cases
2021-03-03,2.7628458498023716,Mean - Gamma fit,Confirmed cases
2021-03-04,2.914563106796117,Mean - Gamma fit,Confirmed cases
2021-03-05,2.960629921259842,Mean - Gamma fit,Confirmed cases
2021-03-06,2.97270955165692,Mean - Gamma fit,Confirmed cases
2021-03-07,3.0506822612085767,Mean - Gamma fit,Confirmed cases
2021-03-08,3.0909090909090917,Mean - Gamma fit,Confirmed cases
2021-03-09,3.0277227722772277,Mean - Gamma fit,Confirmed cases
2021-03-10,3.0732177263969183,Mean - Gamma fit,Confirmed cases
2021-03-11,3.115234375,Mean - Gamma fit,Confirmed cases
2021-03-12,3.1235521235521233,Mean - Gamma fit,Confirmed cases
2021-03-13,3.096958174904943,Mean - Gamma fit,Confirmed cases
2021-03-14,3.06717850287908,Mean - Gamma fit,Confirmed cases
2021-03-15,2.9161290322580644,Mean - Gamma fit,Confirmed cases
2021-03-16,2.903225806451613,Mean - Gamma fit,Confirmed cases
2021-03-17,2.971337579617834,Mean - Gamma fit,Confirmed cases
2021-03-18,3.0064102564102564,Mean - Gamma fit,Confirmed cases
2021-03-19,2.95625,Mean - Gamma fit,Confirmed cases
2021-03-20,2.926517571884984,Mean - Gamma fit,Confirmed cases
2021-03-21,2.810725552050473,Mean - Gamma fit,Confirmed cases
2021-03-22,2.851063829787234,Mean - Gamma fit,Confirmed cases
2021-03-23,2.880733944954129,Mean - Gamma fit,Confirmed cases
2020-02-14,8.173669467787114,Mean - Full weeks,Confirmed cases
