R1,init,t3,t2,weekly,gaussian,misdelay,delay_opt,t1,t4,t5,t6,R2,R3,smooth,timevar_est,timevar_sim,fixed,filename,estimationDir,simulationDir,infection_file,re_file,infection_exists,re_exists,infection_size,re_size,ReRMSE,RootDiff,EmpCoverage,OneTrans,slopeError,maxInc,t3diff
3.5,1000,36,20,0.75,0.1,2,confirmed,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_2.csv,../simulations/estimated/smooth/confirmed,../simulations/simulated/confirmed,/infection_t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_2.csv,/Re_t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_2.csv,TRUE,TRUE,326517,1132007,0.16191272447121366,-1,0.07042253521126761,0.9857142857142858,0.2247917825333848,496471,16
2.5,10,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,185503,586600,0.32994938597687046,4,0.32432432432432434,0.9090909090909091,0.6673162138843441,99,1
3,10,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,188242,598131,0.37919227271925054,4,0.15789473684210525,0.6764705882352942,0.7125268591343372,268,1
3.5,10,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,198167,635198,0.3891491678631943,4,0.12195121951219512,0.6923076923076923,0.7046767299928904,607,1
2.5,100,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,213392,694642,0.2763444038074642,4,0.09090909090909091,0.6976744186046512,0.7183079725745432,1004,1
3,100,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,225981,742884,0.26663650759577423,4,0.0851063829787234,0.7391304347826086,0.6790613697299317,2618,1
3.5,100,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,222193,727422,0.29249659360742825,3,0.043478260869565216,0.7333333333333333,0.6637021627400795,6051,1
2.5,1000,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,226306,743809,0.20599180786347887,4,0.0851063829787234,0.723404255319149,0.6058276143278868,10110,1
3,1000,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,222609,730053,0.2592140000734411,4,0,0.717391304347826,0.6646211321330857,26171,1
3.5,1000,21,20,0.75,0.1,-2,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_21_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,226842,744298,0.21977533552494596,3,0.0425531914893617,0.813953488372093,0.5773521195252531,60644,1
2.5,10,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,226101,739046,0.26629141648229504,4,0.2653061224489796,0.8918918918918919,0.6371719203724058,155,6
3,10,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,214755,700213,0.28571953789158816,3,0.1111111111111111,0.8378378378378378,0.573977080626267,474,6
3.5,10,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,216999,708961,0.3441110687114963,5,0.06666666666666667,0.6976744186046512,0.6295006632520422,1198,6
2.5,100,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,241381,802236,0.18732708670092801,3,0.11764705882352941,0.8444444444444444,0.5058939387528084,1574,6
3,100,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,226068,743774,0.203196314614784,4,0.0851063829787234,0.8604651162790697,0.5239803218184836,4622,6
3.5,100,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,237135,785522,0.22300901007757407,4,0.04,0.8297872340425532,0.5534735294364129,11936,6
2.5,1000,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,246397,821134,0.14431963369774636,3,0.038461538461538464,0.9,0.4076417517961002,15849,6
3,1000,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,247716,827061,0.17194867235659184,4,0.019230769230769232,0.8627450980392157,0.5045044725124934,46205,6
3.5,1000,26,20,0.75,0.1,-2,death,0,36,56,76,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_26_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_26_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_26_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,244239,813301,0.181615603043886,4,0.0392156862745098,0.88,0.5441934503641396,119655,6
2.5,10,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,248985,825883,0.1915709128852734,3,0.33962264150943394,0.9069767441860465,0.4642867573875366,241,11
3,10,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,227136,747216,0.24979175643991436,4,0.06382978723404255,0.8048780487804879,0.43428933251502355,846,11
3.5,10,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,245838,818587,0.1781529769220255,4,0.09615384615384616,0.8666666666666667,0.3498809402686334,2417,11
2.5,100,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,257265,862943,0.17017944701433618,3,0.09090909090909091,0.8958333333333334,0.3234415044134248,2447,11
3,100,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,255193,854595,0.14179583677712002,4,0.1111111111111111,0.8846153846153846,0.33188623699786346,8261,11
3.5,100,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,253758,849188,0.16095123531716962,4,0.1111111111111111,0.8846153846153846,0.3640764341916282,24113,11
2.5,1000,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,269318,908706,0.1388841004046911,3,0.12280701754385964,0.9107142857142857,0.34043509947677264,24642,11
3,1000,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,268017,903282,0.14212701923112084,4,0.12280701754385964,0.9107142857142857,0.3903509389303273,82578,11
3.5,1000,31,20,0.75,0.1,-2,death,0,41,61,81,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_31_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_31_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_31_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,268561,906037,0.15878843568085002,5,0.07017543859649122,0.8771929824561403,0.3639966676618197,241646,11
2.5,10,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,277585,923037,0.15746581165482765,3,0.3333333333333333,0.9056603773584906,0.33502631115909925,377,16
3,10,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,251338,840247,0.15136038552919723,3,0.1320754716981132,0.8913043478260869,0.22540224434021536,1524,16
3.5,10,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,263398,887516,0.16539049256203708,3,0.08928571428571429,0.8867924528301887,0.3200497612772524,4972,16
2.5,100,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_2.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,275730,934146,0.14839062806267453,4,0.13559322033898305,0.8867924528301887,0.28360468809600153,3826,16
3,100,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_3_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,277709,940761,0.14654136319526512,4,0.0847457627118644,0.9137931034482759,0.3221696652482858,14873,16
3.5,100,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_3.5_init_100_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,276184,936809,0.10139516804862089,2,0.05084745762711865,0.8909090909090909,0.19757617889885445,49535,16
2.5,1000,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_2.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,291416,995259,0.12988802069314576,3,0.07936507936507936,0.9344262295081968,0.25225116631278643,38524,16
3,1000,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_3_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,291853,995757,0.14258471001767667,2,0.015873015873015872,0.9516129032258065,0.31416096422076534,148718,16
3.5,1000,36,20,0.75,0.1,-2,death,0,46,66,86,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,/Re_t_20_36_R_3.5_init_1000_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-2.csv,TRUE,TRUE,291067,994000,0.1336763409793122,4,0.015873015873015872,0.9354838709677419,0.22376797568427373,496471,16
2.5,10,21,20,0.75,0.1,-1,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,/Re_t_20_21_R_2.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,TRUE,TRUE,202376,651556,0.36801224816538675,3,0.3170731707317073,0.9615384615384616,0.7663744948209582,99,1
3,10,21,20,0.75,0.1,-1,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,/Re_t_20_21_R_3_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,TRUE,TRUE,193685,618974,0.3889565147182105,2,0.15,0.7567567567567568,0.7336818342393538,268,1
3.5,10,21,20,0.75,0.1,-1,death,0,31,51,71,0.5,1.2,smooth,FALSE,FALSE,FALSE,t_20_21_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,../simulations/estimated/smooth/death,../simulations/simulated/death,/infection_t_20_21_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,/Re_t_20_21_R_3.5_init_10_week_0.75_norm_0.1_timevar_FALSE_FALSE_fixed_FALSE_misdelay_-1.csv,TRUE,TRUE,214032,687897,0.3557728482407085,4,0.13043478260869565,0.75,0.7482633345110618,607,1
