date,median_R_mean,median_R_highHPD,median_R_lowHPD,est_infections,sd_infections,replicate
2020-02-07,3.007270869149632,3.3386497076028507,2.6882637127322635,129.31952282282154,10.447031852544706,1
2020-02-08,2.7836682904470478,3.075542080793746,2.4917945001003496,164.1011935125828,12.524191646705601,1
2020-02-09,2.6580941697334723,2.937036153458401,2.3791521860085436,211.9017781113439,15.027553636446909,1
2020-02-10,2.5885328472022904,2.8908644038925395,2.2862012905120412,268.62098932062855,19.446607401146327,1
2020-02-11,2.5684318607837047,2.896693052283643,2.240170669283766,339.24321050124377,24.112978603799824,1
2020-02-12,2.594806034881066,2.9197515468824737,2.2698605228796587,428.99800955347786,29.56298826759486,1
2020-02-13,2.637057663794581,2.956504942858598,2.317610384730564,534.3849296677336,38.72177189838092,1
2020-02-14,2.6689166737256054,2.9832591612202535,2.3545741862309573,663.285901808712,48.084634707247616,1
2020-02-15,2.6877205287170463,2.9849636689819925,2.3904773884521,825.880411100618,58.339191934933204,1
2020-02-16,2.6992041438552197,2.9925223712326376,2.4058859164778017,1022.0053223393804,75.88572105827834,1
2020-02-17,2.696686800261228,2.9971730582318683,2.396200542290588,1279.1076079144984,95.41377311762419,1
2020-02-18,2.668737302759687,2.9626555300770794,2.374819075442294,1612.0880768941674,116.06655810056328,1
2020-02-19,2.6153709326284327,2.9016098263930594,2.329132038863806,2001.6370364654845,146.89545107095253,1
2020-02-20,2.546445702703513,2.8260182589837597,2.2668731464232663,2421.381484045971,174.84025720096426,1
2020-02-21,2.474974700783686,2.7360087066339367,2.2139406949334357,2881.720234578786,192.45726221876373,1
2020-02-22,2.4104612700293258,2.6561247993663457,2.164797740692306,3418.3592436838567,220.51863849869918,1
2020-02-23,2.369989324507799,2.613755083836687,2.126223565178911,4068.103650861007,262.5808876009508,1
2020-02-24,2.3579262290567753,2.601874877215548,2.1139775808980024,4827.804333164185,315.74274945303563,1
2020-02-25,2.3563656659969414,2.6015968003918264,2.1111345316020564,5673.750636532525,396.81747618267144,1
2020-02-26,2.3124433355438945,2.555765071740869,2.06912159934692,6529.214885888207,485.0415070454908,1
2020-02-27,2.1987329120513515,2.4269365854871388,1.9705292386155642,7363.332573864722,559.5852809212994,1
2020-02-28,2.0432056266909497,2.248294434353534,1.8381168190283657,8222.218049344012,645.1789176922339,1
2020-02-29,1.8910430320807552,2.0716282218623356,1.7104578422991747,9082.155991684695,712.4342271008278,1
2020-03-01,1.7619162750786843,1.9148835170690015,1.6089490330883671,9909.65652016667,726.2868751506593,1
2020-03-02,1.6511068423296826,1.7806408702648229,1.5215728143945424,10740.36980306128,722.2524168759484,1
2020-03-03,1.5587242259580456,1.683689535181039,1.4337589167350522,11572.855147637436,736.7886675610281,1
2020-03-04,1.4879410065054661,1.620848327055338,1.3550336859555943,12341.43902670535,760.0648252876183,1
2020-03-05,1.4301108535511298,1.5724107432519872,1.2878109638502724,12992.512717277832,798.5257351141864,1
2020-03-06,1.3660593069817408,1.5144157575883277,1.217702856375154,13433.002985620324,850.3982973513301,1
2020-03-07,1.2879975950335192,1.4339990729283194,1.141996117138719,13669.285772278983,876.5547632716691,1
2020-03-08,1.2075704791552966,1.3426373312696431,1.07250362704095,13796.865403741811,901.4762873636437,1
2020-03-09,1.1406600732024579,1.2634554556114947,1.017864690793421,13882.852604947377,941.603163592469,1
2020-03-10,1.090279915000808,1.2045004084207234,0.9760594215808925,13889.296828807759,963.9721050471633,1
2020-03-11,1.050178211490663,1.1582254968542811,0.942130926127045,13761.9765899626,956.3159392443122,1
2020-03-12,1.0148741597700546,1.1183902559248522,0.9113580636152571,13468.546114752528,946.5528301130122,1
2020-03-13,0.9821638842334672,1.0824580875154952,0.8818696809514391,13002.43412538089,925.3813159080223,1
2020-03-14,0.946264234082234,1.0434943776124117,0.8490340905520565,12352.808150581908,885.5480699858481,1
2020-03-15,0.90192169741274,0.9975908195463601,0.8062525752791199,11588.15819898222,857.1457099864856,1
2020-03-16,0.8510607235053652,0.9481862342652001,0.7539352127455303,10800.267330639179,831.3512435360589,1
2020-03-17,0.801890237097489,0.9007925461218584,0.7029879280731195,10015.255516513529,786.2417626358445,1
2020-03-18,0.7616235338810267,0.860338175554381,0.6629088922076724,9279.672611021664,748.2156519812573,1
2020-03-19,0.7303770356451318,0.8275800227290117,0.6331740485612519,8559.356159126268,716.400076263992,1
2020-03-20,0.7051464083071548,0.7993884808489341,0.6109043357653755,7767.809036548735,656.6317943986494,1
2020-03-21,0.6822799440398543,0.7725907461313806,0.591969141948328,6916.2531235930155,590.818882900411,1
2020-03-22,0.6602181991705529,0.7480018618658901,0.5724345364752157,6105.228521858977,535.6139780320941,1
2020-03-23,0.6384815456019016,0.7255306048840233,0.5514324863197799,5382.724970084287,478.51237077140263,1
2020-03-24,0.6171560688109393,0.7037334108099172,0.5305787268119614,4764.24323711328,431.81083441410175,1
2020-03-25,0.596331655584104,0.682659135612565,0.5100041755556429,4217.148416526195,393.6696583169566,1
2020-03-26,0.576580819240256,0.6616906212569325,0.4914710172235794,3716.2994568108643,336.7519175394115,1
2020-03-27,0.5584734287752354,0.6398088468643843,0.4771380106860865,3257.554790694058,276.6656576636637,1
2020-03-28,0.5415379881566789,0.6182052687775689,0.4648707075357888,2845.7116273864817,233.62998841933825,1
2020-03-29,0.5239918229353895,0.5980606946038778,0.4499229512669012,2470.3223522480885,192.88952905064986,1
2020-03-30,0.5041986035189395,0.5787548418107374,0.42964236522714166,2132.464431473165,160.31905467973348,1
